H spec 1 wave,H spec 1 intensity,H spec 2 wave,H spec 2 intensity,H spec 3 wave,H spec 3 intensity,H average intensity
656.296,17.15,656.296,-1,656.296,-0.69,5.153333333
656.31,19.15,656.31,18,656.31,15.31,17.48666667
656.324,21.15,656.324,27,656.324,18.31,22.15333333
656.339,18.15,656.339,34,656.339,21.31,24.48666667
656.353,1.15,656.353,5,656.353,0.31,2.153333333
656.367,17.15,656.367,5,656.367,16.31,12.82
656.382,2.15,656.382,6,656.382,8.31,5.486666667
656.396,0.15,656.396,-2,656.396,-4.69,-2.18
656.41,-4.85,656.41,-1,656.41,-13.69,-6.513333333
656.425,-2.85,656.425,6,656.425,-4.69,-0.5133333333
656.439,-0.85,656.439,-20,656.439,-4.69,-8.513333333
656.453,1.15,656.453,-3,656.453,-8.69,-3.513333333
656.468,4.15,656.468,0,656.468,-3.69,0.1533333333
656.482,11.15,656.482,-1,656.482,4.31,4.82
656.496,-7.85,656.496,2,656.496,-8.69,-4.846666667
656.51,-4.85,656.51,2,656.51,0.31,-0.8466666667
656.525,-2.85,656.525,2,656.525,11.31,3.486666667
656.539,-3.85,656.539,2,656.539,7.31,1.82
656.553,-6.85,656.553,-3,656.553,-11.69,-7.18
656.568,0.15,656.568,-2,656.568,-7.69,-3.18
656.582,5.15,656.582,-9,656.582,6.31,0.82
656.596,1.15,656.596,4,656.596,9.31,4.82
656.611,2.15,656.611,-7,656.611,-1.69,-2.18
656.625,-1.85,656.625,-6,656.625,3.31,-1.513333333
656.639,10.15,656.639,10,656.639,4.31,8.153333333
656.653,12.15,656.653,14,656.653,-5.69,6.82
656.668,-2.85,656.668,-4,656.668,-2.69,-3.18
656.682,-5.85,656.682,-10,656.682,-6.69,-7.513333333
656.696,8.15,656.696,7,656.696,4.31,6.486666667
656.71,1.15,656.71,9,656.71,-7.69,0.82
656.725,12.15,656.725,17,656.725,14.31,14.48666667
656.739,23.15,656.739,8,656.739,9.31,13.48666667
656.753,31.15,656.753,9,656.753,10.31,16.82
656.767,14.15,656.767,9,656.767,5.31,9.486666667
656.782,17.15,656.782,2,656.782,13.31,10.82
656.796,28.15,656.796,16,656.796,13.31,19.15333333
656.81,41.15,656.81,29,656.81,34.31,34.82
656.824,7.15,656.824,-16,656.824,-0.69,-3.18
656.839,-0.85,656.839,12,656.839,3.31,4.82
656.853,20.15,656.853,2,656.853,0.31,7.486666667
656.867,8.15,656.867,-3,656.867,-9.69,-1.513333333
656.881,-3.85,656.881,11,656.881,2.31,3.153333333
656.896,-7.85,656.896,2,656.896,0.31,-1.846666667
656.91,5.15,656.91,-3,656.91,1.31,1.153333333
656.924,4.15,656.924,-3,656.924,0.31,0.4866666667
656.938,7.15,656.938,-13,656.938,1.31,-1.513333333
656.953,9.15,656.953,11,656.953,7.31,9.153333333
656.967,16.15,656.967,14,656.967,16.31,15.48666667
656.981,24.15,656.981,14,656.981,14.31,17.48666667
656.995,12.15,656.995,1,656.995,6.31,6.486666667
