H spec 1 wave,H spec 1 intensity,H spec 2 wave,H spec 2 intensity,H spec 3 wave,H spec 3 intensity,H average intensity
632.282,6.15,632.282,16,632.282,3.31,8.486666667
632.3,-0.85,632.3,2,632.3,-5.69,-1.513333333
632.318,9.15,632.318,10,632.318,10.31,9.82
632.336,6.15,632.336,17,632.336,13.31,12.15333333
632.354,8.15,632.354,17,632.354,7.31,10.82
632.372,2.15,632.372,16,632.372,21.31,13.15333333
632.39,-14.85,632.39,7,632.39,4.31,-1.18
632.408,-18.85,632.408,8,632.408,1.31,-3.18
632.426,-6.85,632.426,-3,632.426,-7.69,-5.846666667
632.443,19.15,632.443,15,632.443,2.31,12.15333333
632.461,12.15,632.461,10,632.461,-12.69,3.153333333
632.479,15.15,632.479,10,632.479,3.31,9.486666667
632.497,3.15,632.497,-2,632.497,6.31,2.486666667
632.515,-8.85,632.515,13,632.515,-1.69,0.82
632.533,11.15,632.533,-1,632.533,4.31,4.82
632.551,6.15,632.551,9,632.551,14.31,9.82
632.569,6.15,632.569,4,632.569,0.31,3.486666667
632.587,2.15,632.587,3,632.587,-1.69,1.153333333
632.605,-7.85,632.605,9,632.605,-13.69,-4.18
632.623,-3.85,632.623,17,632.623,-0.69,4.153333333
632.641,-2.85,632.641,7,632.641,22.31,8.82
632.659,-11.85,632.659,-5,632.659,-6.69,-7.846666667
632.677,19.15,632.677,2,632.677,-8.69,4.153333333
632.695,1.15,632.695,5,632.695,-13.69,-2.513333333
632.713,3.15,632.713,-4,632.713,-15.69,-5.513333333
632.731,18.15,632.731,6,632.731,-0.69,7.82
632.748,25.15,632.748,0,632.748,1.31,8.82
632.766,14.15,632.766,-9,632.766,1.31,2.153333333
632.784,18.15,632.784,5,632.784,29.31,17.48666667
632.802,25.15,632.802,14,632.802,23.31,20.82
632.82,21.15,632.82,24,632.82,31.31,25.48666667
632.838,-5.85,632.838,9,632.838,6.31,3.153333333
632.856,-4.85,632.856,4,632.856,7.31,2.153333333
632.874,11.15,632.874,10,632.874,2.31,7.82
632.892,2.15,632.892,-8,632.892,-5.69,-3.846666667
632.91,-11.85,632.91,-2,632.91,1.31,-4.18
632.928,4.15,632.928,6,632.928,-1.69,2.82
632.945,8.15,632.945,11,632.945,2.31,7.153333333
632.963,4.15,632.963,10,632.963,-0.69,4.486666667
632.981,7.15,632.981,-5,632.981,1.31,1.153333333
632.999,5.15,632.999,1,632.999,-10.69,-1.513333333
633.017,-3.85,633.017,-2,633.017,-4.69,-3.513333333
633.035,9.15,633.035,17,633.035,5.31,10.48666667
633.053,18.15,633.053,4,633.053,5.31,9.153333333
633.071,9.15,633.071,5,633.071,3.31,5.82
633.089,-0.85,633.089,0,633.089,8.31,2.486666667
633.106,2.15,633.106,2,633.106,5.31,3.153333333
633.124,12.15,633.124,16,633.124,21.31,16.48666667
633.142,6.15,633.142,18,633.142,10.31,11.48666667
633.16,21.15,633.16,17,633.16,25.31,21.15333333
633.178,-0.85,633.178,2,633.178,-0.69,0.1533333333
633.196,-2.85,633.196,31,633.196,6.31,11.48666667
633.214,9.15,633.214,29,633.214,4.31,14.15333333
633.231,2.15,633.231,22,633.231,11.31,11.82
633.249,-10.85,633.249,1,633.249,-4.69,-4.846666667
633.267,7.15,633.267,-7,633.267,8.31,2.82
633.285,25.15,633.285,-4,633.285,5.31,8.82
633.303,4.15,633.303,-14,633.303,-21.69,-10.51333333
633.321,13.15,633.321,-11,633.321,-14.69,-4.18
633.339,10.15,633.339,-6,633.339,0.31,1.486666667
633.356,11.15,633.356,14,633.356,1.31,8.82
633.374,19.15,633.374,17,633.374,16.31,17.48666667
633.392,8.15,633.392,3,633.392,2.31,4.486666667
633.41,-8.85,633.41,3,633.41,-7.69,-4.513333333
633.428,-6.85,633.428,21,633.428,10.31,8.153333333
633.446,-10.85,633.446,7,633.446,-3.69,-2.513333333
633.463,-12.85,633.463,-4,633.463,-20.69,-12.51333333
633.481,-1.85,633.481,-9,633.481,-12.69,-7.846666667
633.499,-4.85,633.499,-6,633.499,-8.69,-6.513333333
633.517,2.15,633.517,-10,633.517,13.31,1.82
633.535,4.15,633.535,-18,633.535,-9.69,-7.846666667
633.552,16.15,633.552,17,633.552,5.31,12.82
633.57,17.15,633.57,3,633.57,-17.69,0.82
633.588,-3.85,633.588,-7,633.588,-16.69,-9.18
633.606,-6.85,633.606,0,633.606,-14.69,-7.18
633.624,8.15,633.624,12,633.624,-10.69,3.153333333
633.641,11.15,633.641,4,633.641,-0.69,4.82
633.659,-8.85,633.659,-5,633.659,-6.69,-6.846666667
633.677,-14.85,633.677,-13,633.677,-25.69,-17.84666667
633.695,1.15,633.695,-10,633.695,-20.69,-9.846666667
633.713,8.15,633.713,21,633.713,2.31,10.48666667
633.73,23.15,633.73,14,633.73,17.31,18.15333333
633.748,-2.85,633.748,-13,633.748,-17.69,-11.18
633.766,-3.85,633.766,-3,633.766,-14.69,-7.18
633.784,-0.85,633.784,13,633.784,5.31,5.82
633.802,-1.85,633.802,11,633.802,6.31,5.153333333
633.819,-4.85,633.819,4,633.819,-6.69,-2.513333333
633.837,-7.85,633.837,-5,633.837,-10.69,-7.846666667
633.855,-24.85,633.855,-20,633.855,-29.69,-24.84666667
633.873,-26.85,633.873,-23,633.873,-38.69,-29.51333333
633.89,-11.85,633.89,-11,633.89,-24.69,-15.84666667
633.908,14.15,633.908,4,633.908,3.31,7.153333333
633.926,11.15,633.926,8,633.926,13.31,10.82
633.944,-3.85,633.944,7,633.944,9.31,4.153333333
633.961,-13.85,633.961,16,633.961,3.31,1.82
633.979,2.15,633.979,13,633.979,7.31,7.486666667
633.997,-16.85,633.997,-22,633.997,-22.69,-20.51333333
634.015,-3.85,634.015,7,634.015,6.31,3.153333333
634.032,12.15,634.032,15,634.032,23.31,16.82
634.05,7.15,634.05,12,634.05,8.31,9.153333333
634.068,-4.85,634.068,7,634.068,-15.69,-4.513333333
634.086,16.15,634.086,18,634.086,22.31,18.82
634.103,21.15,634.103,16,634.103,15.31,17.48666667
634.121,7.15,634.121,-5,634.121,24.31,8.82
634.139,21.15,634.139,8,634.139,26.31,18.48666667
634.157,17.15,634.157,9,634.157,10.31,12.15333333
634.174,6.15,634.174,3,634.174,2.31,3.82
634.192,-11.85,634.192,18,634.192,4.31,3.486666667
634.21,-4.85,634.21,14,634.21,12.31,7.153333333
634.227,11.15,634.227,12,634.227,16.31,13.15333333
634.245,2.15,634.245,3,634.245,-3.69,0.4866666667
634.263,-9.85,634.263,-9,634.263,21.31,0.82
634.281,4.15,634.281,0,634.281,17.31,7.153333333
634.298,-4.85,634.298,2,634.298,24.31,7.153333333
634.316,16.15,634.316,10,634.316,18.31,14.82
634.334,1.15,634.334,7,634.334,2.31,3.486666667
634.351,-7.85,634.351,-13,634.351,0.31,-6.846666667
634.369,-6.85,634.369,-8,634.369,-4.69,-6.513333333
634.387,17.15,634.387,-13,634.387,17.31,7.153333333
634.404,1.15,634.404,-7,634.404,16.31,3.486666667
634.422,-10.85,634.422,2,634.422,15.31,2.153333333
634.44,8.15,634.44,2,634.44,3.31,4.486666667
634.458,-13.85,634.458,-13,634.458,-6.69,-11.18
634.475,-0.85,634.475,3,634.475,12.31,4.82
634.493,28.15,634.493,18,634.493,12.31,19.48666667
634.511,8.15,634.511,-7,634.511,-13.69,-4.18
634.528,-4.85,634.528,-1,634.528,5.31,-0.18
634.546,8.15,634.546,-1,634.546,11.31,6.153333333
634.564,5.15,634.564,-10,634.564,6.31,0.4866666667
634.581,-21.85,634.581,-16,634.581,-4.69,-14.18
634.599,-8.85,634.599,3,634.599,-3.69,-3.18
634.617,3.15,634.617,-6,634.617,6.31,1.153333333
634.634,5.15,634.634,0,634.634,9.31,4.82
634.652,-11.85,634.652,-5,634.652,-1.69,-6.18
634.67,-5.85,634.67,0,634.67,-5.69,-3.846666667
634.687,6.15,634.687,12,634.687,1.31,6.486666667
634.705,1.15,634.705,4,634.705,13.31,6.153333333
634.723,0.15,634.723,5,634.723,-10.69,-1.846666667
634.74,5.15,634.74,11,634.74,24.31,13.48666667
634.758,-2.85,634.758,3,634.758,8.31,2.82
634.775,6.15,634.775,-4,634.775,-9.69,-2.513333333
634.793,10.15,634.793,-17,634.793,11.31,1.486666667
634.811,24.15,634.811,18,634.811,19.31,20.48666667
634.828,5.15,634.828,-1,634.828,9.31,4.486666667
634.846,-7.85,634.846,-5,634.846,-3.69,-5.513333333
634.864,7.15,634.864,-14,634.864,-5.69,-4.18
634.881,23.15,634.881,13,634.881,1.31,12.48666667
634.899,12.15,634.899,8,634.899,-1.69,6.153333333
634.917,2.15,634.917,3,634.917,5.31,3.486666667
634.934,9.15,634.934,2,634.934,-11.69,-0.18
634.952,5.15,634.952,20,634.952,-1.69,7.82
634.969,-0.85,634.969,-1,634.969,-6.69,-2.846666667
634.987,2.15,634.987,6,634.987,17.31,8.486666667
635.005,5.15,635.005,0,635.005,0.31,1.82
635.022,3.15,635.022,3,635.022,-7.69,-0.5133333333
635.04,0.15,635.04,0,635.04,3.31,1.153333333
635.057,2.15,635.057,7,635.057,-7.69,0.4866666667
635.075,-7.85,635.075,-8,635.075,-6.69,-7.513333333
635.093,-0.85,635.093,-8,635.093,14.31,1.82
635.11,19.15,635.11,7,635.11,11.31,12.48666667
635.128,10.15,635.128,2,635.128,2.31,4.82
635.145,0.15,635.145,5,635.145,1.31,2.153333333
635.163,11.15,635.163,23,635.163,10.31,14.82
635.181,20.15,635.181,4,635.181,3.31,9.153333333
635.198,17.15,635.198,10,635.198,11.31,12.82
635.216,3.15,635.216,7,635.216,-0.69,3.153333333
635.233,2.15,635.233,-2,635.233,6.31,2.153333333
635.251,2.15,635.251,1,635.251,8.31,3.82
635.268,-12.85,635.268,0,635.268,0.31,-4.18
635.286,-13.85,635.286,-2,635.286,0.31,-5.18
635.304,-10.85,635.304,1,635.304,-16.69,-8.846666667
635.321,-20.85,635.321,-7,635.321,-14.69,-14.18
635.339,-11.85,635.339,-18,635.339,-12.69,-14.18
635.356,-9.85,635.356,-6,635.356,-4.69,-6.846666667
635.374,3.15,635.374,9,635.374,6.31,6.153333333
635.391,-5.85,635.391,-5,635.391,4.31,-2.18
635.409,-3.85,635.409,0,635.409,-4.69,-2.846666667
635.426,-2.85,635.426,-1,635.426,3.31,-0.18
635.444,-2.85,635.444,3,635.444,-9.69,-3.18
635.462,-0.85,635.462,-13,635.462,-19.69,-11.18
635.479,4.15,635.479,0,635.479,-7.69,-1.18
635.497,12.15,635.497,10,635.497,4.31,8.82
635.514,10.15,635.514,10,635.514,3.31,7.82
635.532,12.15,635.532,5,635.532,4.31,7.153333333
635.549,-1.85,635.549,9,635.549,-3.69,1.153333333
635.567,-8.85,635.567,10,635.567,1.31,0.82
635.584,2.15,635.584,3,635.584,14.31,6.486666667
635.602,31.15,635.602,48,635.602,32.31,37.15333333
635.619,39.15,635.619,51,635.619,22.31,37.48666667
635.637,-8.85,635.637,-6,635.637,-5.69,-6.846666667
635.654,9.15,635.654,3,635.654,-12.69,-0.18
635.672,6.15,635.672,-15,635.672,-22.69,-10.51333333
635.689,-3.85,635.689,-3,635.689,-1.69,-2.846666667
635.707,-6.85,635.707,9,635.707,13.31,5.153333333
635.724,2.15,635.724,4,635.724,5.31,3.82
635.742,-10.85,635.742,-11,635.742,-15.69,-12.51333333
635.759,-13.85,635.759,-9,635.759,-10.69,-11.18
635.777,-11.85,635.777,-9,635.777,-3.69,-8.18
635.795,-4.85,635.795,5,635.795,1.31,0.4866666667
635.812,-4.85,635.812,9,635.812,3.31,2.486666667
635.829,-11.85,635.829,5,635.829,-5.69,-4.18
635.847,-15.85,635.847,-4,635.847,-11.69,-10.51333333
635.864,3.15,635.864,-1,635.864,21.31,7.82
635.882,4.15,635.882,18,635.882,17.31,13.15333333
635.899,3.15,635.899,17,635.899,14.31,11.48666667
635.917,-3.85,635.917,2,635.917,10.31,2.82
635.934,3.15,635.934,-5,635.934,-6.69,-2.846666667
635.952,10.15,635.952,-7,635.952,-4.69,-0.5133333333
635.969,-4.85,635.969,-6,635.969,-7.69,-6.18
635.987,4.15,635.987,-9,635.987,9.31,1.486666667
636.004,45.15,636.004,18,636.004,36.31,33.15333333
636.022,16.15,636.022,-2,636.022,13.31,9.153333333
636.039,-2.85,636.039,-6,636.039,-9.69,-6.18
636.057,19.15,636.057,25,636.057,12.31,18.82
636.074,14.15,636.074,-3,636.074,2.31,4.486666667
636.092,-0.85,636.092,-10,636.092,13.31,0.82
636.109,1.15,636.109,-16,636.109,-7.69,-7.513333333
636.127,7.15,636.127,-5,636.127,15.31,5.82
636.144,0.15,636.144,4,636.144,-3.69,0.1533333333
636.161,17.15,636.161,11,636.161,1.31,9.82
636.179,5.15,636.179,-17,636.179,-7.69,-6.513333333
636.196,0.15,636.196,-10,636.196,-9.69,-6.513333333
636.214,-1.85,636.214,-5,636.214,-7.69,-4.846666667
636.231,-5.85,636.231,-1,636.231,2.31,-1.513333333
636.249,-0.85,636.249,-7,636.249,-3.69,-3.846666667
636.266,-0.85,636.266,3,636.266,-10.69,-2.846666667
636.283,-9.85,636.283,6,636.283,18.31,4.82
636.301,-2.85,636.301,7,636.301,16.31,6.82
636.318,-11.85,636.318,10,636.318,-1.69,-1.18
636.336,2.15,636.336,6,636.336,-1.69,2.153333333
636.353,20.15,636.353,-1,636.353,5.31,8.153333333
636.371,-3.85,636.371,0,636.371,9.31,1.82
636.388,5.15,636.388,1,636.388,3.31,3.153333333
636.405,6.15,636.405,12,636.405,3.31,7.153333333
636.423,7.15,636.423,17,636.423,6.31,10.15333333
636.44,-1.85,636.44,5,636.44,6.31,3.153333333
636.458,-8.85,636.458,-9,636.458,-1.69,-6.513333333
636.475,-2.85,636.475,-9,636.475,-10.69,-7.513333333
636.492,-0.85,636.492,-12,636.492,-14.69,-9.18
636.51,-6.85,636.51,-11,636.51,-12.69,-10.18
636.527,1.15,636.527,-4,636.527,-2.69,-1.846666667
636.545,4.15,636.545,-5,636.545,0.31,-0.18
636.562,1.15,636.562,10,636.562,-7.69,1.153333333
636.579,-4.85,636.579,-5,636.579,-4.69,-4.846666667
636.597,-6.85,636.597,-20,636.597,-13.69,-13.51333333
636.614,3.15,636.614,-14,636.614,1.31,-3.18
636.632,0.15,636.632,-5,636.632,-1.69,-2.18
636.649,23.15,636.649,15,636.649,12.31,16.82
636.666,11.15,636.666,5,636.666,11.31,9.153333333
636.684,-9.85,636.684,-7,636.684,-6.69,-7.846666667
636.701,-7.85,636.701,-14,636.701,-20.69,-14.18
636.718,-22.85,636.718,1,636.718,-13.69,-11.84666667
636.736,-27.85,636.736,11,636.736,-21.69,-12.84666667
636.753,-11.85,636.753,7,636.753,13.31,2.82
636.771,11.15,636.771,-1,636.771,0.31,3.486666667
636.788,22.15,636.788,16,636.788,4.31,14.15333333
636.805,-1.85,636.805,-4,636.805,-2.69,-2.846666667
636.823,-12.85,636.823,-9,636.823,-22.69,-14.84666667
636.84,-12.85,636.84,-12,636.84,-21.69,-15.51333333
636.857,-14.85,636.857,-22,636.857,-19.69,-18.84666667
636.875,-8.85,636.875,-20,636.875,-20.69,-16.51333333
636.892,-4.85,636.892,-11,636.892,-15.69,-10.51333333
636.909,0.15,636.909,14,636.909,15.31,9.82
636.927,3.15,636.927,10,636.927,12.31,8.486666667
636.944,-3.85,636.944,-14,636.944,14.31,-1.18
636.961,-10.85,636.961,-11,636.961,-10.69,-10.84666667
636.979,-3.85,636.979,-12,636.979,-3.69,-6.513333333
636.996,-9.85,636.996,-4,636.996,11.31,-0.8466666667
637.013,0.15,637.013,-5,637.013,20.31,5.153333333
637.031,18.15,637.031,-3,637.031,1.31,5.486666667
637.048,-7.85,637.048,-21,637.048,-18.69,-15.84666667
637.065,3.15,637.065,-9,637.065,-9.69,-5.18
637.083,3.15,637.083,-5,637.083,-6.69,-2.846666667
637.1,-13.85,637.1,-6,637.1,-10.69,-10.18
637.117,-22.85,637.117,-3,637.117,-6.69,-10.84666667
637.135,-22.85,637.135,7,637.135,-1.69,-5.846666667
637.152,3.15,637.152,23,637.152,13.31,13.15333333
637.169,14.15,637.169,9,637.169,7.31,10.15333333
637.187,-0.85,637.187,-10,637.187,-14.69,-8.513333333
637.204,3.15,637.204,26,637.204,-2.69,8.82
637.221,-6.85,637.221,10,637.221,-0.69,0.82
637.238,-15.85,637.238,5,637.238,-1.69,-4.18
637.256,19.15,637.256,30,637.256,21.31,23.48666667
637.273,-1.85,637.273,-8,637.273,0.31,-3.18
637.29,4.15,637.29,-3,637.29,-14.69,-4.513333333
637.308,-5.85,637.308,-13,637.308,-6.69,-8.513333333
637.325,-1.85,637.325,-4,637.325,-3.69,-3.18
637.342,6.15,637.342,4,637.342,-4.69,1.82
637.359,23.15,637.359,32,637.359,9.31,21.48666667
637.377,36.15,637.377,36,637.377,17.31,29.82
637.394,57.15,637.394,54,637.394,53.31,54.82
637.411,7.15,637.411,-5,637.411,4.31,2.153333333
637.428,8.15,637.428,6,637.428,-5.69,2.82
637.446,1.15,637.446,-6,637.446,-6.69,-3.846666667
637.463,-0.85,637.463,-5,637.463,5.31,-0.18
637.48,18.15,637.48,25,637.48,16.31,19.82
637.498,7.15,637.498,3,637.498,-8.69,0.4866666667
637.515,-1.85,637.515,-7,637.515,-20.69,-9.846666667
637.532,1.15,637.532,15,637.532,8.31,8.153333333
637.549,-8.85,637.549,-11,637.549,-0.69,-6.846666667
637.567,1.15,637.567,-11,637.567,-7.69,-5.846666667
637.584,-2.85,637.584,4,637.584,0.31,0.4866666667
637.601,-3.85,637.601,-5,637.601,-10.69,-6.513333333
637.618,1.15,637.618,12,637.618,-3.69,3.153333333
637.636,18.15,637.636,5,637.636,-8.69,4.82
637.653,10.15,637.653,-3,637.653,-9.69,-0.8466666667
637.67,1.15,637.67,2,637.67,-1.69,0.4866666667
637.687,1.15,637.687,4,637.687,-3.69,0.4866666667
637.704,7.15,637.704,2,637.704,1.31,3.486666667
637.722,4.15,637.722,8,637.722,3.31,5.153333333
637.739,9.15,637.739,-3,637.739,12.31,6.153333333
637.756,12.15,637.756,11,637.756,11.31,11.48666667
637.773,9.15,637.773,7,637.773,1.31,5.82
637.791,-5.85,637.791,5,637.791,-0.69,-0.5133333333
637.808,11.15,637.808,2,637.808,-1.69,3.82
637.825,3.15,637.825,5,637.825,1.31,3.153333333
637.842,-1.85,637.842,1,637.842,-5.69,-2.18
637.859,-3.85,637.859,2,637.859,-4.69,-2.18
637.877,-3.85,637.877,3,637.877,0.31,-0.18
637.894,7.15,637.894,12,637.894,14.31,11.15333333
637.911,1.15,637.911,4,637.911,21.31,8.82
637.928,3.15,637.928,-2,637.928,4.31,1.82
637.945,13.15,637.945,1,637.945,13.31,9.153333333
637.963,-2.85,637.963,12,637.963,9.31,6.153333333
637.98,-6.85,637.98,6,637.98,3.31,0.82
637.997,1.15,637.997,-20,637.997,-3.69,-7.513333333
638.014,-19.85,638.014,-22,638.014,-6.69,-16.18
638.031,-9.85,638.031,-8,638.031,-11.69,-9.846666667
638.049,-5.85,638.049,3,638.049,-9.69,-4.18
638.066,-15.85,638.066,-11,638.066,-20.69,-15.84666667
638.083,-7.85,638.083,0,638.083,2.31,-1.846666667
638.1,-10.85,638.1,-13,638.1,-1.69,-8.513333333
638.117,-12.85,638.117,2,638.117,-7.69,-6.18
638.134,-26.85,638.134,3,638.134,-8.69,-10.84666667
638.152,6.15,638.152,-3,638.152,-11.69,-2.846666667
