H spec 1 wave,H spec 1 intensity,H spec 2 wave,H spec 2 intensity,H spec 3 wave,H spec 3 intensity,H average intensity
638.169,-10.85,638.169,-22,638.169,-18.69,-17.18
638.186,-2.85,638.186,-2,638.186,-5.69,-3.513333333
638.203,-0.85,638.203,-4,638.203,-9.69,-4.846666667
638.22,-24.85,638.22,-15,638.22,-9.69,-16.51333333
638.237,-18.85,638.237,-24,638.237,-9.69,-17.51333333
638.255,-21.85,638.255,-10,638.255,-21.69,-17.84666667
638.272,-7.85,638.272,-15,638.272,-8.69,-10.51333333
638.289,0.15,638.289,-31,638.289,-7.69,-12.84666667
638.306,0.15,638.306,-11,638.306,-13.69,-8.18
638.323,5.15,638.323,11,638.323,-16.69,-0.18
638.34,-2.85,638.34,14,638.34,-5.69,1.82
638.357,18.15,638.357,7,638.357,19.31,14.82
638.374,20.15,638.374,10,638.374,10.31,13.48666667
638.392,-1.85,638.392,-9,638.392,-5.69,-5.513333333
638.409,-5.85,638.409,-18,638.409,-15.69,-13.18
638.426,4.15,638.426,-7,638.426,-6.69,-3.18
638.443,-8.85,638.443,-12,638.443,1.31,-6.513333333
638.46,6.15,638.46,-2,638.46,-11.69,-2.513333333
638.477,12.15,638.477,-2,638.477,8.31,6.153333333
638.494,37.15,638.494,18,638.494,11.31,22.15333333
638.511,6.15,638.511,16,638.511,2.31,8.153333333
638.529,18.15,638.529,14,638.529,-14.69,5.82
638.546,-19.85,638.546,-17,638.546,-26.69,-21.18
638.563,-7.85,638.563,-9,638.563,-10.69,-9.18
638.58,6.15,638.58,23,638.58,-1.69,9.153333333
638.597,13.15,638.597,-1,638.597,2.31,4.82
638.614,-8.85,638.614,-8,638.614,-7.69,-8.18
638.631,1.15,638.631,-2,638.631,-6.69,-2.513333333
638.648,-5.85,638.648,-12,638.648,6.31,-3.846666667
638.665,2.15,638.665,-10,638.665,-3.69,-3.846666667
638.682,-12.85,638.682,-7,638.682,-5.69,-8.513333333
638.7,-1.85,638.7,-3,638.7,8.31,1.153333333
638.717,17.15,638.717,16,638.717,13.31,15.48666667
638.734,21.15,638.734,10,638.734,-2.69,9.486666667
638.751,-0.85,638.751,6,638.751,2.31,2.486666667
638.768,-2.85,638.768,12,638.768,6.31,5.153333333
638.785,-2.85,638.785,5,638.785,20.31,7.486666667
638.802,-7.85,638.802,-2,638.802,-9.69,-6.513333333
638.819,-9.85,638.819,11,638.819,-5.69,-1.513333333
638.836,-12.85,638.836,17,638.836,4.31,2.82
638.853,3.15,638.853,16,638.853,15.31,11.48666667
638.87,9.15,638.87,-2,638.87,-0.69,2.153333333
638.887,-10.85,638.887,-12,638.887,-26.69,-16.51333333
638.904,-7.85,638.904,-11,638.904,-8.69,-9.18
638.921,15.15,638.921,8,638.921,10.31,11.15333333
638.939,31.15,638.939,13,638.939,8.31,17.48666667
638.956,27.15,638.956,16,638.956,8.31,17.15333333
638.973,9.15,638.973,4,638.973,-1.69,3.82
638.99,3.15,638.99,9,638.99,11.31,7.82
639.007,23.15,639.007,13,639.007,4.31,13.48666667
639.024,4.15,639.024,3,639.024,1.31,2.82
639.041,9.15,639.041,4,639.041,3.31,5.486666667
639.058,14.15,639.058,11,639.058,7.31,10.82
639.075,19.15,639.075,8,639.075,19.31,15.48666667
639.092,17.15,639.092,6,639.092,16.31,13.15333333
639.109,-6.85,639.109,-14,639.109,-15.69,-12.18
639.126,-17.85,639.126,-1,639.126,-19.69,-12.84666667
639.143,-7.85,639.143,-3,639.143,-7.69,-6.18
639.16,8.15,639.16,-1,639.16,2.31,3.153333333
639.177,18.15,639.177,10,639.177,20.31,16.15333333
639.194,20.15,639.194,25,639.194,16.31,20.48666667
639.211,26.15,639.211,26,639.211,14.31,22.15333333
639.228,21.15,639.228,14,639.228,14.31,16.48666667
639.245,-12.85,639.245,0,639.245,-0.69,-4.513333333
639.262,-16.85,639.262,0,639.262,-17.69,-11.51333333
639.279,-4.85,639.279,-7,639.279,-2.69,-4.846666667
639.296,9.15,639.296,6,639.296,-6.69,2.82
639.313,32.15,639.313,15,639.313,22.31,23.15333333
639.33,7.15,639.33,-8,639.33,1.31,0.1533333333
639.347,7.15,639.347,-1,639.347,-3.69,0.82
639.364,8.15,639.364,-4,639.364,4.31,2.82
639.381,5.15,639.381,0,639.381,-4.69,0.1533333333
639.398,-4.85,639.398,0,639.398,4.31,-0.18
639.415,7.15,639.415,14,639.415,16.31,12.48666667
639.432,4.15,639.432,17,639.432,14.31,11.82
639.449,-0.85,639.449,1,639.449,-14.69,-4.846666667
639.466,-1.85,639.466,8,639.466,-2.69,1.153333333
639.483,2.15,639.483,22,639.483,5.31,9.82
639.5,13.15,639.5,11,639.5,13.31,12.48666667
639.517,1.15,639.517,3,639.517,-8.69,-1.513333333
639.534,-14.85,639.534,-13,639.534,-3.69,-10.51333333
639.551,-18.85,639.551,-9,639.551,-8.69,-12.18
639.568,-21.85,639.568,-18,639.568,-19.69,-19.84666667
639.585,-15.85,639.585,-17,639.585,-2.69,-11.84666667
639.602,-5.85,639.602,-14,639.602,6.31,-4.513333333
639.619,8.15,639.619,-9,639.619,-9.69,-3.513333333
639.636,4.15,639.636,1,639.636,2.31,2.486666667
639.653,17.15,639.653,16,639.653,10.31,14.48666667
639.669,1.15,639.669,-7,639.669,-14.69,-6.846666667
639.686,-9.85,639.686,-1,639.686,4.31,-2.18
639.703,-0.85,639.703,7,639.703,7.31,4.486666667
639.72,16.15,639.72,-2,639.72,-3.69,3.486666667
639.737,3.15,639.737,-2,639.737,2.31,1.153333333
639.754,11.15,639.754,10,639.754,26.31,15.82
639.771,34.15,639.771,6,639.771,19.31,19.82
639.788,28.15,639.788,23,639.788,40.31,30.48666667
639.805,12.15,639.805,30,639.805,26.31,22.82
639.822,-13.85,639.822,-1,639.822,11.31,-1.18
639.839,-6.85,639.839,-8,639.839,4.31,-3.513333333
639.856,8.15,639.856,8,639.856,15.31,10.48666667
639.873,-3.85,639.873,14,639.873,2.31,4.153333333
639.89,-3.85,639.89,21,639.89,3.31,6.82
639.906,-13.85,639.906,-11,639.906,-14.69,-13.18
639.923,5.15,639.923,-1,639.923,-11.69,-2.513333333
639.94,-7.85,639.94,5,639.94,-5.69,-2.846666667
639.957,-7.85,639.957,12,639.957,-7.69,-1.18
639.974,-10.85,639.974,6,639.974,-1.69,-2.18
639.991,-1.85,639.991,5,639.991,0.31,1.153333333
640.008,0.15,640.008,11,640.008,-8.69,0.82
640.025,12.15,640.025,9,640.025,10.31,10.48666667
640.042,-6.85,640.042,-9,640.042,14.31,-0.5133333333
640.059,-3.85,640.059,3,640.059,1.31,0.1533333333
640.075,7.15,640.075,19,640.075,-17.69,2.82
640.092,16.15,640.092,4,640.092,-8.69,3.82
640.109,0.15,640.109,8,640.109,5.31,4.486666667
640.126,18.15,640.126,6,640.126,2.31,8.82
640.143,-4.85,640.143,-2,640.143,-1.69,-2.846666667
640.16,8.15,640.16,-9,640.16,-4.69,-1.846666667
640.177,-2.85,640.177,-5,640.177,-1.69,-3.18
640.194,-8.85,640.194,5,640.194,-4.69,-2.846666667
640.21,-0.85,640.21,6,640.21,4.31,3.153333333
640.227,-4.85,640.227,9,640.227,8.31,4.153333333
640.244,-0.85,640.244,10,640.244,8.31,5.82
640.261,10.15,640.261,19,640.261,11.31,13.48666667
640.278,14.15,640.278,14,640.278,7.31,11.82
640.295,8.15,640.295,-3,640.295,2.31,2.486666667
640.312,-7.85,640.312,-24,640.312,-10.69,-14.18
640.328,-8.85,640.328,-6,640.328,-3.69,-6.18
640.345,8.15,640.345,15,640.345,1.31,8.153333333
640.362,-4.85,640.362,-1,640.362,-0.69,-2.18
640.379,7.15,640.379,-5,640.379,-10.69,-2.846666667
640.396,36.15,640.396,25,640.396,5.31,22.15333333
640.413,22.15,640.413,23,640.413,16.31,20.48666667
640.43,-8.85,640.43,-1,640.43,-3.69,-4.513333333
640.446,-17.85,640.446,-10,640.446,-25.69,-17.84666667
640.463,0.15,640.463,7,640.463,-6.69,0.1533333333
640.48,-4.85,640.48,9,640.48,-7.69,-1.18
640.497,-13.85,640.497,-14,640.497,-18.69,-15.51333333
640.514,-22.85,640.514,2,640.514,-5.69,-8.846666667
640.531,-1.85,640.531,16,640.531,0.31,4.82
640.547,4.15,640.547,1,640.547,3.31,2.82
640.564,-2.85,640.564,8,640.564,6.31,3.82
640.581,14.15,640.581,6,640.581,6.31,8.82
640.598,14.15,640.598,13,640.598,18.31,15.15333333
640.615,-7.85,640.615,-13,640.615,8.31,-4.18
640.631,-0.85,640.631,-21,640.631,0.31,-7.18
640.648,-8.85,640.648,-17,640.648,-2.69,-9.513333333
640.665,-8.85,640.665,-17,640.665,2.31,-7.846666667
640.682,-3.85,640.682,5,640.682,3.31,1.486666667
640.699,-8.85,640.699,-7,640.699,-14.69,-10.18
640.715,0.15,640.715,7,640.715,-3.69,1.153333333
640.732,1.15,640.732,0,640.732,6.31,2.486666667
640.749,1.15,640.749,-4,640.749,-7.69,-3.513333333
640.766,10.15,640.766,-2,640.766,3.31,3.82
640.783,19.15,640.783,11,640.783,-11.69,6.153333333
640.799,20.15,640.799,-1,640.799,3.31,7.486666667
640.816,11.15,640.816,3,640.816,18.31,10.82
640.833,11.15,640.833,9,640.833,11.31,10.48666667
640.85,7.15,640.85,7,640.85,7.31,7.153333333
640.866,7.15,640.866,9,640.866,1.31,5.82
640.883,27.15,640.883,16,640.883,18.31,20.48666667
640.9,14.15,640.9,3,640.9,-4.69,4.153333333
640.917,-15.85,640.917,-10,640.917,-4.69,-10.18
640.933,-1.85,640.933,-8,640.933,-11.69,-7.18
640.95,7.15,640.95,-4,640.95,6.31,3.153333333
640.967,7.15,640.967,-1,640.967,-7.69,-0.5133333333
640.984,-0.85,640.984,7,640.984,1.31,2.486666667
641.001,-20.85,641.001,-5,641.001,-7.69,-11.18
641.017,-3.85,641.017,11,641.017,-9.69,-0.8466666667
641.034,-7.85,641.034,3,641.034,-20.69,-8.513333333
641.051,-4.85,641.051,-1,641.051,1.31,-1.513333333
641.068,5.15,641.068,-4,641.068,-0.69,0.1533333333
641.084,16.15,641.084,8,641.084,13.31,12.48666667
641.101,24.15,641.101,5,641.101,12.31,13.82
641.118,18.15,641.118,5,641.118,10.31,11.15333333
641.134,-7.85,641.134,13,641.134,-7.69,-0.8466666667
641.151,-5.85,641.151,8,641.151,-7.69,-1.846666667
641.168,8.15,641.168,5,641.168,-3.69,3.153333333
641.185,-9.85,641.185,3,641.185,-17.69,-8.18
641.201,18.15,641.201,23,641.201,9.31,16.82
641.218,16.15,641.218,13,641.218,5.31,11.48666667
641.235,10.15,641.235,1,641.235,-9.69,0.4866666667
641.252,-1.85,641.252,0,641.252,1.31,-0.18
641.268,18.15,641.268,15,641.268,16.31,16.48666667
641.285,-0.85,641.285,-7,641.285,7.31,-0.18
641.302,1.15,641.302,13,641.302,5.31,6.486666667
641.318,5.15,641.318,8,641.318,-7.69,1.82
641.335,8.15,641.335,0,641.335,-4.69,1.153333333
641.352,0.15,641.352,1,641.352,-14.69,-4.513333333
641.368,4.15,641.368,6,641.368,18.31,9.486666667
641.385,0.15,641.385,16,641.385,6.31,7.486666667
641.402,4.15,641.402,2,641.402,7.31,4.486666667
641.419,5.15,641.419,10,641.419,-4.69,3.486666667
641.435,22.15,641.435,8,641.435,6.31,12.15333333
641.452,29.15,641.452,10,641.452,33.31,24.15333333
641.469,7.15,641.469,-4,641.469,16.31,6.486666667
641.485,-4.85,641.485,-15,641.485,1.31,-6.18
641.502,-0.85,641.502,2,641.502,6.31,2.486666667
641.519,-1.85,641.519,7,641.519,9.31,4.82
641.535,0.15,641.535,2,641.535,5.31,2.486666667
641.552,16.15,641.552,4,641.552,6.31,8.82
641.569,16.15,641.569,10,641.569,12.31,12.82
641.585,9.15,641.585,-6,641.585,-1.69,0.4866666667
641.602,2.15,641.602,-4,641.602,-7.69,-3.18
641.619,6.15,641.619,5,641.619,2.31,4.486666667
641.635,-8.85,641.635,-5,641.635,-8.69,-7.513333333
641.652,-15.85,641.652,1,641.652,-11.69,-8.846666667
641.669,-2.85,641.669,-1,641.669,1.31,-0.8466666667
641.685,10.15,641.685,7,641.685,14.31,10.48666667
641.702,7.15,641.702,26,641.702,7.31,13.48666667
641.719,23.15,641.719,29,641.719,11.31,21.15333333
641.735,28.15,641.735,19,641.735,8.31,18.48666667
641.752,-1.85,641.752,-13,641.752,12.31,-0.8466666667
641.769,-2.85,641.769,-2,641.769,11.31,2.153333333
641.785,-4.85,641.785,-9,641.785,4.31,-3.18
641.802,-3.85,641.802,-20,641.802,-0.69,-8.18
641.818,4.15,641.818,12,641.818,11.31,9.153333333
641.835,16.15,641.835,17,641.835,14.31,15.82
641.852,23.15,641.852,18,641.852,8.31,16.48666667
641.868,32.15,641.868,19,641.868,15.31,22.15333333
641.885,6.15,641.885,2,641.885,-4.69,1.153333333
641.902,-5.85,641.902,-12,641.902,-0.69,-6.18
641.918,-13.85,641.918,-6,641.918,-6.69,-8.846666667
641.935,8.15,641.935,10,641.935,2.31,6.82
641.951,1.15,641.951,-3,641.951,-4.69,-2.18
641.968,-17.85,641.968,-9,641.968,-17.69,-14.84666667
641.985,-4.85,641.985,-15,641.985,-13.69,-11.18
642.001,2.15,642.001,-7,642.001,5.31,0.1533333333
642.018,12.15,642.018,10,642.018,13.31,11.82
642.034,7.15,642.034,14,642.034,4.31,8.486666667
642.051,-3.85,642.051,5,642.051,12.31,4.486666667
642.068,-8.85,642.068,7,642.068,-0.69,-0.8466666667
642.084,-6.85,642.084,10,642.084,4.31,2.486666667
642.101,7.15,642.101,4,642.101,12.31,7.82
642.117,10.15,642.117,11,642.117,0.31,7.153333333
642.134,3.15,642.134,10,642.134,-6.69,2.153333333
642.151,-3.85,642.151,-4,642.151,-9.69,-5.846666667
642.167,-1.85,642.167,-1,642.167,-18.69,-7.18
642.184,-0.85,642.184,1,642.184,-6.69,-2.18
642.2,18.15,642.2,0,642.2,13.31,10.48666667
642.217,28.15,642.217,14,642.217,9.31,17.15333333
642.233,24.15,642.233,32,642.233,5.31,20.48666667
642.25,20.15,642.25,11,642.25,20.31,17.15333333
642.267,8.15,642.267,18,642.267,19.31,15.15333333
642.283,10.15,642.283,14,642.283,5.31,9.82
642.3,11.15,642.3,-4,642.3,-11.69,-1.513333333
642.316,-1.85,642.316,-13,642.316,-17.69,-10.84666667
642.333,4.15,642.333,-5,642.333,-11.69,-4.18
642.349,-5.85,642.349,-9,642.349,-15.69,-10.18
642.366,-26.85,642.366,-10,642.366,-17.69,-18.18
642.382,-6.85,642.382,-11,642.382,-15.69,-11.18
642.399,-0.85,642.399,13,642.399,9.31,7.153333333
642.416,29.15,642.416,15,642.416,7.31,17.15333333
642.432,19.15,642.432,-5,642.432,-1.69,4.153333333
642.449,6.15,642.449,-16,642.449,-32.69,-14.18
642.465,4.15,642.465,1,642.465,-6.69,-0.5133333333
642.482,7.15,642.482,7,642.482,13.31,9.153333333
642.498,8.15,642.498,-4,642.498,7.31,3.82
642.515,7.15,642.515,-3,642.515,2.31,2.153333333
642.531,0.15,642.531,3,642.531,-1.69,0.4866666667
642.548,-5.85,642.548,-3,642.548,2.31,-2.18
642.564,17.15,642.564,-5,642.564,8.31,6.82
642.581,12.15,642.581,-8,642.581,-2.69,0.4866666667
642.597,0.15,642.597,1,642.597,0.31,0.4866666667
642.614,3.15,642.614,9,642.614,16.31,9.486666667
642.63,4.15,642.63,9,642.63,6.31,6.486666667
642.647,23.15,642.647,24,642.647,20.31,22.48666667
642.663,23.15,642.663,38,642.663,32.31,31.15333333
642.68,0.15,642.68,-6,642.68,3.31,-0.8466666667
642.696,6.15,642.696,-5,642.696,-2.69,-0.5133333333
642.713,-4.85,642.713,-3,642.713,-3.69,-3.846666667
642.729,3.15,642.729,16,642.729,0.31,6.486666667
642.746,5.15,642.746,20,642.746,0.31,8.486666667
642.762,-5.85,642.762,-2,642.762,-2.69,-3.513333333
642.779,4.15,642.779,4,642.779,0.31,2.82
642.795,-3.85,642.795,4,642.795,-14.69,-4.846666667
642.812,-23.85,642.812,0,642.812,-3.69,-9.18
642.828,-17.85,642.828,-8,642.828,-11.69,-12.51333333
642.845,5.15,642.845,-5,642.845,-8.69,-2.846666667
642.861,-0.85,642.861,-12,642.861,-7.69,-6.846666667
642.878,-22.85,642.878,-6,642.878,-13.69,-14.18
642.894,-4.85,642.894,14,642.894,15.31,8.153333333
642.911,27.15,642.911,33,642.911,46.31,35.48666667
642.927,-11.85,642.927,-12,642.927,6.31,-5.846666667
642.944,-6.85,642.944,-7,642.944,-5.69,-6.513333333
642.96,15.15,642.96,18,642.96,0.31,11.15333333
642.977,6.15,642.977,-14,642.977,-16.69,-8.18
642.993,5.15,642.993,-2,642.993,-6.69,-1.18
643.01,-0.85,643.01,-11,643.01,2.31,-3.18
643.026,-0.85,643.026,-13,643.026,-10.69,-8.18
643.042,2.15,643.042,-7,643.042,-7.69,-4.18
643.059,-3.85,643.059,8,643.059,19.31,7.82
643.075,-7.85,643.075,-4,643.075,-5.69,-5.846666667
643.092,-11.85,643.092,-9,643.092,-11.69,-10.84666667
643.108,-14.85,643.108,-28,643.108,-17.69,-20.18
643.125,-16.85,643.125,-20,643.125,-22.69,-19.84666667
643.141,0.15,643.141,13,643.141,-18.69,-1.846666667
643.158,9.15,643.158,9,643.158,-5.69,4.153333333
643.174,-2.85,643.174,16,643.174,7.31,6.82
643.19,30.15,643.19,25,643.19,13.31,22.82
643.207,27.15,643.207,11,643.207,17.31,18.48666667
643.223,3.15,643.223,-12,643.223,0.31,-2.846666667
643.24,13.15,643.24,8,643.24,9.31,10.15333333
643.256,4.15,643.256,-8,643.256,-3.69,-2.513333333
643.272,7.15,643.272,-15,643.272,-15.69,-7.846666667
643.289,0.15,643.289,1,643.289,0.31,0.4866666667
643.305,7.15,643.305,13,643.305,5.31,8.486666667
643.322,7.15,643.322,10,643.322,-0.69,5.486666667
643.338,-9.85,643.338,2,643.338,6.31,-0.5133333333
643.355,13.15,643.355,5,643.355,15.31,11.15333333
643.371,12.15,643.371,8,643.371,17.31,12.48666667
643.387,18.15,643.387,14,643.387,-9.69,7.486666667
643.404,1.15,643.404,-5,643.404,-19.69,-7.846666667
643.42,-2.85,643.42,-1,643.42,-9.69,-4.513333333
643.437,10.15,643.437,13,643.437,4.31,9.153333333
643.453,19.15,643.453,31,643.453,19.31,23.15333333
643.469,3.15,643.469,2,643.469,15.31,6.82
643.486,13.15,643.486,-15,643.486,-0.69,-0.8466666667
643.502,24.15,643.502,2,643.502,11.31,12.48666667
643.518,14.15,643.518,16,643.518,8.31,12.82
643.535,-5.85,643.535,11,643.535,5.31,3.486666667
643.551,12.15,643.551,10,643.551,18.31,13.48666667
643.568,-1.85,643.568,-1,643.568,-4.69,-2.513333333
643.584,3.15,643.584,-5,643.584,-5.69,-2.513333333
643.6,0.15,643.6,-16,643.6,-11.69,-9.18
643.617,10.15,643.617,-1,643.617,0.31,3.153333333
643.633,10.15,643.633,8,643.633,-3.69,4.82
643.649,6.15,643.649,2,643.649,5.31,4.486666667
643.666,9.15,643.666,-5,643.666,10.31,4.82
643.682,0.15,643.682,10,643.682,-0.69,3.153333333
643.698,-0.85,643.698,5,643.698,0.31,1.486666667
643.715,-5.85,643.715,-6,643.715,1.31,-3.513333333
643.731,-1.85,643.731,3,643.731,14.31,5.153333333
643.748,-1.85,643.748,-13,643.748,-4.69,-6.513333333
643.764,8.15,643.764,4,643.764,-11.69,0.1533333333
643.78,3.15,643.78,-5,643.78,-17.69,-6.513333333
643.797,-4.85,643.797,4,643.797,1.31,0.1533333333
643.813,1.15,643.813,7,643.813,4.31,4.153333333
643.829,7.15,643.829,2,643.829,8.31,5.82
643.846,-5.85,643.846,-2,643.846,-11.69,-6.513333333
643.862,7.15,643.862,19,643.862,14.31,13.48666667
643.878,13.15,643.878,25,643.878,5.31,14.48666667
643.895,16.15,643.895,9,643.895,8.31,11.15333333
643.911,15.15,643.911,14,643.911,8.31,12.48666667
643.927,4.15,643.927,4,643.927,3.31,3.82
643.943,9.15,643.943,12,643.943,-0.69,6.82
643.96,-7.85,643.96,10,643.96,-13.69,-3.846666667
643.976,-1.85,643.976,-12,643.976,-4.69,-6.18
643.992,14.15,643.992,-1,643.992,6.31,6.486666667
644.009,17.15,644.009,10,644.009,3.31,10.15333333
644.025,-4.85,644.025,-3,644.025,3.31,-1.513333333
644.041,3.15,644.041,4,644.041,0.31,2.486666667
644.058,12.15,644.058,4,644.058,9.31,8.486666667
644.074,8.15,644.074,13,644.074,6.31,9.153333333
644.09,7.15,644.09,14,644.09,0.31,7.153333333
644.106,6.15,644.106,11,644.106,-5.69,3.82
644.123,10.15,644.123,9,644.123,-18.69,0.1533333333
644.139,1.15,644.139,2,644.139,-6.69,-1.18
644.155,-1.85,644.155,-15,644.155,-3.69,-6.846666667
644.172,0.15,644.172,-17,644.172,1.31,-5.18
644.188,1.15,644.188,12,644.188,11.31,8.153333333
644.204,5.15,644.204,6,644.204,19.31,10.15333333
644.22,6.15,644.22,9,644.22,-2.69,4.153333333
644.237,15.15,644.237,10,644.237,9.31,11.48666667
644.253,2.15,644.253,0,644.253,-16.69,-4.846666667
644.269,-7.85,644.269,2,644.269,-9.69,-5.18
644.286,-4.85,644.286,11,644.286,-5.69,0.1533333333
644.302,-8.85,644.302,8,644.302,10.31,3.153333333
644.318,10.15,644.318,13,644.318,13.31,12.15333333
644.334,12.15,644.334,26,644.334,1.31,13.15333333
644.351,11.15,644.351,29,644.351,11.31,17.15333333
644.367,2.15,644.367,-5,644.367,12.31,3.153333333
644.383,3.15,644.383,9,644.383,8.31,6.82
644.399,2.15,644.399,11,644.399,1.31,4.82
644.416,7.15,644.416,5,644.416,-2.69,3.153333333
644.432,-0.85,644.432,1,644.432,-3.69,-1.18
644.448,-19.85,644.448,-11,644.448,-12.69,-14.51333333
644.464,-24.85,644.464,-8,644.464,-10.69,-14.51333333
644.481,-17.85,644.481,9,644.481,-9.69,-6.18
644.497,-3.85,644.497,14,644.497,-23.69,-4.513333333
644.513,2.15,644.513,16,644.513,-13.69,1.486666667
644.529,4.15,644.529,-3,644.529,-11.69,-3.513333333
644.545,18.15,644.545,11,644.545,9.31,12.82
644.562,6.15,644.562,1,644.562,4.31,3.82
644.578,6.15,644.578,1,644.578,1.31,2.82
644.594,1.15,644.594,18,644.594,3.31,7.486666667
644.61,-0.85,644.61,3,644.61,-7.69,-1.846666667
644.627,-6.85,644.627,4,644.627,-10.69,-4.513333333
644.643,-3.85,644.643,-7,644.643,-3.69,-4.846666667
644.659,-21.85,644.659,-1,644.659,-21.69,-14.84666667
644.675,-17.85,644.675,-3,644.675,-29.69,-16.84666667
644.691,-7.85,644.691,0,644.691,-14.69,-7.513333333
644.708,-19.85,644.708,13,644.708,-4.69,-3.846666667
644.724,-7.85,644.724,4,644.724,-3.69,-2.513333333
644.74,-0.85,644.74,-12,644.74,-9.69,-7.513333333
644.756,6.15,644.756,0,644.756,-1.69,1.486666667
644.772,4.15,644.772,12,644.772,9.31,8.486666667
644.789,26.15,644.789,10,644.789,-3.69,10.82
644.805,19.15,644.805,0,644.805,-7.69,3.82
644.821,-13.85,644.821,2,644.821,-15.69,-9.18
644.837,3.15,644.837,-7,644.837,-10.69,-4.846666667
644.853,-4.85,644.853,-1,644.853,-5.69,-3.846666667
644.869,5.15,644.869,0,644.869,3.31,2.82
644.886,-0.85,644.886,20,644.886,-1.69,5.82
644.902,5.15,644.902,7,644.902,-1.69,3.486666667
644.918,14.15,644.918,14,644.918,4.31,10.82
644.934,-2.85,644.934,8,644.934,1.31,2.153333333
644.95,1.15,644.95,13,644.95,5.31,6.486666667
644.966,-1.85,644.966,-9,644.966,-0.69,-3.846666667
644.983,-4.85,644.983,-9,644.983,0.31,-4.513333333
644.999,-5.85,644.999,5,644.999,5.31,1.486666667
645.015,-5.85,645.015,6,645.015,3.31,1.153333333
645.031,-2.85,645.031,-2,645.031,24.31,6.486666667
645.047,-11.85,645.047,-1,645.047,1.31,-3.846666667
645.063,8.15,645.063,3,645.063,5.31,5.486666667
645.079,26.15,645.079,37,645.079,38.31,33.82
645.096,86.15,645.096,79,645.096,77.31,80.82
645.112,15.15,645.112,17,645.112,6.31,12.82
645.128,8.15,645.128,5,645.128,9.31,7.486666667
645.144,-6.85,645.144,-1,645.144,-8.69,-5.513333333
645.16,11.15,645.16,2,645.16,3.31,5.486666667
645.176,0.15,645.176,-2,645.176,1.31,-0.18
645.192,-2.85,645.192,-6,645.192,-2.69,-3.846666667
645.209,5.15,645.209,14,645.209,0.31,6.486666667
645.225,2.15,645.225,-4,645.225,4.31,0.82
645.241,4.15,645.241,8,645.241,21.31,11.15333333
645.257,-0.85,645.257,41,645.257,23.31,21.15333333
645.273,15.15,645.273,11,645.273,9.31,11.82
645.289,7.15,645.289,15,645.289,8.31,10.15333333
645.305,-10.85,645.305,1,645.305,-13.69,-7.846666667
645.321,-6.85,645.321,2,645.321,-9.69,-4.846666667
645.337,4.15,645.337,-6,645.337,-4.69,-2.18
645.354,3.15,645.354,4,645.354,12.31,6.486666667
645.37,-1.85,645.37,7,645.37,6.31,3.82
645.386,-7.85,645.386,-1,645.386,5.31,-1.18
645.402,-3.85,645.402,-7,645.402,-6.69,-5.846666667
645.418,-5.85,645.418,-17,645.418,-15.69,-12.84666667
645.434,-8.85,645.434,-8,645.434,-15.69,-10.84666667
645.45,3.15,645.45,3,645.45,7.31,4.486666667
645.466,-0.85,645.466,7,645.466,5.31,3.82
645.482,-19.85,645.482,-2,645.482,-2.69,-8.18
645.498,-17.85,645.498,-2,645.498,1.31,-6.18
645.514,-24.85,645.514,-5,645.514,-8.69,-12.84666667
645.531,-12.85,645.531,-1,645.531,-0.69,-4.846666667
645.547,-12.85,645.547,0,645.547,3.31,-3.18
645.563,-3.85,645.563,9,645.563,7.31,4.153333333
645.579,-12.85,645.579,-6,645.579,1.31,-5.846666667
645.595,-7.85,645.595,-9,645.595,0.31,-5.513333333
645.611,0.15,645.611,-6,645.611,-11.69,-5.846666667
645.627,20.15,645.627,8,645.627,12.31,13.48666667
645.643,25.15,645.643,-2,645.643,7.31,10.15333333
645.659,6.15,645.659,14,645.659,6.31,8.82
645.675,-1.85,645.675,4,645.675,6.31,2.82
645.691,-13.85,645.691,-17,645.691,-3.69,-11.51333333
645.707,-7.85,645.707,-11,645.707,-5.69,-8.18
645.723,-2.85,645.723,-21,645.723,-29.69,-17.84666667
645.739,8.15,645.739,5,645.739,0.31,4.486666667
645.755,12.15,645.755,-12,645.755,-4.69,-1.513333333
645.771,3.15,645.771,-12,645.771,-22.69,-10.51333333
645.787,2.15,645.787,8,645.787,-8.69,0.4866666667
645.803,11.15,645.803,18,645.803,12.31,13.82
645.819,6.15,645.819,14,645.819,7.31,9.153333333
645.835,-4.85,645.835,-5,645.835,-11.69,-7.18
645.852,29.15,645.852,23,645.852,16.31,22.82
645.868,15.15,645.868,9,645.868,4.31,9.486666667
645.884,-13.85,645.884,-1,645.884,-1.69,-5.513333333
645.9,-18.85,645.9,0,645.9,-4.69,-7.846666667
645.916,-8.85,645.916,-14,645.916,-2.69,-8.513333333
645.932,-15.85,645.932,-15,645.932,-17.69,-16.18
645.948,-7.85,645.948,6,645.948,-5.69,-2.513333333
645.964,6.15,645.964,-8,645.964,13.31,3.82
645.98,0.15,645.98,0,645.98,7.31,2.486666667
645.996,8.15,645.996,14,645.996,2.31,8.153333333
646.012,5.15,646.012,13,646.012,-6.69,3.82
646.028,4.15,646.028,4,646.028,-4.69,1.153333333
646.044,14.15,646.044,3,646.044,-6.69,3.486666667
646.06,8.15,646.06,-8,646.06,-8.69,-2.846666667
646.076,4.15,646.076,5,646.076,-12.69,-1.18
