HD spec 1 wave,HD spec 1 intensity,HD spec 2 wave,HD spec 2 intensity,HD spec 3 wave,HD spec 3 intensity,Links 
590.44,13.5,590.44,15.28,590.44,20.06,
590.662,13.5,590.662,14.28,590.662,18.06,
590.885,13.5,590.885,13.28,590.885,21.06,
591.108,17.5,591.108,17.28,591.108,15.06,
591.33,13.5,591.33,17.28,591.33,20.06,
591.553,12.5,591.553,18.28,591.553,17.06,
591.776,15.5,591.776,17.28,591.776,19.06,
591.999,12.5,591.999,20.28,591.999,14.06,
592.221,14.5,592.221,17.28,592.221,16.06,
592.444,18.5,592.444,13.28,592.444,23.06,
592.667,22.5,592.667,16.28,592.667,22.06,
592.889,19.5,592.889,16.28,592.889,18.06,
593.112,15.5,593.112,17.28,593.112,22.06,
593.335,14.5,593.335,13.28,593.335,19.06,
593.557,11.5,593.557,13.28,593.557,19.06,
593.78,12.5,593.78,9.28,593.78,19.06,
594.003,18.5,594.003,12.28,594.003,19.06,
594.225,15.5,594.225,15.28,594.225,15.06,
594.448,12.5,594.448,15.28,594.448,18.06,
594.67,13.5,594.67,16.28,594.67,18.06,
594.893,14.5,594.893,13.28,594.893,16.06,
595.116,14.5,595.116,11.28,595.116,15.06,
595.338,10.5,595.338,13.28,595.338,15.06,
595.561,15.5,595.561,13.28,595.561,9.06,
595.783,12.5,595.783,11.28,595.783,18.06,
596.006,12.5,596.006,17.28,596.006,15.06,
596.228,10.5,596.228,15.28,596.228,14.06,
596.451,14.5,596.451,15.28,596.451,14.06,
596.674,13.5,596.674,15.28,596.674,18.06,
596.896,12.5,596.896,13.28,596.896,19.06,
597.119,12.5,597.119,15.28,597.119,16.06,
597.341,14.5,597.341,15.28,597.341,17.06,
597.564,16.5,597.564,19.28,597.564,21.06,
597.786,15.5,597.786,15.28,597.786,19.06,
598.009,12.5,598.009,14.28,598.009,19.06,
598.231,10.5,598.231,14.28,598.231,19.06,
598.454,19.5,598.454,16.28,598.454,18.06,
598.676,13.5,598.676,15.28,598.676,16.06,
598.899,14.5,598.899,10.28,598.899,25.06,
599.121,12.5,599.121,14.28,599.121,18.06,
599.344,20.5,599.344,16.28,599.344,24.06,
599.566,14.5,599.566,13.28,599.566,20.06,
599.788,10.5,599.788,15.28,599.788,18.06,
600.011,13.5,600.011,12.28,600.011,18.06,
600.233,12.5,600.233,10.28,600.233,10.06,
600.456,19.5,600.456,19.28,600.456,21.06,
600.678,14.5,600.678,13.28,600.678,20.06,
600.901,18.5,600.901,18.28,600.901,24.06,
601.123,12.5,601.123,11.28,601.123,18.06,
601.345,10.5,601.345,14.28,601.345,19.06,
601.568,14.5,601.568,16.28,601.568,20.06,
601.79,13.5,601.79,11.28,601.79,19.06,
602.012,14.5,602.012,16.28,602.012,20.06,
602.235,11.5,602.235,16.28,602.235,20.06,
602.457,12.5,602.457,14.28,602.457,27.06,
602.68,10.5,602.68,13.28,602.68,16.06,
602.902,12.5,602.902,12.28,602.902,17.06,
603.124,16.5,603.124,10.28,603.124,18.06,
603.347,12.5,603.347,10.28,603.347,17.06,
603.569,15.5,603.569,15.28,603.569,19.06,
603.791,14.5,603.791,15.28,603.791,15.06,
604.013,17.5,604.013,15.28,604.013,12.06,
604.236,16.5,604.236,11.28,604.236,16.06,
604.458,13.5,604.458,13.28,604.458,15.06,
604.68,12.5,604.68,12.28,604.68,14.06,
604.903,20.5,604.903,13.28,604.903,16.06,
605.125,13.5,605.125,16.28,605.125,19.06,
605.347,13.5,605.347,15.28,605.347,21.06,
605.569,13.5,605.569,11.28,605.569,20.06,
605.792,10.5,605.792,14.28,605.792,18.06,
606.014,14.5,606.014,14.28,606.014,19.06,
606.236,13.5,606.236,13.28,606.236,20.06,
606.458,12.5,606.458,14.28,606.458,19.06,
606.681,14.5,606.681,17.28,606.681,22.06,
606.903,14.5,606.903,13.28,606.903,20.06,
607.125,16.5,607.125,11.28,607.125,19.06,
607.347,14.5,607.347,10.28,607.347,16.06,
607.569,8.5,607.569,13.28,607.569,21.06,
607.792,22.5,607.792,23.28,607.792,23.06,
608.014,18.5,608.014,14.28,608.014,21.06,
608.236,15.5,608.236,15.28,608.236,23.06,
608.458,14.5,608.458,14.28,608.458,16.06,
608.68,11.5,608.68,13.28,608.68,17.06,
608.902,12.5,608.902,15.28,608.902,16.06,
609.125,17.5,609.125,13.28,609.125,22.06,
609.347,17.5,609.347,18.28,609.347,19.06,
609.569,17.5,609.569,15.28,609.569,15.06,
609.791,14.5,609.791,14.28,609.791,22.06,
610.013,11.5,610.013,13.28,610.013,16.06,
610.235,13.5,610.235,14.28,610.235,19.06,
610.457,14.5,610.457,18.28,610.457,20.06,
610.679,10.5,610.679,15.28,610.679,19.06,
610.901,12.5,610.901,11.28,610.901,16.06,
611.123,14.5,611.123,11.28,611.123,17.06,
611.345,7.5,611.345,9.28,611.345,18.06,
611.568,15.5,611.568,13.28,611.568,16.06,
611.79,14.5,611.79,11.28,611.79,19.06,
612.012,11.5,612.012,16.28,612.012,21.06,
612.234,13.5,612.234,13.28,612.234,18.06,
612.456,15.5,612.456,16.28,612.456,20.06,
612.678,17.5,612.678,19.28,612.678,20.06,
612.9,9.5,612.9,13.28,612.9,16.06,
613.122,13.5,613.122,13.28,613.122,15.06,
613.344,10.5,613.344,11.28,613.344,19.06,
613.566,16.5,613.566,12.28,613.566,13.06,
613.788,17.5,613.788,14.28,613.788,19.06,
614.01,15.5,614.01,17.28,614.01,19.06,
614.232,9.5,614.232,10.28,614.232,22.06,
614.454,14.5,614.454,11.28,614.454,21.06,
614.676,11.5,614.676,13.28,614.676,21.06,
614.897,18.5,614.897,13.28,614.897,18.06,
615.119,15.5,615.119,15.28,615.119,22.06,
615.341,12.5,615.341,22.28,615.341,10.06,
615.563,19.5,615.563,21.28,615.563,16.06,
615.785,22.5,615.785,22.28,615.785,20.06,
616.007,31.5,616.007,29.28,616.007,22.06,
616.229,38.5,616.229,37.28,616.229,25.06,
616.451,37.5,616.451,37.28,616.451,24.06,
616.673,32.5,616.673,28.28,616.673,27.06,
616.895,26.5,616.895,24.28,616.895,26.06,
617.116,20.5,617.116,23.28,617.116,18.06,
617.338,29.5,617.338,20.28,617.338,23.06,
617.56,24.5,617.56,22.28,617.56,23.06,
617.782,18.5,617.782,23.28,617.782,28.06,
618.004,27.5,618.004,22.28,618.004,27.06,
618.226,22.5,618.226,20.28,618.226,25.06,
618.448,22.5,618.448,28.28,618.448,31.06,
618.669,21.5,618.669,25.28,618.669,29.06,
618.891,22.5,618.891,23.28,618.891,31.06,
619.113,24.5,619.113,28.28,619.113,33.06,
619.335,27.5,619.335,27.28,619.335,30.06,
619.557,26.5,619.557,28.28,619.557,29.06,
619.778,24.5,619.778,28.28,619.778,29.06,
620,27.5,620,25.28,620,29.06,
620.222,26.5,620.222,27.28,620.222,23.06,
620.444,50.5,620.444,38.28,620.444,35.06,
620.665,140.5,620.665,143.28,620.665,111.06,
620.887,113.5,620.887,161.28,620.887,189.06,
621.109,70.5,621.109,93.28,621.109,119.06,
621.331,37.5,621.331,52.28,621.331,79.06,
621.552,28.5,621.552,31.28,621.552,41.06,
621.774,26.5,621.774,32.28,621.774,44.06,
621.996,25.5,621.996,34.28,621.996,39.06,
622.217,24.5,622.217,23.28,622.217,41.06,
622.439,26.5,622.439,29.28,622.439,44.06,
622.661,22.5,622.661,29.28,622.661,37.06,
622.882,23.5,622.882,24.28,622.882,28.06,
623.104,24.5,623.104,29.28,623.104,42.06,
623.326,27.5,623.326,30.28,623.326,47.06,
623.547,26.5,623.547,30.28,623.547,39.06,
623.769,18.5,623.769,28.28,623.769,36.06,
623.991,26.5,623.991,28.28,623.991,35.06,
624.212,24.5,624.212,24.28,624.212,32.06,
624.434,20.5,624.434,24.28,624.434,28.06,
624.655,18.5,624.655,22.28,624.655,28.06,
624.877,17.5,624.877,21.28,624.877,25.06,
625.099,18.5,625.099,25.28,625.099,26.06,
625.32,22.5,625.32,21.28,625.32,29.06,
625.542,15.5,625.542,15.28,625.542,32.06,
625.763,21.5,625.763,18.28,625.763,29.06,
625.985,20.5,625.985,20.28,625.985,28.06,
626.206,15.5,626.206,22.28,626.206,23.06,
626.428,23.5,626.428,26.28,626.428,26.06,
626.65,18.5,626.65,23.28,626.65,27.06,
626.871,19.5,626.871,15.28,626.871,25.06,
627.093,17.5,627.093,19.28,627.093,24.06,
627.314,18.5,627.314,16.28,627.314,20.06,
627.536,179.5,627.536,178.28,627.536,185.06,
627.757,16.5,627.757,25.28,627.757,26.06,
627.979,17.5,627.979,18.28,627.979,27.06,
628.2,15.5,628.2,19.28,628.2,28.06,
628.422,16.5,628.422,13.28,628.422,27.06,
628.643,18.5,628.643,19.28,628.643,22.06,
628.865,14.5,628.865,19.28,628.865,27.06,
629.086,18.5,629.086,20.28,629.086,26.06,
629.307,20.5,629.307,21.28,629.307,25.06,
629.529,18.5,629.529,21.28,629.529,17.06,
629.75,18.5,629.75,19.28,629.75,23.06,
629.972,25.5,629.972,21.28,629.972,23.06,
630.193,18.5,630.193,21.28,630.193,28.06,
630.415,17.5,630.415,20.28,630.415,20.06,
630.636,17.5,630.636,15.28,630.636,23.06,
630.857,18.5,630.857,15.28,630.857,24.06,
631.079,14.5,631.079,21.28,631.079,21.06,
631.3,17.5,631.3,21.28,631.3,22.06,
631.521,16.5,631.521,20.28,631.521,24.06,
631.743,18.5,631.743,21.28,631.743,24.06,
631.964,19.5,631.964,16.28,631.964,22.06,
632.186,17.5,632.186,22.28,632.186,18.06,
632.407,16.5,632.407,22.28,632.407,26.06,
632.628,16.5,632.628,18.28,632.628,23.06,
632.849,12.5,632.849,17.28,632.849,24.06,
633.071,17.5,633.071,16.28,633.071,18.06,
633.292,18.5,633.292,19.28,633.292,20.06,
633.513,14.5,633.513,20.28,633.513,24.06,
633.735,18.5,633.735,17.28,633.735,23.06,
633.956,16.5,633.956,22.28,633.956,18.06,
634.177,14.5,634.177,18.28,634.177,22.06,
634.399,19.5,634.399,22.28,634.399,24.06,
634.62,22.5,634.62,19.28,634.62,23.06,
634.841,18.5,634.841,26.28,634.841,23.06,
635.062,18.5,635.062,20.28,635.062,21.06,
635.284,15.5,635.284,23.28,635.284,26.06,
635.505,19.5,635.505,18.28,635.505,25.06,
635.726,14.5,635.726,15.28,635.726,23.06,
635.947,19.5,635.947,24.28,635.947,21.06,
636.168,23.5,636.168,19.28,636.168,24.06,
636.39,18.5,636.39,16.28,636.39,21.06,
636.611,24.5,636.611,17.28,636.611,20.06,
636.832,15.5,636.832,20.28,636.832,22.06,
637.053,17.5,637.053,19.28,637.053,23.06,
637.274,16.5,637.274,20.28,637.274,23.06,
637.495,18.5,637.495,22.28,637.495,23.06,
637.717,16.5,637.717,15.28,637.717,18.06,
637.938,12.5,637.938,11.28,637.938,20.06,
638.159,14.5,638.159,12.28,638.159,20.06,
638.38,18.5,638.38,15.28,638.38,27.06,
638.601,11.5,638.601,15.28,638.601,30.06,
638.822,16.5,638.822,24.28,638.822,23.06,
639.043,14.5,639.043,17.28,639.043,21.06,
639.264,17.5,639.264,14.28,639.264,18.06,
639.485,14.5,639.485,19.28,639.485,22.06,
639.707,13.5,639.707,15.28,639.707,21.06,
639.928,15.5,639.928,14.28,639.928,14.06,
640.149,18.5,640.149,11.28,640.149,20.06,
640.37,17.5,640.37,13.28,640.37,19.06,
640.591,17.5,640.591,16.28,640.591,22.06,
640.812,14.5,640.812,17.28,640.812,22.06,
641.033,15.5,641.033,17.28,641.033,20.06,
641.254,11.5,641.254,19.28,641.254,17.06,
641.475,14.5,641.475,13.28,641.475,24.06,
641.696,8.5,641.696,15.28,641.696,19.06,
641.917,15.5,641.917,15.28,641.917,23.06,
642.138,18.5,642.138,16.28,642.138,18.06,
642.359,17.5,642.359,13.28,642.359,21.06,
642.58,14.5,642.58,17.28,642.58,23.06,
642.801,10.5,642.801,14.28,642.801,21.06,
643.022,14.5,643.022,18.28,643.022,21.06,
643.243,8.5,643.243,15.28,643.243,18.06,
643.464,15.5,643.464,14.28,643.464,18.06,
643.684,12.5,643.684,20.28,643.684,23.06,
643.905,14.5,643.905,16.28,643.905,18.06,
644.126,19.5,644.126,13.28,644.126,22.06,
644.347,14.5,644.347,14.28,644.347,21.06,
644.568,16.5,644.568,17.28,644.568,21.06,
644.789,17.5,644.789,21.28,644.789,23.06,
645.01,13.5,645.01,15.28,645.01,23.06,
645.231,13.5,645.231,15.28,645.231,18.06,
645.452,14.5,645.452,16.28,645.452,18.06,
645.672,16.5,645.672,17.28,645.672,18.06,
645.893,14.5,645.893,20.28,645.893,23.06,
646.114,18.5,646.114,17.28,646.114,20.06,
646.335,18.5,646.335,14.28,646.335,23.06,
646.556,10.5,646.556,16.28,646.556,18.06,
646.777,12.5,646.777,19.28,646.777,21.06,
646.997,14.5,646.997,18.28,646.997,23.06,
647.218,15.5,647.218,13.28,647.218,22.06,
647.439,18.5,647.439,16.28,647.439,24.06,
647.66,14.5,647.66,16.28,647.66,22.06,
647.881,14.5,647.881,17.28,647.881,23.06,
648.101,17.5,648.101,19.28,648.101,22.06,
648.322,10.5,648.322,22.28,648.322,20.06,
648.543,16.5,648.543,15.28,648.543,18.06,
648.764,16.5,648.764,17.28,648.764,25.06,
648.984,20.5,648.984,15.28,648.984,20.06,
649.205,14.5,649.205,14.28,649.205,25.06,
649.426,18.5,649.426,16.28,649.426,23.06,
649.647,16.5,649.647,15.28,649.647,23.06,
649.867,19.5,649.867,19.28,649.867,21.06,
650.088,15.5,650.088,21.28,650.088,20.06,
650.309,18.5,650.309,19.28,650.309,24.06,
650.529,16.5,650.529,16.28,650.529,24.06,
650.75,17.5,650.75,21.28,650.75,25.06,
650.971,27.5,650.971,20.28,650.971,26.06,
651.191,41.5,651.191,44.28,651.191,47.06,
651.412,35.5,651.412,49.28,651.412,61.06,
651.633,31.5,651.633,31.28,651.633,45.06,
651.853,25.5,651.853,28.28,651.853,33.06,
652.074,20.5,652.074,21.28,652.074,27.06,
652.294,18.5,652.294,21.28,652.294,30.06,
652.515,21.5,652.515,19.28,652.515,28.06,
652.736,17.5,652.736,18.28,652.736,26.06,
652.956,18.5,652.956,21.28,652.956,27.06,
653.177,13.5,653.177,18.28,653.177,29.06,
653.397,20.5,653.397,20.28,653.397,22.06,
653.618,29.5,653.618,29.28,653.618,32.06,
653.838,20.5,653.838,22.28,653.838,29.06,
654.059,18.5,654.059,24.28,654.059,31.06,
654.28,19.5,654.28,21.28,654.28,26.06,
654.5,22.5,654.5,22.28,654.5,28.06,
654.721,19.5,654.721,23.28,654.721,30.06,
654.941,20.5,654.941,23.28,654.941,30.06,
655.162,23.5,655.162,24.28,655.162,27.06,
655.382,19.5,655.382,26.28,655.382,28.06,
655.603,18.5,655.603,23.28,655.603,27.06,
655.823,24.5,655.823,21.28,655.823,37.06,
656.044,26.5,656.044,27.28,656.044,36.06,
656.264,26.5,656.264,30.28,656.264,35.06,
656.484,26.5,656.484,25.28,656.484,30.06,
656.705,25.5,656.705,33.28,656.705,33.06,
656.925,24.5,656.925,32.28,656.925,34.06,
657.146,28.5,657.146,28.28,657.146,38.06,
657.366,22.5,657.366,30.28,657.366,36.06,
657.587,32.5,657.587,32.28,657.587,46.06,
657.807,31.5,657.807,33.28,657.807,43.06,
658.027,31.5,658.027,36.28,658.027,45.06,
658.248,33.5,658.248,38.28,658.248,42.06,
658.468,37.5,658.468,44.28,658.468,56.06,
658.689,43.5,658.689,48.28,658.689,57.06,
658.909,41.5,658.909,44.28,658.909,58.06,
659.129,43.5,659.129,47.28,659.129,64.06,
659.35,41.5,659.35,59.28,659.35,62.06,
659.57,50.5,659.57,59.28,659.57,72.06,
659.79,58.5,659.79,72.28,659.79,82.06,
660.011,70.5,660.011,81.28,660.011,89.06,
660.231,79.5,660.231,94.28,660.231,103.06,
660.451,102.5,660.451,111.28,660.451,127.06,
660.671,152.5,660.671,160.28,660.671,173.06,
660.892,246.5,660.892,258.28,660.892,256.06,
661.112,316.5,661.112,359.28,661.112,383.06,
661.332,430.5,661.332,464.28,661.332,502.06,
661.553,695.5,661.553,718.28,661.553,720.06,
661.773,2993.5,661.773,1754.28,661.773,1365.06,
661.993,3931.5,661.993,3924.28,661.993,3925.06,
662.213,3929.5,662.213,3930.28,662.213,3929.06,
662.434,3927.5,662.434,3928.28,662.434,3931.06,
662.654,3923.5,662.654,3928.28,662.654,3933.06,
662.874,3923.5,662.874,3926.28,662.874,3929.06,
663.094,3923.5,663.094,3924.28,663.094,3927.06,
663.314,1335.5,663.314,3078.28,663.314,3927.06,
663.535,554.5,663.535,780.28,663.535,2699.06,
663.755,362.5,663.755,472.28,663.755,707.06,
663.975,253.5,663.975,332.28,663.975,460.06,
664.195,186.5,664.195,256.28,664.195,330.06,
664.415,142.5,664.415,190.28,664.415,247.06,
664.635,119.5,664.635,143.28,664.635,199.06,
664.856,93.5,664.856,123.28,664.856,153.06,
665.076,74.5,665.076,97.28,665.076,133.06,
665.296,70.5,665.296,79.28,665.296,111.06,
665.516,66.5,665.516,69.28,665.516,96.06,
665.736,58.5,665.736,71.28,665.736,85.06,
665.956,53.5,665.956,68.28,665.956,78.06,
666.176,47.5,666.176,57.28,666.176,75.06,
666.396,43.5,666.396,49.28,666.396,66.06,
666.616,43.5,666.616,50.28,666.616,66.06,
666.836,34.5,666.836,41.28,666.836,60.06,
667.056,35.5,667.056,44.28,667.056,53.06,
667.276,26.5,667.276,44.28,667.276,57.06,
667.496,36.5,667.496,38.28,667.496,52.06,
667.716,37.5,667.716,32.28,667.716,49.06,
667.936,28.5,667.936,32.28,667.936,43.06,
668.157,26.5,668.157,33.28,668.157,42.06,
668.377,24.5,668.377,30.28,668.377,39.06,
668.596,29.5,668.596,27.28,668.596,36.06,
668.816,25.5,668.816,26.28,668.816,37.06,
669.036,20.5,669.036,28.28,669.036,36.06,
669.256,22.5,669.256,25.28,669.256,39.06,
669.476,18.5,669.476,27.28,669.476,33.06,
669.696,22.5,669.696,20.28,669.696,27.06,
669.916,18.5,669.916,25.28,669.916,32.06,
670.136,23.5,670.136,17.28,670.136,31.06,
670.356,17.5,670.356,19.28,670.356,24.06,
670.576,19.5,670.576,17.28,670.576,27.06,
670.796,20.5,670.796,17.28,670.796,24.06,
671.016,19.5,671.016,21.28,671.016,25.06,
671.236,20.5,671.236,15.28,671.236,25.06,
671.456,18.5,671.456,16.28,671.456,24.06,
671.675,18.5,671.675,17.28,671.675,25.06,
671.895,18.5,671.895,14.28,671.895,22.06,
672.115,18.5,672.115,14.28,672.115,21.06,
672.335,16.5,672.335,13.28,672.335,26.06,
672.555,10.5,672.555,13.28,672.555,20.06,
672.775,19.5,672.775,19.28,672.775,21.06,
672.994,17.5,672.994,15.28,672.994,22.06,
673.214,14.5,673.214,18.28,673.214,21.06,
673.434,10.5,673.434,21.28,673.434,21.06,
673.654,16.5,673.654,18.28,673.654,19.06,
673.874,12.5,673.874,15.28,673.874,21.06,
674.093,12.5,674.093,21.28,674.093,22.06,
674.313,14.5,674.313,15.28,674.313,22.06,
674.533,10.5,674.533,17.28,674.533,21.06,
674.753,20.5,674.753,17.28,674.753,19.06,
674.972,12.5,674.972,14.28,674.972,14.06,
675.192,20.5,675.192,9.28,675.192,17.06,
675.412,15.5,675.412,14.28,675.412,18.06,
675.632,13.5,675.632,14.28,675.632,19.06,
675.851,12.5,675.851,13.28,675.851,18.06,
676.071,15.5,676.071,17.28,676.071,20.06,
676.291,10.5,676.291,15.28,676.291,22.06,
676.51,10.5,676.51,8.28,676.51,19.06,
676.73,9.5,676.73,12.28,676.73,19.06,
676.95,18.5,676.95,18.28,676.95,20.06,
677.169,8.5,677.169,17.28,677.169,16.06,
677.389,14.5,677.389,15.28,677.389,16.06,
677.609,14.5,677.609,15.28,677.609,16.06,
677.828,14.5,677.828,15.28,677.828,12.06,
678.048,9.5,678.048,12.28,678.048,16.06,
678.268,11.5,678.268,9.28,678.268,18.06,
678.487,13.5,678.487,14.28,678.487,18.06,
678.707,13.5,678.707,10.28,678.707,14.06,
678.926,7.5,678.926,11.28,678.926,13.06,
679.146,2.5,679.146,12.28,679.146,14.06,
679.365,12.5,679.365,14.28,679.365,11.06,
679.585,12.5,679.585,8.28,679.585,21.06,
679.805,10.5,679.805,9.28,679.805,14.06,
680.024,14.5,680.024,11.28,680.024,11.06,
680.244,11.5,680.244,12.28,680.244,16.06,
680.463,11.5,680.463,11.28,680.463,14.06,
680.683,11.5,680.683,11.28,680.683,18.06,
680.902,9.5,680.902,7.28,680.902,16.06,
681.122,12.5,681.122,13.28,681.122,14.06,
681.341,15.5,681.341,12.28,681.341,14.06,
681.561,12.5,681.561,9.28,681.561,12.06,
681.78,8.5,681.78,11.28,681.78,14.06,
682,14.5,682,11.28,682,14.06,
682.219,13.5,682.219,15.28,682.219,16.06,
682.438,11.5,682.438,14.28,682.438,15.06,
682.658,9.5,682.658,11.28,682.658,15.06,
682.877,11.5,682.877,5.28,682.877,12.06,
683.097,8.5,683.097,10.28,683.097,15.06,
683.316,5.5,683.316,9.28,683.316,11.06,
683.536,10.5,683.536,6.28,683.536,14.06,
683.755,11.5,683.755,7.28,683.755,15.06,
683.974,12.5,683.974,6.28,683.974,16.06,
684.194,12.5,684.194,7.28,684.194,12.06,
684.413,14.5,684.413,10.28,684.413,8.06,
684.632,12.5,684.632,12.28,684.632,14.06,
684.852,12.5,684.852,9.28,684.852,15.06,
685.071,8.5,685.071,9.28,685.071,14.06,
685.29,14.5,685.29,13.28,685.29,12.06,
685.51,7.5,685.51,7.28,685.51,13.06,
685.729,10.5,685.729,10.28,685.729,14.06,
685.948,13.5,685.948,11.28,685.948,13.06,
686.168,9.5,686.168,9.28,686.168,13.06,
686.387,11.5,686.387,9.28,686.387,12.06,
686.606,11.5,686.606,14.28,686.606,14.06,
686.825,9.5,686.825,7.28,686.825,16.06,
687.045,10.5,687.045,11.28,687.045,11.06,
687.264,6.5,687.264,11.28,687.264,15.06,
687.483,12.5,687.483,13.28,687.483,19.06,
687.702,10.5,687.702,9.28,687.702,16.06,
687.922,8.5,687.922,12.28,687.922,13.06,
688.141,9.5,688.141,9.28,688.141,10.06,
688.36,11.5,688.36,10.28,688.36,8.06,
688.579,13.5,688.579,13.28,688.579,14.06,
688.798,10.5,688.798,13.28,688.798,13.06,
689.018,11.5,689.018,10.28,689.018,15.06,
689.237,12.5,689.237,13.28,689.237,18.06,
689.456,13.5,689.456,12.28,689.456,10.06,
689.675,10.5,689.675,13.28,689.675,11.06,
689.894,11.5,689.894,13.28,689.894,8.06,
690.113,13.5,690.113,14.28,690.113,18.06,
690.332,10.5,690.332,11.28,690.332,13.06,
690.552,11.5,690.552,10.28,690.552,8.06,
690.771,10.5,690.771,12.28,690.771,10.06,
690.99,8.5,690.99,10.28,690.99,9.06,
691.209,6.5,691.209,7.28,691.209,12.06,
691.428,8.5,691.428,10.28,691.428,16.06,
691.647,7.5,691.647,7.28,691.647,16.06,
691.866,12.5,691.866,7.28,691.866,14.06,
692.085,2.5,692.085,9.28,692.085,10.06,
692.304,10.5,692.304,10.28,692.304,16.06,
692.523,12.5,692.523,10.28,692.523,12.06,
692.742,5.5,692.742,14.28,692.742,13.06,
692.961,6.5,692.961,11.28,692.961,8.06,
693.18,6.5,693.18,11.28,693.18,12.06,
693.399,11.5,693.399,8.28,693.399,12.06,
693.618,9.5,693.618,8.28,693.618,12.06,
693.837,10.5,693.837,7.28,693.837,16.06,
694.056,7.5,694.056,11.28,694.056,15.06,
694.275,8.5,694.275,11.28,694.275,14.06,
694.494,11.5,694.494,12.28,694.494,16.06,
694.713,13.5,694.713,11.28,694.713,9.06,
694.932,12.5,694.932,9.28,694.932,17.06,
695.151,12.5,695.151,7.28,695.151,15.06,
695.37,8.5,695.37,9.28,695.37,13.06,
695.589,10.5,695.589,5.28,695.589,16.06,
695.808,12.5,695.808,12.28,695.808,10.06,
696.026,15.5,696.026,14.28,696.026,14.06,
696.245,8.5,696.245,7.28,696.245,16.06,
696.464,9.5,696.464,11.28,696.464,12.06,
696.683,8.5,696.683,9.28,696.683,17.06,
696.902,10.5,696.902,8.28,696.902,16.06,
697.121,14.5,697.121,10.28,697.121,13.06,
697.34,10.5,697.34,9.28,697.34,9.06,
697.558,8.5,697.558,12.28,697.558,14.06,
697.777,11.5,697.777,7.28,697.777,15.06,
697.996,6.5,697.996,11.28,697.996,12.06,
698.215,19.5,698.215,25.28,698.215,18.06,
698.434,8.5,698.434,7.28,698.434,10.06,
698.652,13.5,698.652,7.28,698.652,10.06,
698.871,6.5,698.871,9.28,698.871,9.06,
699.09,13.5,699.09,7.28,699.09,9.06,
699.309,8.5,699.309,9.28,699.309,9.06,
699.527,11.5,699.527,5.28,699.527,7.06,
699.746,12.5,699.746,7.28,699.746,9.06,
699.965,10.5,699.965,6.28,699.965,6.06,
700.184,10.5,700.184,10.28,700.184,17.06,
700.402,9.5,700.402,5.28,700.402,15.06,
700.621,4.5,700.621,11.28,700.621,12.06,
700.84,5.5,700.84,7.28,700.84,14.06,
701.058,14.5,701.058,10.28,701.058,13.06,
701.277,12.5,701.277,3.28,701.277,12.06,
701.496,11.5,701.496,9.28,701.496,14.06,
701.714,10.5,701.714,9.28,701.714,12.06,
701.933,11.5,701.933,9.28,701.933,17.06,
702.152,13.5,702.152,11.28,702.152,8.06,
702.37,9.5,702.37,7.28,702.37,12.06,
702.589,8.5,702.589,5.28,702.589,12.06,
702.807,11.5,702.807,6.28,702.807,10.06,
703.026,12.5,703.026,5.28,703.026,12.06,
703.245,6.5,703.245,7.28,703.245,12.06,
703.463,11.5,703.463,9.28,703.463,11.06,
703.682,10.5,703.682,9.28,703.682,7.06,
703.9,8.5,703.9,12.28,703.9,12.06,
704.119,5.5,704.119,11.28,704.119,12.06,
704.337,10.5,704.337,9.28,704.337,12.06,
704.556,10.5,704.556,8.28,704.556,10.06,
704.774,8.5,704.774,8.28,704.774,14.06,
704.993,10.5,704.993,8.28,704.993,12.06,
705.212,9.5,705.212,5.28,705.212,14.06,
705.43,6.5,705.43,8.28,705.43,12.06,
705.648,10.5,705.648,11.28,705.648,12.06,
705.867,6.5,705.867,7.28,705.867,11.06,
706.085,10.5,706.085,11.28,706.085,19.06,
706.304,8.5,706.304,9.28,706.304,14.06,
706.522,7.5,706.522,10.28,706.522,10.06,
706.741,7.5,706.741,7.28,706.741,10.06,
706.959,9.5,706.959,10.28,706.959,17.06,
707.178,8.5,707.178,11.28,707.178,10.06,
707.396,22.5,707.396,17.28,707.396,15.06,
707.614,16.5,707.614,29.28,707.614,33.06,
707.833,11.5,707.833,17.28,707.833,22.06,
708.051,12.5,708.051,13.28,708.051,18.06,
708.27,12.5,708.27,15.28,708.27,18.06,
708.488,8.5,708.488,8.28,708.488,14.06,
708.706,10.5,708.706,9.28,708.706,16.06,
708.925,6.5,708.925,9.28,708.925,13.06,
709.143,13.5,709.143,7.28,709.143,12.06,
709.361,10.5,709.361,9.28,709.361,14.06,
709.58,15.5,709.58,11.28,709.58,14.06,
709.798,10.5,709.798,13.28,709.798,10.06,
710.016,5.5,710.016,9.28,710.016,10.06,
710.234,9.5,710.234,11.28,710.234,13.06,
710.453,4.5,710.453,7.28,710.453,12.06,
710.671,12.5,710.671,5.28,710.671,8.06,
710.889,8.5,710.889,9.28,710.889,12.06,
711.108,8.5,711.108,8.28,711.108,13.06,
711.326,11.5,711.326,13.28,711.326,8.06,
711.544,8.5,711.544,9.28,711.544,10.06,
711.762,9.5,711.762,7.28,711.762,12.06,
711.98,12.5,711.98,8.28,711.98,9.06,
712.199,12.5,712.199,9.28,712.199,15.06,
712.417,8.5,712.417,8.28,712.417,10.06,
712.635,9.5,712.635,9.28,712.635,11.06,
712.853,6.5,712.853,9.28,712.853,10.06,
