HD spec 1 wave,HD spec 1 intensity,HD spec 2 wave,HD spec 2 intensity,HD spec 3 wave,HD spec 3 intensity,Links 
465.629,11.5,465.629,7.28,465.629,17.06,
465.855,9.5,465.855,5.28,465.855,11.06,
466.081,20.5,466.081,21.28,466.081,18.06,
466.307,12.5,466.307,12.28,466.307,11.06,
466.533,7.5,466.533,13.28,466.533,13.06,
466.759,11.5,466.759,6.28,466.759,11.06,
466.985,10.5,466.985,9.28,466.985,18.06,
467.211,10.5,467.211,9.28,467.211,8.06,
467.436,14.5,467.436,10.28,467.436,14.06,
467.662,12.5,467.662,9.28,467.662,12.06,
467.888,10.5,467.888,12.28,467.888,12.06,
468.114,10.5,468.114,15.28,468.114,14.06,
468.34,13.5,468.34,12.28,468.34,14.06,
468.566,10.5,468.566,10.28,468.566,10.06,
468.792,14.5,468.792,16.28,468.792,20.06,
469.018,11.5,469.018,11.28,469.018,16.06,
469.244,18.5,469.244,9.28,469.244,15.06,
469.47,13.5,469.47,6.28,469.47,15.06,
469.696,6.5,469.696,10.28,469.696,14.06,
469.922,11.5,469.922,7.28,469.922,10.06,
470.148,13.5,470.148,8.28,470.148,12.06,
470.374,10.5,470.374,12.28,470.374,14.06,
470.599,8.5,470.599,11.28,470.599,17.06,
470.825,11.5,470.825,10.28,470.825,16.06,
471.051,11.5,471.051,11.28,471.051,15.06,
471.277,9.5,471.277,9.28,471.277,15.06,
471.503,11.5,471.503,5.28,471.503,13.06,
471.729,16.5,471.729,15.28,471.729,15.06,
471.955,12.5,471.955,14.28,471.955,15.06,
472.181,12.5,472.181,10.28,472.181,11.06,
472.406,10.5,472.406,13.28,472.406,14.06,
472.632,11.5,472.632,13.28,472.632,12.06,
472.858,12.5,472.858,9.28,472.858,13.06,
473.084,12.5,473.084,13.28,473.084,19.06,
473.31,14.5,473.31,11.28,473.31,17.06,
473.536,12.5,473.536,7.28,473.536,15.06,
473.762,9.5,473.762,7.28,473.762,13.06,
473.987,16.5,473.987,16.28,473.987,14.06,
474.213,10.5,474.213,11.28,474.213,15.06,
474.439,14.5,474.439,8.28,474.439,20.06,
474.665,13.5,474.665,13.28,474.665,13.06,
474.891,16.5,474.891,9.28,474.891,12.06,
475.116,12.5,475.116,11.28,475.116,12.06,
475.342,13.5,475.342,9.28,475.342,13.06,
475.568,19.5,475.568,18.28,475.568,19.06,
475.794,8.5,475.794,11.28,475.794,20.06,
476.02,12.5,476.02,12.28,476.02,14.06,
476.245,12.5,476.245,8.28,476.245,9.06,
476.471,13.5,476.471,15.28,476.471,12.06,
476.697,15.5,476.697,10.28,476.697,10.06,
476.923,15.5,476.923,9.28,476.923,17.06,
477.148,10.5,477.148,12.28,477.148,16.06,
477.374,12.5,477.374,10.28,477.374,12.06,
477.6,13.5,477.6,9.28,477.6,17.06,
477.826,11.5,477.826,5.28,477.826,14.06,
478.051,12.5,478.051,9.28,478.051,16.06,
478.277,11.5,478.277,8.28,478.277,12.06,
478.503,8.5,478.503,13.28,478.503,14.06,
478.729,13.5,478.729,8.28,478.729,12.06,
478.954,11.5,478.954,13.28,478.954,14.06,
479.18,12.5,479.18,14.28,479.18,17.06,
479.406,11.5,479.406,12.28,479.406,17.06,
479.631,14.5,479.631,15.28,479.631,17.06,
479.857,11.5,479.857,10.28,479.857,20.06,
480.083,11.5,480.083,13.28,480.083,16.06,
480.309,18.5,480.309,9.28,480.309,16.06,
480.534,14.5,480.534,12.28,480.534,18.06,
480.76,14.5,480.76,13.28,480.76,15.06,
480.986,12.5,480.986,13.28,480.986,11.06,
481.211,10.5,481.211,14.28,481.211,16.06,
481.437,12.5,481.437,10.28,481.437,17.06,
481.663,12.5,481.663,8.28,481.663,16.06,
481.888,9.5,481.888,15.28,481.888,14.06,
482.114,11.5,482.114,11.28,482.114,9.06,
482.34,12.5,482.34,9.28,482.34,10.06,
482.565,17.5,482.565,15.28,482.565,13.06,
482.791,14.5,482.791,12.28,482.791,15.06,
483.016,14.5,483.016,11.28,483.016,10.06,
483.242,12.5,483.242,12.28,483.242,16.06,
483.468,12.5,483.468,10.28,483.468,14.06,
483.693,13.5,483.693,11.28,483.693,17.06,
483.919,14.5,483.919,11.28,483.919,14.06,
484.144,9.5,484.144,12.28,484.144,13.06,
484.37,9.5,484.37,12.28,484.37,15.06,
484.596,15.5,484.596,10.28,484.596,20.06,
484.821,10.5,484.821,8.28,484.821,14.06,
485.047,12.5,485.047,13.28,485.047,13.06,
485.272,12.5,485.272,12.28,485.272,13.06,
485.498,13.5,485.498,12.28,485.498,19.06,
485.724,14.5,485.724,13.28,485.724,16.06,
485.949,7.5,485.949,10.28,485.949,22.06,
486.175,10.5,486.175,11.28,486.175,16.06,
486.4,13.5,486.4,15.28,486.4,23.06,
486.626,15.5,486.626,17.28,486.626,17.06,
486.851,13.5,486.851,15.28,486.851,22.06,
487.077,16.5,487.077,17.28,487.077,17.06,
487.302,18.5,487.302,21.28,487.302,20.06,
487.528,19.5,487.528,20.28,487.528,24.06,
487.753,23.5,487.753,24.28,487.753,24.06,
487.979,26.5,487.979,29.28,487.979,33.06,
488.204,32.5,488.204,30.28,488.204,45.06,
488.43,45.5,488.43,49.28,488.43,48.06,
488.656,77.5,488.656,72.28,488.656,76.06,
488.881,217.5,488.881,168.28,488.881,149.06,
489.107,1307.5,489.107,832.28,489.107,574.06,
489.332,3915.5,489.332,3898.28,489.332,3541.06,
489.557,3925.5,489.557,3922.28,489.557,3929.06,
489.783,1743.5,489.783,2716.28,489.783,3925.06,
490.008,36.5,490.008,94.28,490.008,1673.06,
490.234,38.5,490.234,56.28,490.234,70.06,
490.459,28.5,490.459,33.28,490.459,51.06,
490.685,27.5,490.685,25.28,490.685,36.06,
490.91,16.5,490.91,18.28,490.91,29.06,
491.136,21.5,491.136,16.28,491.136,29.06,
491.361,15.5,491.361,17.28,491.361,22.06,
491.587,19.5,491.587,20.28,491.587,23.06,
491.812,20.5,491.812,18.28,491.812,20.06,
492.037,12.5,492.037,17.28,492.037,19.06,
492.263,14.5,492.263,14.28,492.263,20.06,
492.488,15.5,492.488,16.28,492.488,16.06,
492.714,11.5,492.714,16.28,492.714,19.06,
492.939,10.5,492.939,12.28,492.939,17.06,
493.164,8.5,493.164,13.28,493.164,15.06,
493.39,17.5,493.39,12.28,493.39,14.06,
493.615,16.5,493.615,10.28,493.615,13.06,
493.841,14.5,493.841,10.28,493.841,16.06,
494.066,11.5,494.066,13.28,494.066,18.06,
494.291,9.5,494.291,12.28,494.291,12.06,
494.517,11.5,494.517,11.28,494.517,10.06,
494.742,9.5,494.742,17.28,494.742,13.06,
494.968,12.5,494.968,12.28,494.968,16.06,
495.193,15.5,495.193,15.28,495.193,12.06,
495.418,15.5,495.418,12.28,495.418,17.06,
495.644,16.5,495.644,11.28,495.644,19.06,
495.869,12.5,495.869,11.28,495.869,18.06,
496.094,9.5,496.094,13.28,496.094,15.06,
496.32,12.5,496.32,14.28,496.32,21.06,
496.545,14.5,496.545,13.28,496.545,17.06,
496.77,14.5,496.77,15.28,496.77,20.06,
496.995,13.5,496.995,11.28,496.995,17.06,
497.221,8.5,497.221,6.28,497.221,17.06,
497.446,12.5,497.446,12.28,497.446,15.06,
497.671,10.5,497.671,15.28,497.671,12.06,
497.897,10.5,497.897,11.28,497.897,16.06,
498.122,10.5,498.122,13.28,498.122,12.06,
498.347,14.5,498.347,11.28,498.347,17.06,
498.573,17.5,498.573,15.28,498.573,18.06,
498.798,11.5,498.798,8.28,498.798,19.06,
499.023,14.5,499.023,19.28,499.023,19.06,
499.248,17.5,499.248,9.28,499.248,12.06,
499.474,9.5,499.474,11.28,499.474,13.06,
499.699,12.5,499.699,10.28,499.699,14.06,
499.924,11.5,499.924,13.28,499.924,19.06,
500.149,14.5,500.149,14.28,500.149,14.06,
500.375,12.5,500.375,11.28,500.375,16.06,
500.6,13.5,500.6,15.28,500.6,12.06,
500.825,13.5,500.825,9.28,500.825,16.06,
501.05,17.5,501.05,18.28,501.05,21.06,
501.275,10.5,501.275,15.28,501.275,18.06,
501.501,14.5,501.501,8.28,501.501,15.06,
501.726,12.5,501.726,9.28,501.726,11.06,
501.951,7.5,501.951,12.28,501.951,13.06,
502.176,11.5,502.176,11.28,502.176,16.06,
502.401,13.5,502.401,11.28,502.401,17.06,
502.627,10.5,502.627,11.28,502.627,16.06,
502.852,11.5,502.852,12.28,502.852,18.06,
503.077,11.5,503.077,12.28,503.077,16.06,
503.302,8.5,503.302,14.28,503.302,15.06,
503.527,14.5,503.527,7.28,503.527,14.06,
503.752,14.5,503.752,16.28,503.752,16.06,
503.978,3.5,503.978,12.28,503.978,12.06,
504.203,15.5,504.203,12.28,504.203,15.06,
504.428,13.5,504.428,11.28,504.428,16.06,
504.653,21.5,504.653,19.28,504.653,24.06,
504.878,9.5,504.878,13.28,504.878,18.06,
505.103,11.5,505.103,8.28,505.103,14.06,
505.328,9.5,505.328,10.28,505.328,14.06,
505.553,12.5,505.553,11.28,505.553,18.06,
505.778,10.5,505.778,5.28,505.778,14.06,
506.004,13.5,506.004,13.28,506.004,15.06,
506.229,7.5,506.229,7.28,506.229,8.06,
506.454,16.5,506.454,14.28,506.454,13.06,
506.679,12.5,506.679,12.28,506.679,13.06,
506.904,20.5,506.904,14.28,506.904,19.06,
507.129,18.5,507.129,16.28,507.129,20.06,
507.354,10.5,507.354,11.28,507.354,15.06,
507.579,12.5,507.579,11.28,507.579,16.06,
507.804,11.5,507.804,10.28,507.804,14.06,
508.029,24.5,508.029,39.28,508.029,35.06,
508.254,10.5,508.254,8.28,508.254,18.06,
508.479,11.5,508.479,9.28,508.479,12.06,
508.704,6.5,508.704,10.28,508.704,12.06,
508.929,11.5,508.929,13.28,508.929,16.06,
509.154,14.5,509.154,8.28,509.154,14.06,
509.379,9.5,509.379,11.28,509.379,14.06,
509.604,13.5,509.604,11.28,509.604,17.06,
509.829,15.5,509.829,10.28,509.829,14.06,
510.054,9.5,510.054,15.28,510.054,16.06,
510.279,10.5,510.279,9.28,510.279,18.06,
510.504,13.5,510.504,10.28,510.504,16.06,
510.729,9.5,510.729,10.28,510.729,14.06,
510.954,10.5,510.954,8.28,510.954,15.06,
511.179,11.5,511.179,11.28,511.179,10.06,
511.404,13.5,511.404,6.28,511.404,16.06,
511.629,11.5,511.629,10.28,511.629,16.06,
511.854,7.5,511.854,13.28,511.854,13.06,
512.079,12.5,512.079,10.28,512.079,12.06,
512.304,8.5,512.304,9.28,512.304,18.06,
512.529,9.5,512.529,9.28,512.529,16.06,
512.754,14.5,512.754,17.28,512.754,15.06,
512.979,12.5,512.979,12.28,512.979,17.06,
513.204,11.5,513.204,13.28,513.204,16.06,
513.429,13.5,513.429,8.28,513.429,18.06,
513.654,13.5,513.654,13.28,513.654,14.06,
513.879,10.5,513.879,11.28,513.879,12.06,
514.103,12.5,514.103,10.28,514.103,18.06,
514.328,12.5,514.328,9.28,514.328,14.06,
514.553,7.5,514.553,10.28,514.553,16.06,
514.778,9.5,514.778,11.28,514.778,16.06,
515.003,10.5,515.003,10.28,515.003,15.06,
515.228,15.5,515.228,11.28,515.228,12.06,
515.453,12.5,515.453,12.28,515.453,21.06,
515.678,8.5,515.678,12.28,515.678,14.06,
515.902,12.5,515.902,13.28,515.902,10.06,
516.127,12.5,516.127,13.28,516.127,14.06,
516.352,11.5,516.352,9.28,516.352,17.06,
516.577,10.5,516.577,14.28,516.577,16.06,
516.802,8.5,516.802,8.28,516.802,12.06,
517.027,11.5,517.027,9.28,517.027,12.06,
517.251,11.5,517.251,9.28,517.251,13.06,
517.476,3.5,517.476,9.28,517.476,10.06,
517.701,10.5,517.701,12.28,517.701,15.06,
517.926,10.5,517.926,12.28,517.926,14.06,
518.151,9.5,518.151,14.28,518.151,15.06,
518.375,14.5,518.375,13.28,518.375,14.06,
518.6,10.5,518.6,10.28,518.6,15.06,
518.825,8.5,518.825,11.28,518.825,13.06,
519.05,9.5,519.05,10.28,519.05,13.06,
519.275,10.5,519.275,11.28,519.275,12.06,
519.499,10.5,519.499,8.28,519.499,13.06,
519.724,9.5,519.724,13.28,519.724,10.06,
519.949,8.5,519.949,9.28,519.949,12.06,
520.174,10.5,520.174,11.28,520.174,17.06,
520.398,14.5,520.398,11.28,520.398,15.06,
520.623,12.5,520.623,11.28,520.623,13.06,
520.848,12.5,520.848,7.28,520.848,15.06,
521.072,9.5,521.072,10.28,521.072,14.06,
521.297,11.5,521.297,13.28,521.297,13.06,
521.522,8.5,521.522,11.28,521.522,16.06,
521.747,15.5,521.747,8.28,521.747,14.06,
521.971,12.5,521.971,8.28,521.971,14.06,
522.196,9.5,522.196,10.28,522.196,12.06,
522.421,9.5,522.421,13.28,522.421,12.06,
522.645,9.5,522.645,10.28,522.645,13.06,
522.87,12.5,522.87,11.28,522.87,13.06,
523.095,10.5,523.095,10.28,523.095,17.06,
523.319,12.5,523.319,10.28,523.319,15.06,
523.544,5.5,523.544,8.28,523.544,14.06,
523.769,14.5,523.769,10.28,523.769,15.06,
523.993,9.5,523.993,11.28,523.993,12.06,
524.218,15.5,524.218,9.28,524.218,14.06,
524.443,10.5,524.443,7.28,524.443,16.06,
524.667,9.5,524.667,15.28,524.667,12.06,
524.892,14.5,524.892,9.28,524.892,19.06,
525.117,9.5,525.117,13.28,525.117,16.06,
525.341,9.5,525.341,7.28,525.341,18.06,
525.566,11.5,525.566,13.28,525.566,11.06,
525.79,41.5,525.79,39.28,525.79,48.06,
526.015,10.5,526.015,6.28,526.015,15.06,
526.24,12.5,526.24,5.28,526.24,16.06,
526.464,11.5,526.464,7.28,526.464,12.06,
526.689,11.5,526.689,10.28,526.689,8.06,
526.913,15.5,526.913,8.28,526.913,12.06,
527.138,10.5,527.138,10.28,527.138,18.06,
527.362,17.5,527.362,14.28,527.362,14.06,
527.587,10.5,527.587,12.28,527.587,15.06,
527.812,11.5,527.812,11.28,527.812,15.06,
528.036,8.5,528.036,9.28,528.036,14.06,
528.261,8.5,528.261,11.28,528.261,8.06,
528.485,8.5,528.485,12.28,528.485,11.06,
528.71,10.5,528.71,9.28,528.71,14.06,
528.934,8.5,528.934,7.28,528.934,10.06,
529.159,10.5,529.159,7.28,529.159,20.06,
529.383,10.5,529.383,11.28,529.383,18.06,
529.608,10.5,529.608,12.28,529.608,13.06,
529.832,13.5,529.832,11.28,529.832,21.06,
530.057,12.5,530.057,11.28,530.057,17.06,
530.281,15.5,530.281,15.28,530.281,17.06,
530.506,13.5,530.506,5.28,530.506,16.06,
530.73,11.5,530.73,11.28,530.73,15.06,
530.955,10.5,530.955,13.28,530.955,17.06,
531.179,10.5,531.179,10.28,531.179,12.06,
531.404,8.5,531.404,7.28,531.404,13.06,
531.628,13.5,531.628,17.28,531.628,16.06,
531.852,12.5,531.852,8.28,531.852,13.06,
532.077,10.5,532.077,9.28,532.077,15.06,
532.301,11.5,532.301,15.28,532.301,18.06,
532.526,9.5,532.526,11.28,532.526,15.06,
532.75,13.5,532.75,10.28,532.75,11.06,
532.975,10.5,532.975,9.28,532.975,14.06,
533.199,9.5,533.199,10.28,533.199,13.06,
533.423,9.5,533.423,11.28,533.423,14.06,
533.648,11.5,533.648,12.28,533.648,14.06,
533.872,10.5,533.872,5.28,533.872,15.06,
534.097,9.5,534.097,11.28,534.097,14.06,
534.321,11.5,534.321,11.28,534.321,16.06,
534.545,8.5,534.545,9.28,534.545,11.06,
534.77,12.5,534.77,15.28,534.77,11.06,
534.994,7.5,534.994,15.28,534.994,11.06,
535.218,10.5,535.218,13.28,535.218,16.06,
535.443,9.5,535.443,9.28,535.443,13.06,
535.667,12.5,535.667,7.28,535.667,16.06,
535.891,12.5,535.891,10.28,535.891,13.06,
536.116,11.5,536.116,12.28,536.116,11.06,
536.34,7.5,536.34,12.28,536.34,16.06,
536.564,21.5,536.564,15.28,536.564,20.06,
536.789,27.5,536.789,30.28,536.789,32.06,
537.013,17.5,537.013,9.28,537.013,26.06,
537.237,13.5,537.237,7.28,537.237,16.06,
537.462,8.5,537.462,11.28,537.462,16.06,
537.686,14.5,537.686,11.28,537.686,18.06,
537.91,10.5,537.91,11.28,537.91,18.06,
538.134,9.5,538.134,10.28,538.134,10.06,
538.359,11.5,538.359,9.28,538.359,15.06,
538.583,12.5,538.583,9.28,538.583,14.06,
538.807,10.5,538.807,10.28,538.807,15.06,
539.031,14.5,539.031,10.28,539.031,14.06,
539.256,12.5,539.256,9.28,539.256,14.06,
539.48,14.5,539.48,5.28,539.48,10.06,
539.704,10.5,539.704,9.28,539.704,10.06,
539.928,9.5,539.928,8.28,539.928,13.06,
540.153,11.5,540.153,9.28,540.153,15.06,
540.377,13.5,540.377,11.28,540.377,13.06,
540.601,12.5,540.601,9.28,540.601,13.06,
540.825,11.5,540.825,13.28,540.825,18.06,
541.049,15.5,541.049,6.28,541.049,15.06,
541.274,13.5,541.274,9.28,541.274,17.06,
541.498,11.5,541.498,13.28,541.498,16.06,
541.722,12.5,541.722,9.28,541.722,14.06,
541.946,13.5,541.946,15.28,541.946,14.06,
542.17,12.5,542.17,11.28,542.17,13.06,
542.395,11.5,542.395,11.28,542.395,15.06,
542.619,17.5,542.619,8.28,542.619,18.06,
542.843,7.5,542.843,12.28,542.843,12.06,
543.067,11.5,543.067,11.28,543.067,14.06,
543.291,12.5,543.291,14.28,543.291,16.06,
543.515,10.5,543.515,9.28,543.515,14.06,
543.739,10.5,543.739,10.28,543.739,15.06,
543.963,19.5,543.963,14.28,543.963,20.06,
544.188,14.5,544.188,15.28,544.188,18.06,
544.412,14.5,544.412,12.28,544.412,12.06,
544.636,15.5,544.636,13.28,544.636,18.06,
544.86,12.5,544.86,15.28,544.86,16.06,
545.084,14.5,545.084,14.28,545.084,16.06,
545.308,15.5,545.308,19.28,545.308,16.06,
545.532,19.5,545.532,13.28,545.532,16.06,
545.756,20.5,545.756,18.28,545.756,14.06,
545.98,16.5,545.98,20.28,545.98,14.06,
546.204,19.5,546.204,17.28,546.204,20.06,
546.428,21.5,546.428,22.28,546.428,17.06,
546.652,17.5,546.652,18.28,546.652,15.06,
546.876,16.5,546.876,19.28,546.876,18.06,
547.1,21.5,547.1,18.28,547.1,16.06,
547.324,24.5,547.324,23.28,547.324,21.06,
547.548,25.5,547.548,24.28,547.548,28.06,
547.773,18.5,547.773,20.28,547.773,18.06,
547.997,24.5,547.997,25.28,547.997,18.06,
548.221,19.5,548.221,17.28,548.221,18.06,
548.445,16.5,548.445,17.28,548.445,19.06,
548.668,20.5,548.668,13.28,548.668,12.06,
548.892,18.5,548.892,15.28,548.892,12.06,
549.116,20.5,549.116,19.28,549.116,16.06,
549.34,16.5,549.34,20.28,549.34,17.06,
549.564,20.5,549.564,20.28,549.564,16.06,
549.788,23.5,549.788,15.28,549.788,17.06,
550.012,26.5,550.012,30.28,550.012,22.06,
550.236,15.5,550.236,15.28,550.236,16.06,
550.46,13.5,550.46,13.28,550.46,14.06,
550.684,11.5,550.684,11.28,550.684,7.06,
550.908,13.5,550.908,16.28,550.908,19.06,
551.132,9.5,551.132,11.28,551.132,16.06,
551.356,14.5,551.356,13.28,551.356,14.06,
551.58,12.5,551.58,13.28,551.58,14.06,
551.804,11.5,551.804,7.28,551.804,16.06,
552.028,11.5,552.028,10.28,552.028,16.06,
552.251,8.5,552.251,15.28,552.251,16.06,
552.475,14.5,552.475,7.28,552.475,13.06,
552.699,13.5,552.699,13.28,552.699,13.06,
552.923,12.5,552.923,9.28,552.923,16.06,
553.147,18.5,553.147,18.28,553.147,16.06,
553.371,12.5,553.371,11.28,553.371,12.06,
553.595,13.5,553.595,14.28,553.595,12.06,
553.818,12.5,553.818,11.28,553.818,11.06,
554.042,11.5,554.042,12.28,554.042,15.06,
554.266,13.5,554.266,11.28,554.266,17.06,
554.49,17.5,554.49,9.28,554.49,18.06,
554.714,13.5,554.714,11.28,554.714,14.06,
554.938,9.5,554.938,13.28,554.938,14.06,
555.161,11.5,555.161,12.28,555.161,17.06,
555.385,16.5,555.385,9.28,555.385,14.06,
555.609,12.5,555.609,9.28,555.609,12.06,
555.833,16.5,555.833,13.28,555.833,19.06,
556.057,9.5,556.057,10.28,556.057,16.06,
556.28,33.5,556.28,32.28,556.28,34.06,
556.504,10.5,556.504,7.28,556.504,20.06,
556.728,10.5,556.728,7.28,556.728,17.06,
556.952,14.5,556.952,13.28,556.952,14.06,
557.175,27.5,557.175,24.28,557.175,30.06,
557.399,13.5,557.399,13.28,557.399,11.06,
557.623,15.5,557.623,12.28,557.623,16.06,
557.847,12.5,557.847,8.28,557.847,11.06,
558.07,10.5,558.07,7.28,558.07,18.06,
558.294,11.5,558.294,3.28,558.294,10.06,
558.518,12.5,558.518,7.28,558.518,11.06,
558.741,12.5,558.741,9.28,558.741,16.06,
558.965,11.5,558.965,10.28,558.965,16.06,
559.189,15.5,559.189,10.28,559.189,12.06,
559.412,9.5,559.412,12.28,559.412,16.06,
559.636,17.5,559.636,7.28,559.636,16.06,
559.86,16.5,559.86,11.28,559.86,12.06,
560.083,16.5,560.083,13.28,560.083,17.06,
560.307,11.5,560.307,12.28,560.307,16.06,
560.531,11.5,560.531,14.28,560.531,17.06,
560.754,13.5,560.754,13.28,560.754,12.06,
560.978,11.5,560.978,15.28,560.978,16.06,
561.202,8.5,561.202,11.28,561.202,11.06,
561.425,11.5,561.425,7.28,561.425,15.06,
561.649,12.5,561.649,13.28,561.649,16.06,
561.873,12.5,561.873,9.28,561.873,13.06,
562.096,5.5,562.096,9.28,562.096,19.06,
562.32,13.5,562.32,11.28,562.32,17.06,
562.543,11.5,562.543,7.28,562.543,14.06,
562.767,12.5,562.767,11.28,562.767,16.06,
562.99,12.5,562.99,9.28,562.99,13.06,
563.214,12.5,563.214,12.28,563.214,13.06,
563.438,10.5,563.438,9.28,563.438,18.06,
563.661,12.5,563.661,9.28,563.661,13.06,
563.885,9.5,563.885,11.28,563.885,12.06,
564.108,10.5,564.108,12.28,564.108,15.06,
564.332,11.5,564.332,13.28,564.332,13.06,
564.555,8.5,564.555,7.28,564.555,11.06,
564.779,12.5,564.779,5.28,564.779,13.06,
565.002,12.5,565.002,5.28,565.002,15.06,
565.226,11.5,565.226,10.28,565.226,17.06,
565.449,10.5,565.449,15.28,565.449,18.06,
565.673,10.5,565.673,15.28,565.673,15.06,
565.896,8.5,565.896,12.28,565.896,16.06,
566.12,10.5,566.12,12.28,566.12,12.06,
566.343,11.5,566.343,9.28,566.343,17.06,
566.567,12.5,566.567,9.28,566.567,11.06,
566.79,12.5,566.79,9.28,566.79,13.06,
567.014,11.5,567.014,8.28,567.014,16.06,
567.237,9.5,567.237,12.28,567.237,17.06,
567.461,10.5,567.461,9.28,567.461,16.06,
567.684,11.5,567.684,7.28,567.684,20.06,
567.908,13.5,567.908,10.28,567.908,15.06,
568.131,9.5,568.131,8.28,568.131,15.06,
568.354,11.5,568.354,11.28,568.354,15.06,
568.578,9.5,568.578,10.28,568.578,16.06,
568.801,9.5,568.801,12.28,568.801,14.06,
569.025,11.5,569.025,15.28,569.025,14.06,
569.248,13.5,569.248,7.28,569.248,16.06,
569.471,10.5,569.471,11.28,569.471,15.06,
569.695,8.5,569.695,10.28,569.695,15.06,
569.918,11.5,569.918,13.28,569.918,19.06,
570.142,15.5,570.142,15.28,570.142,18.06,
570.365,10.5,570.365,9.28,570.365,14.06,
570.588,8.5,570.588,7.28,570.588,16.06,
570.812,18.5,570.812,9.28,570.812,15.06,
571.035,11.5,571.035,9.28,571.035,16.06,
571.258,12.5,571.258,8.28,571.258,12.06,
571.482,13.5,571.482,13.28,571.482,17.06,
571.705,14.5,571.705,9.28,571.705,15.06,
571.928,7.5,571.928,13.28,571.928,15.06,
572.152,14.5,572.152,5.28,572.152,12.06,
572.375,10.5,572.375,9.28,572.375,14.06,
572.598,12.5,572.598,13.28,572.598,20.06,
572.821,8.5,572.821,15.28,572.821,15.06,
573.045,12.5,573.045,9.28,573.045,15.06,
573.268,7.5,573.268,7.28,573.268,16.06,
573.491,9.5,573.491,11.28,573.491,12.06,
573.715,15.5,573.715,11.28,573.715,13.06,
573.938,12.5,573.938,12.28,573.938,15.06,
574.161,10.5,574.161,10.28,574.161,13.06,
574.384,8.5,574.384,11.28,574.384,14.06,
574.607,11.5,574.607,14.28,574.607,23.06,
574.831,9.5,574.831,9.28,574.831,16.06,
575.054,14.5,575.054,10.28,575.054,16.06,
575.277,14.5,575.277,9.28,575.277,14.06,
575.5,16.5,575.5,13.28,575.5,15.06,
575.724,23.5,575.724,23.28,575.724,27.06,
575.947,9.5,575.947,10.28,575.947,17.06,
576.17,9.5,576.17,14.28,576.17,19.06,
576.393,14.5,576.393,14.28,576.393,23.06,
576.616,10.5,576.616,10.28,576.616,12.06,
576.839,10.5,576.839,14.28,576.839,14.06,
577.063,18.5,577.063,10.28,577.063,18.06,
577.286,16.5,577.286,12.28,577.286,15.06,
577.509,10.5,577.509,8.28,577.509,17.06,
577.732,14.5,577.732,15.28,577.732,18.06,
577.955,18.5,577.955,10.28,577.955,20.06,
578.178,8.5,578.178,9.28,578.178,14.06,
578.401,14.5,578.401,9.28,578.401,16.06,
578.625,6.5,578.625,7.28,578.625,17.06,
578.848,10.5,578.848,15.28,578.848,22.06,
579.071,13.5,579.071,12.28,579.071,18.06,
579.294,7.5,579.294,13.28,579.294,15.06,
579.517,38.5,579.517,42.28,579.517,38.06,
579.74,10.5,579.74,14.28,579.74,15.06,
579.963,13.5,579.963,11.28,579.963,20.06,
580.186,10.5,580.186,12.28,580.186,15.06,
580.409,16.5,580.409,16.28,580.409,18.06,
580.632,11.5,580.632,12.28,580.632,14.06,
580.855,12.5,580.855,13.28,580.855,19.06,
581.078,15.5,581.078,11.28,581.078,23.06,
581.301,14.5,581.301,15.28,581.301,20.06,
581.524,12.5,581.524,14.28,581.524,17.06,
581.747,14.5,581.747,13.28,581.747,18.06,
581.97,16.5,581.97,12.28,581.97,19.06,
582.193,11.5,582.193,12.28,582.193,19.06,
582.416,12.5,582.416,13.28,582.416,19.06,
582.639,14.5,582.639,9.28,582.639,17.06,
582.862,14.5,582.862,13.28,582.862,18.06,
583.085,16.5,583.085,15.28,583.085,18.06,
583.308,12.5,583.308,14.28,583.308,16.06,
583.531,17.5,583.531,13.28,583.531,17.06,
583.754,15.5,583.754,15.28,583.754,12.06,
583.977,14.5,583.977,16.28,583.977,20.06,
584.2,14.5,584.2,15.28,584.2,19.06,
584.423,14.5,584.423,16.28,584.423,17.06,
584.646,17.5,584.646,18.28,584.646,20.06,
584.869,20.5,584.869,19.28,584.869,29.06,
585.092,17.5,585.092,17.28,585.092,24.06,
585.315,12.5,585.315,11.28,585.315,21.06,
585.538,15.5,585.538,9.28,585.538,22.06,
585.76,10.5,585.76,16.28,585.76,19.06,
585.983,20.5,585.983,17.28,585.983,20.06,
586.206,13.5,586.206,19.28,586.206,20.06,
586.429,15.5,586.429,17.28,586.429,23.06,
586.652,15.5,586.652,17.28,586.652,20.06,
586.875,12.5,586.875,17.28,586.875,20.06,
587.098,14.5,587.098,18.28,587.098,18.06,
587.321,16.5,587.321,21.28,587.321,21.06,
587.543,15.5,587.543,12.28,587.543,21.06,
587.766,17.5,587.766,17.28,587.766,18.06,
587.989,17.5,587.989,10.28,587.989,20.06,
588.212,11.5,588.212,16.28,588.212,14.06,
588.435,14.5,588.435,12.28,588.435,18.06,
588.657,19.5,588.657,15.28,588.657,20.06,
588.88,18.5,588.88,11.28,588.88,16.06,
589.103,18.5,589.103,15.28,589.103,16.06,
589.326,15.5,589.326,14.28,589.326,18.06,
589.549,15.5,589.549,11.28,589.549,22.06,
589.771,14.5,589.771,12.28,589.771,16.06,
589.994,11.5,589.994,13.28,589.994,15.06,
590.217,16.5,590.217,17.28,590.217,24.06,
