HD spec 1 wave,HD spec 1 intensity,HD spec 2 wave,HD spec 2 intensity,HD spec 3 wave,HD spec 3 intensity,HD average intensity,,,goal: determine wavelengths of peaks,,,,,Links ,
670.742,20.08,670.742,31.77,670.742,12.92,21.59,,,,,,,,,
670.754,17.08,670.754,21.77,670.754,5.92,14.92333333,,,,,,,,,
670.766,11.08,670.766,15.77,670.766,11.92,12.92333333,,,,,,,,,
670.777,12.08,670.777,8.77,670.777,4.92,8.59,,,,,,,,,
670.789,8.08,670.789,10.77,670.789,-3.08,5.256666667,,,,,,,,,
670.8,1.08,670.8,1.77,670.8,2.92,1.923333333,,,,,,,,,
670.812,5.08,670.812,1.77,670.812,4.92,3.923333333,,,,,,,,,
670.824,8.08,670.824,3.77,670.824,10.92,7.59,,,,,,,,,
670.835,5.08,670.835,18.77,670.835,5.92,9.923333333,,,,,,,,,
670.847,8.08,670.847,23.77,670.847,1.92,11.25666667,,,,,,,,,
670.858,4.08,670.858,12.77,670.858,-3.08,4.59,,,,,,,,,
670.87,9.08,670.87,9.77,670.87,4.92,7.923333333,,,,,,,,,
670.881,8.08,670.881,11.77,670.881,3.92,7.923333333,,,,,,,,,
670.893,0.08,670.893,-6.23,670.893,-5.08,-3.743333333,,,,,,,,,
670.905,5.08,670.905,8.77,670.905,-5.08,2.923333333,,,,,,,,,
670.916,11.08,670.916,4.77,670.916,-6.08,3.256666667,,,,,,,,,
670.928,9.08,670.928,11.77,670.928,13.92,11.59,,,,,,,,,
670.939,4.08,670.939,15.77,670.939,7.92,9.256666667,,,,,,,,,
670.951,2.08,670.951,23.77,670.951,1.92,9.256666667,,,,,,,,,
670.962,5.08,670.962,5.77,670.962,-8.08,0.9233333333,,,,,,,,,
670.974,9.08,670.974,-1.23,670.974,-13.08,-1.743333333,,,,,,,,,
670.986,8.08,670.986,-5.23,670.986,1.92,1.59,,,,,,,,,
670.997,-7.92,670.997,-4.23,670.997,-2.08,-4.743333333,,,,,,,,,
671.009,-1.92,671.009,6.77,671.009,1.92,2.256666667,,,,,,,,,
671.02,5.08,671.02,10.77,671.02,-0.08,5.256666667,,,,,,,,,
671.032,-6.92,671.032,-9.23,671.032,-8.08,-8.076666667,,,,,,,,,
671.043,0.08,671.043,4.77,671.043,-0.08,1.59,,,,,,,,,
671.055,1.08,671.055,12.77,671.055,-3.08,3.59,,,,,,,,,
671.066,19.08,671.066,9.77,671.066,5.92,11.59,,,,,,,,,
671.078,0.08,671.078,3.77,671.078,4.92,2.923333333,,,,,,,,,
671.089,0.08,671.089,4.77,671.089,18.92,7.923333333,,,,,,,,,
671.101,8.08,671.101,14.77,671.101,12.92,11.92333333,,,,,,,,,
671.112,9.08,671.112,12.77,671.112,21.92,14.59,,,,,,,,,
671.124,24.08,671.124,12.77,671.124,12.92,16.59,,,,,,,,,
671.135,18.08,671.135,21.77,671.135,-0.08,13.25666667,,,,,,,,,
671.147,-2.92,671.147,7.77,671.147,2.92,2.59,,,,,,,,,
671.158,-11.92,671.158,5.77,671.158,-5.08,-3.743333333,,,,,,,,,
671.17,15.08,671.17,14.77,671.17,-1.08,9.59,,,,,,,,,
671.181,32.08,671.181,20.77,671.181,12.92,21.92333333,,,,,,,,,
671.193,16.08,671.193,15.77,671.193,39.92,23.92333333,,,,,,,,,
671.204,22.08,671.204,9.77,671.204,9.92,13.92333333,,,,,,,,,
671.216,16.08,671.216,0.77,671.216,-6.08,3.59,,,,,,,,,
671.227,2.08,671.227,-4.23,671.227,-6.08,-2.743333333,,,,,,,,,
671.239,-4.92,671.239,8.77,671.239,-2.08,0.59,,,,,,,,,
671.25,-0.92,671.25,7.77,671.25,5.92,4.256666667,,,,,,,,,
671.262,4.08,671.262,5.77,671.262,4.92,4.923333333,,,,,,,,,
671.273,2.08,671.273,-2.23,671.273,-0.08,-0.07666666667,,,,,,,,,
671.285,6.08,671.285,4.77,671.285,-6.08,1.59,,,,,,,,,
671.296,8.08,671.296,-3.23,671.296,-11.08,-2.076666667,,,,,,,,,
671.308,11.08,671.308,3.77,671.308,16.92,10.59,,,,,,,,,
671.319,-4.92,671.319,-2.23,671.319,16.92,3.256666667,,,,,,,,,
671.331,1.08,671.331,15.77,671.331,-9.08,2.59,,,,,,,,,
671.342,7.08,671.342,20.77,671.342,-0.08,9.256666667,,,,,,,,,
671.354,16.08,671.354,12.77,671.354,0.92,9.923333333,,,,,,,,,
671.365,17.08,671.365,1.77,671.365,-1.08,5.923333333,,,,,,,,,
671.377,-8.92,671.377,-7.23,671.377,-1.08,-5.743333333,,,,,,,,,
671.388,-5.92,671.388,4.77,671.388,-3.08,-1.41,,,,,,,,,
671.4,3.08,671.4,-0.23,671.4,-3.08,-0.07666666667,,,,,,,,,
671.411,-0.92,671.411,8.77,671.411,-8.08,-0.07666666667,,,,,,,,,
671.423,-10.92,671.423,0.77,671.423,-5.08,-5.076666667,,,,,,,,,
671.434,3.08,671.434,10.77,671.434,6.92,6.923333333,,,,,,,,,
671.446,15.08,671.446,14.77,671.446,8.92,12.92333333,,,,,,,,,
671.457,15.08,671.457,0.77,671.457,-4.08,3.923333333,,,,,,,,,
671.468,41.08,671.468,10.77,671.468,-2.08,16.59,,,,,,,,,
671.48,23.08,671.48,14.77,671.48,11.92,16.59,,,,,,,,,
671.491,2.08,671.491,18.77,671.491,5.92,8.923333333,,,,,,,,,
671.503,7.08,671.503,22.77,671.503,20.92,16.92333333,,,,,,,,,
671.514,5.08,671.514,12.77,671.514,1.92,6.59,,,,,,,,,
671.526,5.08,671.526,1.77,671.526,-1.08,1.923333333,,,,,,,,,
671.537,-4.92,671.537,-5.23,671.537,5.92,-1.41,,,,,,,,,
671.548,-7.92,671.548,-8.23,671.548,-3.08,-6.41,,,,,,,,,
671.56,12.08,671.56,0.77,671.56,-0.08,4.256666667,,,,,,,,,
671.571,15.08,671.571,-0.23,671.571,2.92,5.923333333,,,,,,,,,
671.583,-1.92,671.583,7.77,671.583,-4.08,0.59,,,,,,,,,
671.594,3.08,671.594,30.77,671.594,1.92,11.92333333,,,,,,,,,
671.606,27.08,671.606,17.77,671.606,18.92,21.25666667,,,,,,,,,
671.617,26.08,671.617,10.77,671.617,6.92,14.59,,,,,,,,,
671.628,25.08,671.628,2.77,671.628,7.92,11.92333333,,,,,,,,,
671.64,12.08,671.64,7.77,671.64,6.92,8.923333333,,,,,,,,,
671.651,11.08,671.651,6.77,671.651,1.92,6.59,,,,,,,,,
671.663,9.08,671.663,6.77,671.663,-7.08,2.923333333,,,,,,,,,
671.674,-7.92,671.674,-4.23,671.674,-9.08,-7.076666667,,,,,,,,,
671.685,1.08,671.685,8.77,671.685,-5.08,1.59,,,,,,,,,
671.697,5.08,671.697,0.77,671.697,-11.08,-1.743333333,,,,,,,,,
671.708,6.08,671.708,-3.23,671.708,1.92,1.59,,,,,,,,,
671.72,8.08,671.72,4.77,671.72,18.92,10.59,,,,,,,,,
671.731,-4.92,671.731,-4.23,671.731,2.92,-2.076666667,,,,,,,,,
671.742,-7.92,671.742,8.77,671.742,-1.08,-0.07666666667,,,,,,,,,
671.754,8.08,671.754,15.77,671.754,-0.08,7.923333333,,,,,,,,,
671.765,1.08,671.765,-2.23,671.765,1.92,0.2566666667,,,,,,,,,
671.777,-11.92,671.777,-0.23,671.777,-14.08,-8.743333333,,,,,,,,,
671.788,-0.92,671.788,4.77,671.788,-2.08,0.59,,,,,,,,,
671.799,12.08,671.799,26.77,671.799,5.92,14.92333333,,,,,,,,,
671.811,21.08,671.811,20.77,671.811,13.92,18.59,,,,,,,,,
671.822,18.08,671.822,22.77,671.822,24.92,21.92333333,,,,,,,,,
671.833,3.08,671.833,9.77,671.833,-6.08,2.256666667,,,,,,,,,
671.845,3.08,671.845,11.77,671.845,-0.08,4.923333333,,,,,,,,,
671.856,23.08,671.856,15.77,671.856,9.92,16.25666667,,,,,,,,,
671.868,22.08,671.868,16.77,671.868,12.92,17.25666667,,,,,,,,,
671.879,33.08,671.879,35.77,671.879,19.92,29.59,,,,,,,,,
671.89,32.08,671.89,47.77,671.89,28.92,36.25666667,,,,,,,,,
671.902,12.08,671.902,5.77,671.902,-3.08,4.923333333,,,,,,,,,
671.913,1.08,671.913,1.77,671.913,-20.08,-5.743333333,,,,,,,,,
671.924,4.08,671.924,-3.23,671.924,-14.08,-4.41,,,,,,,,,
671.936,1.08,671.936,3.77,671.936,7.92,4.256666667,,,,,,,,,
671.947,4.08,671.947,7.77,671.947,3.92,5.256666667,,,,,,,,,
671.958,27.08,671.958,8.77,671.958,-2.08,11.25666667,,,,,,,,,
671.97,33.08,671.97,14.77,671.97,19.92,22.59,,,,,,,,,
671.981,18.08,671.981,12.77,671.981,11.92,14.25666667,,,,,,,,,
671.992,7.08,671.992,12.77,671.992,7.92,9.256666667,,,,,,,,,
672.004,-9.92,672.004,-4.23,672.004,-10.08,-8.076666667,,,,,,,,,
672.015,4.08,672.015,8.77,672.015,9.92,7.59,,,,,,,,,
672.026,3.08,672.026,4.77,672.026,5.92,4.59,,,,,,,,,
672.038,9.08,672.038,7.77,672.038,-5.08,3.923333333,,,,,,,,,
672.049,0.08,672.049,21.77,672.049,-5.08,5.59,,,,,,,,,
672.06,0.08,672.06,9.77,672.06,-1.08,2.923333333,,,,,,,,,
672.072,-4.92,672.072,5.77,672.072,-12.08,-3.743333333,,,,,,,,,
672.083,-11.92,672.083,4.77,672.083,-11.08,-6.076666667,,,,,,,,,
672.094,0.08,672.094,2.77,672.094,-2.08,0.2566666667,,,,,,,,,
672.106,35.08,672.106,14.77,672.106,24.92,24.92333333,,,,,,,,,
672.117,51.08,672.117,31.77,672.117,28.92,37.25666667,,,,,,,,,
672.128,19.08,672.128,15.77,672.128,16.92,17.25666667,,,,,,,,,
672.139,-4.92,672.139,18.77,672.139,-18.08,-1.41,,,,,,,,,
672.151,4.08,672.151,7.77,672.151,-13.08,-0.41,,,,,,,,,
672.162,3.08,672.162,-3.23,672.162,-3.08,-1.076666667,,,,,,,,,
672.173,10.08,672.173,-1.23,672.173,5.92,4.923333333,,,,,,,,,
672.185,8.08,672.185,8.77,672.185,-0.08,5.59,,,,,,,,,
672.196,7.08,672.196,16.77,672.196,10.92,11.59,,,,,,,,,
672.207,19.08,672.207,21.77,672.207,9.92,16.92333333,,,,,,,,,
672.219,15.08,672.219,16.77,672.219,16.92,16.25666667,,,,,,,,,
672.23,30.08,672.23,19.77,672.23,24.92,24.92333333,,,,,,,,,
672.241,30.08,672.241,21.77,672.241,36.92,29.59,,,,,,,,,
672.252,-3.92,672.252,13.77,672.252,18.92,9.59,,,,,,,,,
672.264,-2.92,672.264,2.77,672.264,-0.08,-0.07666666667,,,,,,,,,
672.275,-4.92,672.275,13.77,672.275,-0.08,2.923333333,,,,,,,,,
672.286,4.08,672.286,25.77,672.286,23.92,17.92333333,,,,,,,,,
672.297,8.08,672.297,19.77,672.297,9.92,12.59,,,,,,,,,
672.309,6.08,672.309,-0.23,672.309,-4.08,0.59,,,,,,,,,
672.32,14.08,672.32,2.77,672.32,-1.08,5.256666667,,,,,,,,,
672.331,14.08,672.331,-3.23,672.331,0.92,3.923333333,,,,,,,,,
672.342,16.08,672.342,7.77,672.342,3.92,9.256666667,,,,,,,,,
672.354,6.08,672.354,-3.23,672.354,-5.08,-0.7433333333,,,,,,,,,
672.365,2.08,672.365,-6.23,672.365,-6.08,-3.41,,,,,,,,,
672.376,13.08,672.376,11.77,672.376,-2.08,7.59,,,,,,,,,
672.387,1.08,672.387,4.77,672.387,-12.08,-2.076666667,,,,,,,,,
672.399,2.08,672.399,5.77,672.399,-15.08,-2.41,,,,,,,,,
672.41,4.08,672.41,-5.23,672.41,-9.08,-3.41,,,,,,,,,
672.421,1.08,672.421,-2.23,672.421,14.92,4.59,,,,,,,,,
672.432,11.08,672.432,21.77,672.432,20.92,17.92333333,,,,,,,,,
672.444,17.08,672.444,33.77,672.444,8.92,19.92333333,,,,,,,,,
672.455,-12.92,672.455,19.77,672.455,0.92,2.59,,,,,,,,,
672.466,11.08,672.466,11.77,672.466,16.92,13.25666667,,,,,,,,,
672.477,28.08,672.477,-6.23,672.477,2.92,8.256666667,,,,,,,,,
672.489,14.08,672.489,11.77,672.489,11.92,12.59,,,,,,,,,
672.5,3.08,672.5,4.77,672.5,15.92,7.923333333,,,,,,,,,
672.511,18.08,672.511,16.77,672.511,-2.08,10.92333333,,,,,,,,,
672.522,5.08,672.522,10.77,672.522,6.92,7.59,,,,,,,,,
672.533,12.08,672.533,3.77,672.533,12.92,9.59,,,,,,,,,
672.545,9.08,672.545,2.77,672.545,4.92,5.59,,,,,,,,,
672.556,20.08,672.556,13.77,672.556,13.92,15.92333333,,,,,,,,,
672.567,18.08,672.567,8.77,672.567,-11.08,5.256666667,,,,,,,,,
672.578,7.08,672.578,5.77,672.578,-14.08,-0.41,,,,,,,,,
672.59,17.08,672.59,-4.23,672.59,4.92,5.923333333,,,,,,,,,
672.601,16.08,672.601,-0.23,672.601,-3.08,4.256666667,,,,,,,,,
672.612,6.08,672.612,7.77,672.612,-4.08,3.256666667,,,,,,,,,
672.623,9.08,672.623,16.77,672.623,-4.08,7.256666667,,,,,,,,,
672.634,29.08,672.634,11.77,672.634,-9.08,10.59,,,,,,,,,
672.646,17.08,672.646,23.77,672.646,-9.08,10.59,,,,,,,,,
672.657,-1.92,672.657,21.77,672.657,-7.08,4.256666667,,,,,,,,,
672.668,-4.92,672.668,3.77,672.668,-3.08,-1.41,,,,,,,,,
672.679,-2.92,672.679,5.77,672.679,5.92,2.923333333,,,,,,,,,
672.69,1.08,672.69,9.77,672.69,3.92,4.923333333,,,,,,,,,
672.701,10.08,672.701,1.77,672.701,9.92,7.256666667,,,,,,,,,
672.713,14.08,672.713,13.77,672.713,10.92,12.92333333,,,,,,,,,
672.724,-3.92,672.724,2.77,672.724,-2.08,-1.076666667,,,,,,,,,
672.735,-4.92,672.735,1.77,672.735,-13.08,-5.41,,,,,,,,,
672.746,17.08,672.746,13.77,672.746,4.92,11.92333333,,,,,,,,,
672.757,12.08,672.757,3.77,672.757,0.92,5.59,,,,,,,,,
672.768,11.08,672.768,14.77,672.768,14.92,13.59,,,,,,,,,
672.78,11.08,672.78,11.77,672.78,2.92,8.59,,,,,,,,,
672.791,24.08,672.791,4.77,672.791,-9.08,6.59,,,,,,,,,
672.802,12.08,672.802,-6.23,672.802,-12.08,-2.076666667,,,,,,,,,
672.813,19.08,672.813,3.77,672.813,15.92,12.92333333,,,,,,,,,
672.824,10.08,672.824,3.77,672.824,8.92,7.59,,,,,,,,,
672.835,15.08,672.835,4.77,672.835,2.92,7.59,,,,,,,,,
672.847,-4.92,672.847,12.77,672.847,5.92,4.59,,,,,,,,,
672.858,-6.92,672.858,13.77,672.858,-2.08,1.59,,,,,,,,,
672.869,-0.92,672.869,3.77,672.869,0.92,1.256666667,,,,,,,,,
672.88,10.08,672.88,12.77,672.88,2.92,8.59,,,,,,,,,
672.891,-6.92,672.891,0.77,672.891,5.92,-0.07666666667,,,,,,,,,
672.902,12.08,672.902,7.77,672.902,2.92,7.59,,,,,,,,,
672.913,17.08,672.913,2.77,672.913,11.92,10.59,,,,,,,,,
672.925,21.08,672.925,2.77,672.925,5.92,9.923333333,,,,,,,,,
672.936,10.08,672.936,-0.23,672.936,0.92,3.59,,,,,,,,,
672.947,29.08,672.947,18.77,672.947,17.92,21.92333333,,,,,,,,,
672.958,18.08,672.958,24.77,672.958,4.92,15.92333333,,,,,,,,,
672.969,-15.92,672.969,3.77,672.969,-3.08,-5.076666667,,,,,,,,,
672.98,-2.92,672.98,13.77,672.98,8.92,6.59,,,,,,,,,
672.991,14.08,672.991,18.77,672.991,1.92,11.59,,,,,,,,,
673.002,12.08,673.002,-0.23,673.002,-4.08,2.59,,,,,,,,,
673.013,1.08,673.013,0.77,673.013,-0.08,0.59,,,,,,,,,
673.025,-0.92,673.025,8.77,673.025,3.92,3.923333333,,,,,,,,,
673.036,5.08,673.036,12.77,673.036,6.92,8.256666667,,,,,,,,,
673.047,13.08,673.047,19.77,673.047,1.92,11.59,,,,,,,,,
673.058,9.08,673.058,0.77,673.058,-3.08,2.256666667,,,,,,,,,
673.069,14.08,673.069,2.77,673.069,-2.08,4.923333333,,,,,,,,,
673.08,10.08,673.08,10.77,673.08,5.92,8.923333333,,,,,,,,,
673.091,6.08,673.091,12.77,673.091,12.92,10.59,,,,,,,,,
673.102,-1.92,673.102,-5.23,673.102,-12.08,-6.41,,,,,,,,,
673.113,8.08,673.113,10.77,673.113,10.92,9.923333333,,,,,,,,,
673.124,25.08,673.124,26.77,673.124,27.92,26.59,,,,,,,,,
673.136,12.08,673.136,11.77,673.136,30.92,18.25666667,,,,,,,,,
673.147,8.08,673.147,6.77,673.147,17.92,10.92333333,,,,,,,,,
673.158,0.08,673.158,12.77,673.158,8.92,7.256666667,,,,,,,,,
673.169,10.08,673.169,9.77,673.169,4.92,8.256666667,,,,,,,,,
673.18,12.08,673.18,18.77,673.18,-2.08,9.59,,,,,,,,,
673.191,-7.92,673.191,-1.23,673.191,-8.08,-5.743333333,,,,,,,,,
673.202,5.08,673.202,15.77,673.202,1.92,7.59,,,,,,,,,
673.213,-0.92,673.213,13.77,673.213,2.92,5.256666667,,,,,,,,,
673.224,19.08,673.224,7.77,673.224,17.92,14.92333333,,,,,,,,,
673.235,9.08,673.235,7.77,673.235,6.92,7.923333333,,,,,,,,,
673.246,5.08,673.246,3.77,673.246,2.92,3.923333333,,,,,,,,,
673.257,0.08,673.257,13.77,673.257,7.92,7.256666667,,,,,,,,,
673.268,9.08,673.268,9.77,673.268,4.92,7.923333333,,,,,,,,,
673.279,19.08,673.279,-7.23,673.279,10.92,7.59,,,,,,,,,
673.29,9.08,673.29,-2.23,673.29,-7.08,-0.07666666667,,,,,,,,,
673.301,23.08,673.301,11.77,673.301,10.92,15.25666667,,,,,,,,,
673.313,4.08,673.313,18.77,673.313,8.92,10.59,,,,,,,,,
673.324,0.08,673.324,11.77,673.324,8.92,6.923333333,,,,,,,,,
673.335,-0.92,673.335,1.77,673.335,-6.08,-1.743333333,,,,,,,,,
673.346,6.08,673.346,3.77,673.346,12.92,7.59,,,,,,,,,
673.357,3.08,673.357,16.77,673.357,-2.08,5.923333333,,,,,,,,,
673.368,-4.92,673.368,4.77,673.368,-14.08,-4.743333333,,,,,,,,,
673.379,0.08,673.379,15.77,673.379,8.92,8.256666667,,,,,,,,,
673.39,8.08,673.39,14.77,673.39,20.92,14.59,,,,,,,,,
673.401,25.08,673.401,1.77,673.401,16.92,14.59,,,,,,,,,
673.412,15.08,673.412,9.77,673.412,-2.08,7.59,,,,,,,,,
673.423,29.08,673.423,22.77,673.423,6.92,19.59,,,,,,,,,
673.434,-3.92,673.434,11.77,673.434,8.92,5.59,,,,,,,,,
673.445,9.08,673.445,12.77,673.445,19.92,13.92333333,,,,,,,,,
673.456,8.08,673.456,7.77,673.456,-4.08,3.923333333,,,,,,,,,
673.467,-5.92,673.467,3.77,673.467,-15.08,-5.743333333,,,,,,,,,
673.478,16.08,673.478,19.77,673.478,9.92,15.25666667,,,,,,,,,
673.489,19.08,673.489,21.77,673.489,17.92,19.59,,,,,,,,,
673.5,-1.92,673.5,17.77,673.5,4.92,6.923333333,,,,,,,,,
673.511,7.08,673.511,15.77,673.511,15.92,12.92333333,,,,,,,,,
673.522,4.08,673.522,9.77,673.522,17.92,10.59,,,,,,,,,
673.533,23.08,673.533,25.77,673.533,22.92,23.92333333,,,,,,,,,
673.544,19.08,673.544,15.77,673.544,-0.08,11.59,,,,,,,,,
673.555,16.08,673.555,-8.23,673.555,2.92,3.59,,,,,,,,,
673.566,26.08,673.566,12.77,673.566,19.92,19.59,,,,,,,,,
673.577,14.08,673.577,19.77,673.577,29.92,21.25666667,,,,,,,,,
673.588,11.08,673.588,17.77,673.588,-2.08,8.923333333,,,,,,,,,
673.599,28.08,673.599,24.77,673.599,7.92,20.25666667,,,,,,,,,
673.61,7.08,673.61,9.77,673.61,4.92,7.256666667,,,,,,,,,
673.621,14.08,673.621,23.77,673.621,21.92,19.92333333,,,,,,,,,
673.632,48.08,673.632,43.77,673.632,40.92,44.25666667,,,,,,,,,
673.643,24.08,673.643,19.77,673.643,7.92,17.25666667,,,,,,,,,
673.654,6.08,673.654,0.77,673.654,-16.08,-3.076666667,,,,,,,,,
673.665,24.08,673.665,4.77,673.665,4.92,11.25666667,,,,,,,,,
673.676,8.08,673.676,9.77,673.676,3.92,7.256666667,,,,,,,,,
673.687,9.08,673.687,27.77,673.687,-1.08,11.92333333,,,,,,,,,
673.698,7.08,673.698,5.77,673.698,-1.08,3.923333333,,,,,,,,,
673.709,7.08,673.709,6.77,673.709,23.92,12.59,,,,,,,,,
673.719,10.08,673.719,9.77,673.719,11.92,10.59,,,,,,,,,
673.73,16.08,673.73,27.77,673.73,20.92,21.59,,,,,,,,,
673.741,45.08,673.741,45.77,673.741,52.92,47.92333333,,,,,,,,,
673.752,34.08,673.752,32.77,673.752,42.92,36.59,,,,,,,,,
673.763,39.08,673.763,37.77,673.763,37.92,38.25666667,,,,,,,,,
673.774,3.08,673.774,15.77,673.774,6.92,8.59,,,,,,,,,
673.785,13.08,673.785,5.77,673.785,4.92,7.923333333,,,,,,,,,
673.796,12.08,673.796,5.77,673.796,-0.08,5.923333333,,,,,,,,,
673.807,7.08,673.807,28.77,673.807,5.92,13.92333333,,,,,,,,,
673.818,7.08,673.818,6.77,673.818,2.92,5.59,,,,,,,,,
673.829,18.08,673.829,9.77,673.829,18.92,15.59,,,,,,,,,
673.84,19.08,673.84,20.77,673.84,10.92,16.92333333,,,,,,,,,
673.851,17.08,673.851,27.77,673.851,8.92,17.92333333,,,,,,,,,
673.862,5.08,673.862,13.77,673.862,8.92,9.256666667,,,,,,,,,
673.873,-3.92,673.873,5.77,673.873,-3.08,-0.41,,,,,,,,,
673.883,11.08,673.883,11.77,673.883,12.92,11.92333333,,,,,,,,,
673.894,10.08,673.894,13.77,673.894,-12.08,3.923333333,,,,,,,,,
673.905,24.08,673.905,5.77,673.905,8.92,12.92333333,,,,,,,,,
673.916,21.08,673.916,0.77,673.916,4.92,8.923333333,,,,,,,,,
673.927,11.08,673.927,1.77,673.927,-8.08,1.59,,,,,,,,,
673.938,3.08,673.938,18.77,673.938,6.92,9.59,,,,,,,,,
673.949,1.08,673.949,6.77,673.949,-3.08,1.59,,,,,,,,,
673.96,15.08,673.96,6.77,673.96,15.92,12.59,,,,,,,,,
673.971,3.08,673.971,15.77,673.971,7.92,8.923333333,,,,,,,,,
673.982,13.08,673.982,13.77,673.982,20.92,15.92333333,,,,,,,,,
673.993,14.08,673.993,14.77,673.993,25.92,18.25666667,,,,,,,,,
674.003,11.08,674.003,17.77,674.003,14.92,14.59,,,,,,,,,
674.014,6.08,674.014,2.77,674.014,-12.08,-1.076666667,,,,,,,,,
674.025,2.08,674.025,0.77,674.025,-10.08,-2.41,,,,,,,,,
674.036,-12.92,674.036,2.77,674.036,-8.08,-6.076666667,,,,,,,,,
674.047,-5.92,674.047,14.77,674.047,-11.08,-0.7433333333,,,,,,,,,
674.058,6.08,674.058,15.77,674.058,-5.08,5.59,,,,,,,,,
674.069,15.08,674.069,12.77,674.069,17.92,15.25666667,,,,,,,,,
674.08,27.08,674.08,16.77,674.08,23.92,22.59,,,,,,,,,
674.09,25.08,674.09,44.77,674.09,26.92,32.25666667,,,,,,,,,
674.101,-0.92,674.101,13.77,674.101,-10.08,0.9233333333,,,,,,,,,
674.112,-16.92,674.112,0.77,674.112,-16.08,-10.74333333,,,,,,,,,
674.123,-1.92,674.123,17.77,674.123,4.92,6.923333333,,,,,,,,,
674.134,-4.92,674.134,23.77,674.134,20.92,13.25666667,,,,,,,,,
674.145,4.08,674.145,17.77,674.145,-8.08,4.59,,,,,,,,,
674.156,12.08,674.156,4.77,674.156,-1.08,5.256666667,,,,,,,,,
674.166,6.08,674.166,-4.23,674.166,7.92,3.256666667,,,,,,,,,
674.177,5.08,674.177,-7.23,674.177,-5.08,-2.41,,,,,,,,,
674.188,6.08,674.188,-4.23,674.188,-2.08,-0.07666666667,,,,,,,,,
674.199,-2.92,674.199,0.77,674.199,-3.08,-1.743333333,,,,,,,,,
674.21,-1.92,674.21,-7.23,674.21,-4.08,-4.41,,,,,,,,,
674.221,11.08,674.221,7.77,674.221,7.92,8.923333333,,,,,,,,,
674.232,9.08,674.232,5.77,674.232,-0.08,4.923333333,,,,,,,,,
674.242,-4.92,674.242,-4.23,674.242,-7.08,-5.41,,,,,,,,,
674.253,-1.92,674.253,16.77,674.253,-6.08,2.923333333,,,,,,,,,
674.264,19.08,674.264,32.77,674.264,1.92,17.92333333,,,,,,,,,
674.275,11.08,674.275,16.77,674.275,4.92,10.92333333,,,,,,,,,
674.286,6.08,674.286,5.77,674.286,-2.08,3.256666667,,,,,,,,,
674.297,-2.92,674.297,11.77,674.297,-13.08,-1.41,,,,,,,,,
674.307,-0.92,674.307,6.77,674.307,0.92,2.256666667,,,,,,,,,
674.318,-6.92,674.318,3.77,674.318,-2.08,-1.743333333,,,,,,,,,
674.329,-2.92,674.329,5.77,674.329,6.92,3.256666667,,,,,,,,,
674.34,19.08,674.34,2.77,674.34,0.92,7.59,,,,,,,,,
674.351,23.08,674.351,-3.23,674.351,9.92,9.923333333,,,,,,,,,
674.361,-8.92,674.361,0.77,674.361,5.92,-0.7433333333,,,,,,,,,
674.372,3.08,674.372,23.77,674.372,5.92,10.92333333,,,,,,,,,
674.383,-7.92,674.383,-5.23,674.383,-9.08,-7.41,,,,,,,,,
674.394,-8.92,674.394,-7.23,674.394,-5.08,-7.076666667,,,,,,,,,
674.405,12.08,674.405,19.77,674.405,20.92,17.59,,,,,,,,,
674.415,13.08,674.415,6.77,674.415,17.92,12.59,,,,,,,,,
674.426,-6.92,674.426,7.77,674.426,-1.08,-0.07666666667,,,,,,,,,
674.437,-7.92,674.437,13.77,674.437,-4.08,0.59,,,,,,,,,
674.448,3.08,674.448,2.77,674.448,-1.08,1.59,,,,,,,,,
674.459,13.08,674.459,7.77,674.459,16.92,12.59,,,,,,,,,
674.469,13.08,674.469,8.77,674.469,5.92,9.256666667,,,,,,,,,
674.48,20.08,674.48,20.77,674.48,4.92,15.25666667,,,,,,,,,
674.491,1.08,674.491,9.77,674.491,-1.08,3.256666667,,,,,,,,,
674.502,2.08,674.502,-1.23,674.502,7.92,2.923333333,,,,,,,,,
674.512,9.08,674.512,-3.23,674.512,-4.08,0.59,,,,,,,,,
674.523,0.08,674.523,-1.23,674.523,-29.08,-10.07666667,,,,,,,,,
674.534,-6.92,674.534,3.77,674.534,-31.08,-11.41,,,,,,,,,
674.545,4.08,674.545,-0.23,674.545,-6.08,-0.7433333333,,,,,,,,,
674.556,16.08,674.556,4.77,674.556,-7.08,4.59,,,,,,,,,
674.566,2.08,674.566,3.77,674.566,3.92,3.256666667,,,,,,,,,
674.577,3.08,674.577,-3.23,674.577,0.92,0.2566666667,,,,,,,,,
674.588,12.08,674.588,7.77,674.588,3.92,7.923333333,,,,,,,,,
674.599,15.08,674.599,11.77,674.599,4.92,10.59,,,,,,,,,
674.609,0.08,674.609,14.77,674.609,3.92,6.256666667,,,,,,,,,
674.62,6.08,674.62,13.77,674.62,18.92,12.92333333,,,,,,,,,
674.631,11.08,674.631,11.77,674.631,8.92,10.59,,,,,,,,,
674.642,-0.92,674.642,5.77,674.642,-7.08,-0.7433333333,,,,,,,,,
674.652,8.08,674.652,13.77,674.652,-12.08,3.256666667,,,,,,,,,
674.663,1.08,674.663,22.77,674.663,-8.08,5.256666667,,,,,,,,,
674.674,-0.92,674.674,28.77,674.674,10.92,12.92333333,,,,,,,,,
674.685,21.08,674.685,32.77,674.685,21.92,25.25666667,,,,,,,,,
