HD spec 1 wave,HD spec 1 intensity,HD spec 2 wave,HD spec 2 intensity,HD spec 3 wave,HD spec 3 intensity,HD average intensity,,,goal: determine wavelengths of peaks,,,,,Links ,
643.731,-5.92,643.731,4.77,643.731,-12.08,-4.41,,,,,,,,,
643.748,-3.92,643.748,5.77,643.748,-18.08,-5.41,,,,,,,,,
643.764,1.08,643.764,10.77,643.764,-9.08,0.9233333333,,,,,,,,,
643.78,-0.92,643.78,4.77,643.78,-24.08,-6.743333333,,,,,,,,,
643.797,0.08,643.797,-4.23,643.797,-10.08,-4.743333333,,,,,,,,,
643.813,-1.92,643.813,-11.23,643.813,-9.08,-7.41,,,,,,,,,
643.829,-9.92,643.829,-5.23,643.829,-0.08,-5.076666667,,,,,,,,,
643.846,1.08,643.846,-13.23,643.846,-5.08,-5.743333333,,,,,,,,,
643.862,18.08,643.862,-3.23,643.862,5.92,6.923333333,,,,,,,,,
643.878,13.08,643.878,-1.23,643.878,9.92,7.256666667,,,,,,,,,
643.895,12.08,643.895,10.77,643.895,6.92,9.923333333,,,,,,,,,
643.911,13.08,643.911,-1.23,643.911,-11.08,0.2566666667,,,,,,,,,
643.927,22.08,643.927,-2.23,643.927,-0.08,6.59,,,,,,,,,
643.943,18.08,643.943,5.77,643.943,1.92,8.59,,,,,,,,,
643.96,2.08,643.96,-6.23,643.96,-9.08,-4.41,,,,,,,,,
643.976,-5.92,643.976,-5.23,643.976,-8.08,-6.41,,,,,,,,,
643.992,-7.92,643.992,5.77,643.992,-2.08,-1.41,,,,,,,,,
644.009,5.08,644.009,17.77,644.009,14.92,12.59,,,,,,,,,
644.025,3.08,644.025,3.77,644.025,2.92,3.256666667,,,,,,,,,
644.041,-4.92,644.041,8.77,644.041,-11.08,-2.41,,,,,,,,,
644.058,4.08,644.058,19.77,644.058,-9.08,4.923333333,,,,,,,,,
644.074,15.08,644.074,9.77,644.074,-7.08,5.923333333,,,,,,,,,
644.09,2.08,644.09,-3.23,644.09,4.92,1.256666667,,,,,,,,,
644.106,5.08,644.106,14.77,644.106,-8.08,3.923333333,,,,,,,,,
644.123,3.08,644.123,19.77,644.123,-8.08,4.923333333,,,,,,,,,
644.139,-0.92,644.139,6.77,644.139,-1.08,1.59,,,,,,,,,
644.155,7.08,644.155,-2.23,644.155,5.92,3.59,,,,,,,,,
644.172,6.08,644.172,1.77,644.172,-5.08,0.9233333333,,,,,,,,,
644.188,27.08,644.188,12.77,644.188,2.92,14.25666667,,,,,,,,,
644.204,8.08,644.204,8.77,644.204,9.92,8.923333333,,,,,,,,,
644.22,6.08,644.22,9.77,644.22,0.92,5.59,,,,,,,,,
644.237,12.08,644.237,7.77,644.237,8.92,9.59,,,,,,,,,
644.253,-3.92,644.253,-4.23,644.253,-4.08,-4.076666667,,,,,,,,,
644.269,9.08,644.269,5.77,644.269,-1.08,4.59,,,,,,,,,
644.286,4.08,644.286,8.77,644.286,-2.08,3.59,,,,,,,,,
644.302,-7.92,644.302,11.77,644.302,-6.08,-0.7433333333,,,,,,,,,
644.318,14.08,644.318,7.77,644.318,-5.08,5.59,,,,,,,,,
644.334,14.08,644.334,17.77,644.334,8.92,13.59,,,,,,,,,
644.351,12.08,644.351,27.77,644.351,20.92,20.25666667,,,,,,,,,
644.367,-2.92,644.367,12.77,644.367,5.92,5.256666667,,,,,,,,,
644.383,-0.92,644.383,9.77,644.383,2.92,3.923333333,,,,,,,,,
644.399,-2.92,644.399,13.77,644.399,-10.08,0.2566666667,,,,,,,,,
644.416,-3.92,644.416,11.77,644.416,0.92,2.923333333,,,,,,,,,
644.432,5.08,644.432,1.77,644.432,-3.08,1.256666667,,,,,,,,,
644.448,-4.92,644.448,-15.23,644.448,-7.08,-9.076666667,,,,,,,,,
644.464,-14.92,644.464,-19.23,644.464,-1.08,-11.74333333,,,,,,,,,
644.481,-10.92,644.481,6.77,644.481,-8.08,-4.076666667,,,,,,,,,
644.497,-1.92,644.497,10.77,644.497,-6.08,0.9233333333,,,,,,,,,
644.513,5.08,644.513,10.77,644.513,-1.08,4.923333333,,,,,,,,,
644.529,0.08,644.529,-2.23,644.529,-10.08,-4.076666667,,,,,,,,,
644.545,1.08,644.545,13.77,644.545,4.92,6.59,,,,,,,,,
644.562,-5.92,644.562,4.77,644.562,-2.08,-1.076666667,,,,,,,,,
644.578,10.08,644.578,-6.23,644.578,5.92,3.256666667,,,,,,,,,
644.594,3.08,644.594,0.77,644.594,9.92,4.59,,,,,,,,,
644.61,11.08,644.61,-3.23,644.61,9.92,5.923333333,,,,,,,,,
644.627,-2.92,644.627,-1.23,644.627,-2.08,-2.076666667,,,,,,,,,
644.643,-3.92,644.643,3.77,644.643,0.92,0.2566666667,,,,,,,,,
644.659,-6.92,644.659,3.77,644.659,-4.08,-2.41,,,,,,,,,
644.675,-13.92,644.675,0.77,644.675,-8.08,-7.076666667,,,,,,,,,
644.691,-12.92,644.691,-7.23,644.691,1.92,-6.076666667,,,,,,,,,
644.708,5.08,644.708,-3.23,644.708,-5.08,-1.076666667,,,,,,,,,
644.724,16.08,644.724,6.77,644.724,-5.08,5.923333333,,,,,,,,,
644.74,1.08,644.74,8.77,644.74,-4.08,1.923333333,,,,,,,,,
644.756,4.08,644.756,13.77,644.756,9.92,9.256666667,,,,,,,,,
644.772,21.08,644.772,10.77,644.772,1.92,11.25666667,,,,,,,,,
644.789,15.08,644.789,2.77,644.789,21.92,13.25666667,,,,,,,,,
644.805,10.08,644.805,8.77,644.805,8.92,9.256666667,,,,,,,,,
644.821,13.08,644.821,-2.23,644.821,-12.08,-0.41,,,,,,,,,
644.837,0.08,644.837,6.77,644.837,-7.08,-0.07666666667,,,,,,,,,
644.853,8.08,644.853,9.77,644.853,-3.08,4.923333333,,,,,,,,,
644.869,13.08,644.869,0.77,644.869,-16.08,-0.7433333333,,,,,,,,,
644.886,5.08,644.886,-2.23,644.886,-14.08,-3.743333333,,,,,,,,,
644.902,16.08,644.902,7.77,644.902,1.92,8.59,,,,,,,,,
644.918,24.08,644.918,10.77,644.918,2.92,12.59,,,,,,,,,
644.934,10.08,644.934,-4.23,644.934,9.92,5.256666667,,,,,,,,,
644.95,0.08,644.95,14.77,644.95,19.92,11.59,,,,,,,,,
644.966,3.08,644.966,4.77,644.966,-9.08,-0.41,,,,,,,,,
644.983,12.08,644.983,2.77,644.983,-20.08,-1.743333333,,,,,,,,,
644.999,-1.92,644.999,10.77,644.999,-22.08,-4.41,,,,,,,,,
645.015,-6.92,645.015,1.77,645.015,-10.08,-5.076666667,,,,,,,,,
645.031,0.08,645.031,10.77,645.031,-2.08,2.923333333,,,,,,,,,
645.047,-12.92,645.047,23.77,645.047,-2.08,2.923333333,,,,,,,,,
645.063,-1.92,645.063,16.77,645.063,10.92,8.59,,,,,,,,,
645.079,23.08,645.079,55.77,645.079,32.92,37.25666667,,,,,,,,,
645.096,61.08,645.096,81.77,645.096,57.92,66.92333333,,,,,,,,,
645.112,5.08,645.112,14.77,645.112,4.92,8.256666667,,,,,,,,,
645.128,17.08,645.128,7.77,645.128,-3.08,7.256666667,,,,,,,,,
645.144,0.08,645.144,-12.23,645.144,-3.08,-5.076666667,,,,,,,,,
645.16,4.08,645.16,-1.23,645.16,6.92,3.256666667,,,,,,,,,
645.176,-5.92,645.176,-4.23,645.176,-6.08,-5.41,,,,,,,,,
645.192,-1.92,645.192,1.77,645.192,-20.08,-6.743333333,,,,,,,,,
645.209,12.08,645.209,15.77,645.209,1.92,9.923333333,,,,,,,,,
645.225,-0.92,645.225,18.77,645.225,1.92,6.59,,,,,,,,,
645.241,13.08,645.241,18.77,645.241,10.92,14.25666667,,,,,,,,,
645.257,14.08,645.257,36.77,645.257,18.92,23.25666667,,,,,,,,,
645.273,-2.92,645.273,13.77,645.273,6.92,5.923333333,,,,,,,,,
645.289,9.08,645.289,15.77,645.289,2.92,9.256666667,,,,,,,,,
645.305,0.08,645.305,-7.23,645.305,-3.08,-3.41,,,,,,,,,
645.321,-2.92,645.321,-0.23,645.321,-7.08,-3.41,,,,,,,,,
645.337,5.08,645.337,11.77,645.337,-15.08,0.59,,,,,,,,,
645.354,4.08,645.354,20.77,645.354,-10.08,4.923333333,,,,,,,,,
645.37,-0.92,645.37,4.77,645.37,-11.08,-2.41,,,,,,,,,
645.386,2.08,645.386,-3.23,645.386,10.92,3.256666667,,,,,,,,,
645.402,3.08,645.402,0.77,645.402,3.92,2.59,,,,,,,,,
645.418,-16.92,645.418,7.77,645.418,3.92,-1.743333333,,,,,,,,,
645.434,-11.92,645.434,1.77,645.434,-1.08,-3.743333333,,,,,,,,,
645.45,-7.92,645.45,12.77,645.45,3.92,2.923333333,,,,,,,,,
645.466,17.08,645.466,11.77,645.466,0.92,9.923333333,,,,,,,,,
645.482,13.08,645.482,-6.23,645.482,-8.08,-0.41,,,,,,,,,
645.498,-5.92,645.498,4.77,645.498,-10.08,-3.743333333,,,,,,,,,
645.514,-31.92,645.514,-18.23,645.514,-25.08,-25.07666667,,,,,,,,,
645.531,0.08,645.531,2.77,645.531,-24.08,-7.076666667,,,,,,,,,
645.547,-11.92,645.547,3.77,645.547,-7.08,-5.076666667,,,,,,,,,
645.563,-3.92,645.563,1.77,645.563,-5.08,-2.41,,,,,,,,,
645.579,3.08,645.579,-6.23,645.579,-11.08,-4.743333333,,,,,,,,,
645.595,9.08,645.595,16.77,645.595,-9.08,5.59,,,,,,,,,
645.611,0.08,645.611,5.77,645.611,-7.08,-0.41,,,,,,,,,
645.627,-0.92,645.627,3.77,645.627,-4.08,-0.41,,,,,,,,,
645.643,23.08,645.643,-3.23,645.643,4.92,8.256666667,,,,,,,,,
645.659,13.08,645.659,8.77,645.659,-2.08,6.59,,,,,,,,,
645.675,3.08,645.675,11.77,645.675,-3.08,3.923333333,,,,,,,,,
645.691,4.08,645.691,-20.23,645.691,-7.08,-7.743333333,,,,,,,,,
645.707,-7.92,645.707,-22.23,645.707,-2.08,-10.74333333,,,,,,,,,
645.723,-4.92,645.723,-13.23,645.723,-10.08,-9.41,,,,,,,,,
645.739,-7.92,645.739,-5.23,645.739,-2.08,-5.076666667,,,,,,,,,
645.755,-10.92,645.755,-0.23,645.755,6.92,-1.41,,,,,,,,,
645.771,-14.92,645.771,-16.23,645.771,-12.08,-14.41,,,,,,,,,
645.787,10.08,645.787,-5.23,645.787,-18.08,-4.41,,,,,,,,,
645.803,18.08,645.803,3.77,645.803,4.92,8.923333333,,,,,,,,,
645.819,-0.92,645.819,18.77,645.819,14.92,10.92333333,,,,,,,,,
645.835,-8.92,645.835,7.77,645.835,-9.08,-3.41,,,,,,,,,
645.852,12.08,645.852,14.77,645.852,12.92,13.25666667,,,,,,,,,
645.868,-2.92,645.868,-2.23,645.868,-8.08,-4.41,,,,,,,,,
645.884,-15.92,645.884,-5.23,645.884,-16.08,-12.41,,,,,,,,,
645.9,-0.92,645.9,-13.23,645.9,-9.08,-7.743333333,,,,,,,,,
645.916,6.08,645.916,-14.23,645.916,-0.08,-2.743333333,,,,,,,,,
645.932,1.08,645.932,3.77,645.932,-22.08,-5.743333333,,,,,,,,,
645.948,-0.92,645.948,2.77,645.948,3.92,1.923333333,,,,,,,,,
645.964,6.08,645.964,-9.23,645.964,-6.08,-3.076666667,,,,,,,,,
645.98,28.08,645.98,7.77,645.98,-2.08,11.25666667,,,,,,,,,
645.996,21.08,645.996,7.77,645.996,9.92,12.92333333,,,,,,,,,
646.012,7.08,646.012,6.77,646.012,10.92,8.256666667,,,,,,,,,
646.028,-0.92,646.028,8.77,646.028,3.92,3.923333333,,,,,,,,,
646.044,6.08,646.044,3.77,646.044,3.92,4.59,,,,,,,,,
646.06,-9.92,646.06,-7.23,646.06,-21.08,-12.74333333,,,,,,,,,
646.076,-8.92,646.076,-0.23,646.076,-9.08,-6.076666667,,,,,,,,,
646.092,5.08,646.092,13.77,646.092,5.92,8.256666667,,,,,,,,,
646.108,-2.92,646.108,4.77,646.108,-2.08,-0.07666666667,,,,,,,,,
646.124,9.08,646.124,7.77,646.124,-5.08,3.923333333,,,,,,,,,
646.14,3.08,646.14,4.77,646.14,12.92,6.923333333,,,,,,,,,
646.156,8.08,646.156,16.77,646.156,3.92,9.59,,,,,,,,,
646.172,14.08,646.172,11.77,646.172,4.92,10.25666667,,,,,,,,,
646.188,18.08,646.188,10.77,646.188,0.92,9.923333333,,,,,,,,,
646.203,6.08,646.203,-4.23,646.203,-3.08,-0.41,,,,,,,,,
646.219,-2.92,646.219,-30.23,646.219,-4.08,-12.41,,,,,,,,,
646.235,20.08,646.235,-5.23,646.235,23.92,12.92333333,,,,,,,,,
646.251,21.08,646.251,21.77,646.251,21.92,21.59,,,,,,,,,
646.267,-1.92,646.267,11.77,646.267,-17.08,-2.41,,,,,,,,,
646.283,13.08,646.283,8.77,646.283,7.92,9.923333333,,,,,,,,,
646.299,2.08,646.299,6.77,646.299,3.92,4.256666667,,,,,,,,,
646.315,11.08,646.315,18.77,646.315,0.92,10.25666667,,,,,,,,,
646.331,19.08,646.331,34.77,646.331,16.92,23.59,,,,,,,,,
646.347,2.08,646.347,8.77,646.347,20.92,10.59,,,,,,,,,
646.363,-6.92,646.363,0.77,646.363,9.92,1.256666667,,,,,,,,,
646.379,-6.92,646.379,0.77,646.379,-10.08,-5.41,,,,,,,,,
646.395,-6.92,646.395,-3.23,646.395,-0.08,-3.41,,,,,,,,,
646.411,-4.92,646.411,-8.23,646.411,-8.08,-7.076666667,,,,,,,,,
646.427,-4.92,646.427,-3.23,646.427,6.92,-0.41,,,,,,,,,
646.443,2.08,646.443,-8.23,646.443,-2.08,-2.743333333,,,,,,,,,
646.459,-6.92,646.459,3.77,646.459,-5.08,-2.743333333,,,,,,,,,
646.475,7.08,646.475,22.77,646.475,-6.08,7.923333333,,,,,,,,,
646.491,-3.92,646.491,9.77,646.491,-7.08,-0.41,,,,,,,,,
646.506,0.08,646.506,7.77,646.506,10.92,6.256666667,,,,,,,,,
646.522,-19.92,646.522,-7.23,646.522,-25.08,-17.41,,,,,,,,,
646.538,-9.92,646.538,-26.23,646.538,-17.08,-17.74333333,,,,,,,,,
646.554,-2.92,646.554,-4.23,646.554,-22.08,-9.743333333,,,,,,,,,
646.57,0.08,646.57,-1.23,646.57,-1.08,-0.7433333333,,,,,,,,,
646.586,4.08,646.586,14.77,646.586,18.92,12.59,,,,,,,,,
646.602,7.08,646.602,9.77,646.602,5.92,7.59,,,,,,,,,
646.618,11.08,646.618,10.77,646.618,-9.08,4.256666667,,,,,,,,,
646.634,1.08,646.634,15.77,646.634,-4.08,4.256666667,,,,,,,,,
646.65,-5.92,646.65,8.77,646.65,3.92,2.256666667,,,,,,,,,
646.666,-16.92,646.666,-3.23,646.666,-1.08,-7.076666667,,,,,,,,,
646.682,-13.92,646.682,-3.23,646.682,-5.08,-7.41,,,,,,,,,
646.697,7.08,646.697,6.77,646.697,2.92,5.59,,,,,,,,,
646.713,-4.92,646.713,5.77,646.713,-9.08,-2.743333333,,,,,,,,,
646.729,1.08,646.729,-3.23,646.729,-11.08,-4.41,,,,,,,,,
646.745,-14.92,646.745,-15.23,646.745,2.92,-9.076666667,,,,,,,,,
646.761,0.08,646.761,-4.23,646.761,15.92,3.923333333,,,,,,,,,
646.777,3.08,646.777,13.77,646.777,17.92,11.59,,,,,,,,,
646.793,-7.92,646.793,12.77,646.793,-5.08,-0.07666666667,,,,,,,,,
646.809,9.08,646.809,11.77,646.809,-9.08,3.923333333,,,,,,,,,
646.824,-0.92,646.824,-9.23,646.824,-2.08,-4.076666667,,,,,,,,,
646.84,-9.92,646.84,-5.23,646.84,3.92,-3.743333333,,,,,,,,,
646.856,-3.92,646.856,4.77,646.856,-11.08,-3.41,,,,,,,,,
646.872,2.08,646.872,17.77,646.872,-5.08,4.923333333,,,,,,,,,
646.888,8.08,646.888,22.77,646.888,1.92,10.92333333,,,,,,,,,
646.904,-7.92,646.904,-3.23,646.904,-14.08,-8.41,,,,,,,,,
646.92,-2.92,646.92,12.77,646.92,4.92,4.923333333,,,,,,,,,
646.936,3.08,646.936,10.77,646.936,5.92,6.59,,,,,,,,,
646.951,0.08,646.951,2.77,646.951,-6.08,-1.076666667,,,,,,,,,
646.967,11.08,646.967,10.77,646.967,-6.08,5.256666667,,,,,,,,,
646.983,2.08,646.983,19.77,646.983,15.92,12.59,,,,,,,,,
646.999,-0.92,646.999,20.77,646.999,-1.08,6.256666667,,,,,,,,,
647.015,-7.92,647.015,1.77,647.015,-2.08,-2.743333333,,,,,,,,,
647.031,-0.92,647.031,16.77,647.031,19.92,11.92333333,,,,,,,,,
647.047,-0.92,647.047,4.77,647.047,-4.08,-0.07666666667,,,,,,,,,
647.062,0.08,647.062,-0.23,647.062,-6.08,-2.076666667,,,,,,,,,
647.078,-1.92,647.078,-8.23,647.078,-8.08,-6.076666667,,,,,,,,,
647.094,2.08,647.094,-16.23,647.094,-1.08,-5.076666667,,,,,,,,,
647.11,1.08,647.11,-14.23,647.11,-17.08,-10.07666667,,,,,,,,,
647.126,-2.92,647.126,-10.23,647.126,-25.08,-12.74333333,,,,,,,,,
647.142,-1.92,647.142,-0.23,647.142,6.92,1.59,,,,,,,,,
647.157,19.08,647.157,6.77,647.157,22.92,16.25666667,,,,,,,,,
647.173,-1.92,647.173,-4.23,647.173,-2.08,-2.743333333,,,,,,,,,
647.189,-8.92,647.189,3.77,647.189,4.92,-0.07666666667,,,,,,,,,
647.205,-20.92,647.205,-4.23,647.205,-24.08,-16.41,,,,,,,,,
647.221,-14.92,647.221,-7.23,647.221,-20.08,-14.07666667,,,,,,,,,
647.236,2.08,647.236,-0.23,647.236,5.92,2.59,,,,,,,,,
647.252,10.08,647.252,3.77,647.252,19.92,11.25666667,,,,,,,,,
647.268,-13.92,647.268,-7.23,647.268,-1.08,-7.41,,,,,,,,,
647.284,-4.92,647.284,-4.23,647.284,-7.08,-5.41,,,,,,,,,
647.3,-0.92,647.3,1.77,647.3,8.92,3.256666667,,,,,,,,,
647.315,-1.92,647.315,3.77,647.315,-5.08,-1.076666667,,,,,,,,,
647.331,-0.92,647.331,-18.23,647.331,-13.08,-10.74333333,,,,,,,,,
647.347,4.08,647.347,6.77,647.347,-8.08,0.9233333333,,,,,,,,,
647.363,-17.92,647.363,4.77,647.363,-12.08,-8.41,,,,,,,,,
647.379,12.08,647.379,4.77,647.379,4.92,7.256666667,,,,,,,,,
647.394,2.08,647.394,15.77,647.394,-4.08,4.59,,,,,,,,,
647.41,9.08,647.41,6.77,647.41,1.92,5.923333333,,,,,,,,,
647.426,-1.92,647.426,1.77,647.426,-1.08,-0.41,,,,,,,,,
647.442,-8.92,647.442,-1.23,647.442,2.92,-2.41,,,,,,,,,
647.458,-1.92,647.458,-6.23,647.458,-3.08,-3.743333333,,,,,,,,,
647.473,6.08,647.473,0.77,647.473,17.92,8.256666667,,,,,,,,,
647.489,-6.92,647.489,-2.23,647.489,1.92,-2.41,,,,,,,,,
647.505,13.08,647.505,16.77,647.505,11.92,13.92333333,,,,,,,,,
647.521,8.08,647.521,7.77,647.521,-1.08,4.923333333,,,,,,,,,
647.536,0.08,647.536,-7.23,647.536,-16.08,-7.743333333,,,,,,,,,
647.552,-7.92,647.552,-2.23,647.552,-9.08,-6.41,,,,,,,,,
647.568,-9.92,647.568,4.77,647.568,-7.08,-4.076666667,,,,,,,,,
647.584,-9.92,647.584,6.77,647.584,-3.08,-2.076666667,,,,,,,,,
647.599,3.08,647.599,5.77,647.599,1.92,3.59,,,,,,,,,
647.615,-3.92,647.615,-0.23,647.615,-12.08,-5.41,,,,,,,,,
647.631,0.08,647.631,16.77,647.631,-3.08,4.59,,,,,,,,,
647.647,-3.92,647.647,6.77,647.647,-6.08,-1.076666667,,,,,,,,,
647.662,-3.92,647.662,3.77,647.662,-2.08,-0.7433333333,,,,,,,,,
647.678,-10.92,647.678,0.77,647.678,-14.08,-8.076666667,,,,,,,,,
647.694,-4.92,647.694,4.77,647.694,-13.08,-4.41,,,,,,,,,
647.71,1.08,647.71,-3.23,647.71,-6.08,-2.743333333,,,,,,,,,
647.725,-27.92,647.725,-6.23,647.725,-13.08,-15.74333333,,,,,,,,,
647.741,-23.92,647.741,-20.23,647.741,-12.08,-18.74333333,,,,,,,,,
647.757,0.08,647.757,-3.23,647.757,3.92,0.2566666667,,,,,,,,,
647.773,4.08,647.773,8.77,647.773,3.92,5.59,,,,,,,,,
647.788,2.08,647.788,8.77,647.788,-18.08,-2.41,,,,,,,,,
647.804,11.08,647.804,-2.23,647.804,-11.08,-0.7433333333,,,,,,,,,
647.82,2.08,647.82,7.77,647.82,1.92,3.923333333,,,,,,,,,
647.835,12.08,647.835,14.77,647.835,5.92,10.92333333,,,,,,,,,
647.851,0.08,647.851,5.77,647.851,2.92,2.923333333,,,,,,,,,
647.867,3.08,647.867,1.77,647.867,-12.08,-2.41,,,,,,,,,
647.883,-6.92,647.883,5.77,647.883,-14.08,-5.076666667,,,,,,,,,
647.898,3.08,647.898,1.77,647.898,-6.08,-0.41,,,,,,,,,
647.914,16.08,647.914,2.77,647.914,4.92,7.923333333,,,,,,,,,
647.93,8.08,647.93,1.77,647.93,7.92,5.923333333,,,,,,,,,
647.945,-16.92,647.945,-7.23,647.945,-18.08,-14.07666667,,,,,,,,,
647.961,-9.92,647.961,2.77,647.961,-2.08,-3.076666667,,,,,,,,,
647.977,1.08,647.977,22.77,647.977,12.92,12.25666667,,,,,,,,,
647.993,4.08,647.993,4.77,647.993,-5.08,1.256666667,,,,,,,,,
648.008,16.08,648.008,-0.23,648.008,-0.08,5.256666667,,,,,,,,,
648.024,19.08,648.024,16.77,648.024,0.92,12.25666667,,,,,,,,,
648.04,-1.92,648.04,3.77,648.04,-1.08,0.2566666667,,,,,,,,,
648.055,6.08,648.055,-5.23,648.055,0.92,0.59,,,,,,,,,
648.071,8.08,648.071,1.77,648.071,2.92,4.256666667,,,,,,,,,
648.087,4.08,648.087,6.77,648.087,0.92,3.923333333,,,,,,,,,
648.102,-18.92,648.102,5.77,648.102,-6.08,-6.41,,,,,,,,,
648.118,-10.92,648.118,3.77,648.118,-5.08,-4.076666667,,,,,,,,,
648.134,1.08,648.134,-8.23,648.134,-13.08,-6.743333333,,,,,,,,,
648.149,4.08,648.149,-2.23,648.149,-7.08,-1.743333333,,,,,,,,,
648.165,0.08,648.165,-3.23,648.165,-7.08,-3.41,,,,,,,,,
648.181,-3.92,648.181,1.77,648.181,1.92,-0.07666666667,,,,,,,,,
648.196,1.08,648.196,-13.23,648.196,-2.08,-4.743333333,,,,,,,,,
648.212,7.08,648.212,-2.23,648.212,-7.08,-0.7433333333,,,,,,,,,
648.228,-1.92,648.228,-3.23,648.228,-0.08,-1.743333333,,,,,,,,,
648.243,-4.92,648.243,8.77,648.243,-7.08,-1.076666667,,,,,,,,,
648.259,1.08,648.259,14.77,648.259,13.92,9.923333333,,,,,,,,,
648.275,-10.92,648.275,7.77,648.275,1.92,-0.41,,,,,,,,,
648.29,6.08,648.29,5.77,648.29,-5.08,2.256666667,,,,,,,,,
648.306,8.08,648.306,5.77,648.306,-0.08,4.59,,,,,,,,,
648.322,-3.92,648.322,9.77,648.322,12.92,6.256666667,,,,,,,,,
648.337,-4.92,648.337,2.77,648.337,9.92,2.59,,,,,,,,,
648.353,11.08,648.353,13.77,648.353,9.92,11.59,,,,,,,,,
648.368,11.08,648.368,39.77,648.368,30.92,27.25666667,,,,,,,,,
648.384,69.08,648.384,77.77,648.384,67.92,71.59,,,,,,,,,
648.4,18.08,648.4,6.77,648.4,6.92,10.59,,,,,,,,,
648.415,-6.92,648.415,-11.23,648.415,4.92,-4.41,,,,,,,,,
648.431,3.08,648.431,7.77,648.431,4.92,5.256666667,,,,,,,,,
648.447,3.08,648.447,21.77,648.447,3.92,9.59,,,,,,,,,
648.462,11.08,648.462,28.77,648.462,3.92,14.59,,,,,,,,,
648.478,8.08,648.478,8.77,648.478,8.92,8.59,,,,,,,,,
648.493,-3.92,648.493,-7.23,648.493,-14.08,-8.41,,,,,,,,,
648.509,0.08,648.509,-2.23,648.509,4.92,0.9233333333,,,,,,,,,
648.525,1.08,648.525,0.77,648.525,5.92,2.59,,,,,,,,,
648.54,-4.92,648.54,-16.23,648.54,-16.08,-12.41,,,,,,,,,
648.556,-2.92,648.556,-5.23,648.556,-13.08,-7.076666667,,,,,,,,,
648.572,9.08,648.572,14.77,648.572,-2.08,7.256666667,,,,,,,,,
648.587,9.08,648.587,-2.23,648.587,-5.08,0.59,,,,,,,,,
648.603,3.08,648.603,5.77,648.603,-4.08,1.59,,,,,,,,,
648.618,6.08,648.618,7.77,648.618,2.92,5.59,,,,,,,,,
648.634,7.08,648.634,-5.23,648.634,9.92,3.923333333,,,,,,,,,
648.65,5.08,648.65,-2.23,648.65,10.92,4.59,,,,,,,,,
648.665,-0.92,648.665,2.77,648.665,7.92,3.256666667,,,,,,,,,
648.681,3.08,648.681,11.77,648.681,-0.08,4.923333333,,,,,,,,,
648.696,-2.92,648.696,15.77,648.696,-1.08,3.923333333,,,,,,,,,
648.712,12.08,648.712,14.77,648.712,14.92,13.92333333,,,,,,,,,
648.727,12.08,648.727,13.77,648.727,9.92,11.92333333,,,,,,,,,
648.743,5.08,648.743,30.77,648.743,21.92,19.25666667,,,,,,,,,
648.759,20.08,648.759,37.77,648.759,26.92,28.25666667,,,,,,,,,
648.774,28.08,648.774,15.77,648.774,30.92,24.92333333,,,,,,,,,
648.79,-10.92,648.79,5.77,648.79,-11.08,-5.41,,,,,,,,,
648.805,2.08,648.805,-1.23,648.805,-29.08,-9.41,,,,,,,,,
648.821,-3.92,648.821,3.77,648.821,-7.08,-2.41,,,,,,,,,
648.836,-2.92,648.836,-6.23,648.836,1.92,-2.41,,,,,,,,,
648.852,-0.92,648.852,0.77,648.852,-16.08,-5.41,,,,,,,,,
648.868,4.08,648.868,6.77,648.868,-1.08,3.256666667,,,,,,,,,
648.883,6.08,648.883,6.77,648.883,-3.08,3.256666667,,,,,,,,,
648.899,-16.92,648.899,5.77,648.899,-3.08,-4.743333333,,,,,,,,,
648.914,-10.92,648.914,-0.23,648.914,-5.08,-5.41,,,,,,,,,
648.93,3.08,648.93,0.77,648.93,-9.08,-1.743333333,,,,,,,,,
648.945,21.08,648.945,4.77,648.945,-4.08,7.256666667,,,,,,,,,
648.961,15.08,648.961,8.77,648.961,7.92,10.59,,,,,,,,,
648.976,17.08,648.976,8.77,648.976,13.92,13.25666667,,,,,,,,,
648.992,8.08,648.992,13.77,648.992,4.92,8.923333333,,,,,,,,,
649.007,3.08,649.007,-0.23,649.007,5.92,2.923333333,,,,,,,,,
649.023,-6.92,649.023,8.77,649.023,-6.08,-1.41,,,,,,,,,
649.039,10.08,649.039,11.77,649.039,4.92,8.923333333,,,,,,,,,
649.054,-12.92,649.054,-6.23,649.054,-11.08,-10.07666667,,,,,,,,,
649.07,5.08,649.07,10.77,649.07,3.92,6.59,,,,,,,,,
649.085,-9.92,649.085,-8.23,649.085,-18.08,-12.07666667,,,,,,,,,
649.101,9.08,649.101,4.77,649.101,-15.08,-0.41,,,,,,,,,
649.116,-10.92,649.116,5.77,649.116,-7.08,-4.076666667,,,,,,,,,
649.132,13.08,649.132,13.77,649.132,8.92,11.92333333,,,,,,,,,
649.147,8.08,649.147,-0.23,649.147,13.92,7.256666667,,,,,,,,,
649.163,5.08,649.163,-2.23,649.163,2.92,1.923333333,,,,,,,,,
649.178,-2.92,649.178,-6.23,649.178,-5.08,-4.743333333,,,,,,,,,
649.194,0.08,649.194,6.77,649.194,-5.08,0.59,,,,,,,,,
649.209,9.08,649.209,13.77,649.209,11.92,11.59,,,,,,,,,
649.225,3.08,649.225,19.77,649.225,-2.08,6.923333333,,,,,,,,,
