HD spec 1 wave,HD spec 1 intensity,HD spec 2 wave,HD spec 2 intensity,HD spec 3 wave,HD spec 3 intensity,HD average intensity
658.975,3.23,658.975,3.23,658.975,6.85,4.436666667
658.989,-9.77,658.989,-9.77,658.989,-0.15,-6.563333333
659.003,11.23,659.003,11.23,659.003,5.85,9.436666667
659.017,4.23,659.017,4.23,659.017,4.85,4.436666667
659.031,-1.77,659.031,-1.77,659.031,-4.15,-2.563333333
659.045,26.23,659.045,26.23,659.045,4.85,19.10333333
659.058,12.23,659.058,12.23,659.058,8.85,11.10333333
659.072,-8.77,659.072,-8.77,659.072,-7.15,-8.23
659.086,8.23,659.086,8.23,659.086,9.85,8.77
659.1,12.23,659.1,12.23,659.1,13.85,12.77
659.114,22.23,659.114,22.23,659.114,11.85,18.77
659.128,4.23,659.128,4.23,659.128,-10.15,-0.5633333333
659.141,7.23,659.141,7.23,659.141,9.85,8.103333333
659.155,21.23,659.155,21.23,659.155,11.85,18.10333333
659.169,23.23,659.169,23.23,659.169,6.85,17.77
659.183,17.23,659.183,17.23,659.183,8.85,14.43666667
659.197,3.23,659.197,3.23,659.197,6.85,4.436666667
659.211,4.23,659.211,4.23,659.211,9.85,6.103333333
659.224,4.23,659.224,4.23,659.224,7.85,5.436666667
659.238,17.23,659.238,17.23,659.238,29.85,21.43666667
659.252,4.23,659.252,4.23,659.252,17.85,8.77
659.266,20.23,659.266,20.23,659.266,32.85,24.43666667
659.28,22.23,659.28,22.23,659.28,32.85,25.77
659.294,13.23,659.294,13.23,659.294,17.85,14.77
659.307,-1.77,659.307,-1.77,659.307,4.85,0.4366666667
659.321,19.23,659.321,19.23,659.321,5.85,14.77
659.335,5.23,659.335,5.23,659.335,5.85,5.436666667
659.349,-8.77,659.349,-8.77,659.349,-15.15,-10.89666667
659.363,1.23,659.363,1.23,659.363,0.85,1.103333333
659.376,33.23,659.376,33.23,659.376,11.85,26.10333333
659.39,25.23,659.39,25.23,659.39,0.85,17.10333333
659.404,-4.77,659.404,-4.77,659.404,-11.15,-6.896666667
659.418,3.23,659.418,3.23,659.418,0.85,2.436666667
659.432,16.23,659.432,16.23,659.432,-0.15,10.77
659.445,6.23,659.445,6.23,659.445,14.85,9.103333333
659.459,6.23,659.459,6.23,659.459,32.85,15.10333333
659.473,-3.77,659.473,-3.77,659.473,5.85,-0.5633333333
659.487,27.23,659.487,27.23,659.487,11.85,22.10333333
659.5,16.23,659.5,16.23,659.5,3.85,12.10333333
659.514,11.23,659.514,11.23,659.514,1.85,8.103333333
659.528,27.23,659.528,27.23,659.528,16.85,23.77
659.542,21.23,659.542,21.23,659.542,7.85,16.77
659.556,6.23,659.556,6.23,659.556,-10.15,0.77
659.569,9.23,659.569,9.23,659.569,1.85,6.77
659.583,17.23,659.583,17.23,659.583,10.85,15.10333333
659.597,15.23,659.597,15.23,659.597,9.85,13.43666667
659.611,10.23,659.611,10.23,659.611,2.85,7.77
659.624,38.23,659.624,38.23,659.624,16.85,31.10333333
659.638,65.23,659.638,65.23,659.638,34.85,55.10333333
659.652,-4.77,659.652,-4.77,659.652,-2.15,-3.896666667
659.666,-3.77,659.666,-3.77,659.666,-14.15,-7.23
659.679,12.23,659.679,12.23,659.679,12.85,12.43666667
659.693,-3.77,659.693,-3.77,659.693,-3.15,-3.563333333
659.707,21.23,659.707,21.23,659.707,-1.15,13.77
659.721,21.23,659.721,21.23,659.721,9.85,17.43666667
659.734,23.23,659.734,23.23,659.734,14.85,20.43666667
659.748,2.23,659.748,2.23,659.748,0.85,1.77
659.762,12.23,659.762,12.23,659.762,2.85,9.103333333
659.776,10.23,659.776,10.23,659.776,8.85,9.77
659.789,25.23,659.789,25.23,659.789,15.85,22.10333333
659.803,-7.77,659.803,-7.77,659.803,-0.15,-5.23
659.817,3.23,659.817,3.23,659.817,3.85,3.436666667
659.83,7.23,659.83,7.23,659.83,13.85,9.436666667
659.844,15.23,659.844,15.23,659.844,15.85,15.43666667
659.858,-6.77,659.858,-6.77,659.858,1.85,-3.896666667
659.872,8.23,659.872,8.23,659.872,6.85,7.77
659.885,16.23,659.885,16.23,659.885,14.85,15.77
659.899,9.23,659.899,9.23,659.899,0.85,6.436666667
659.913,26.23,659.913,26.23,659.913,17.85,23.43666667
659.926,28.23,659.926,28.23,659.926,13.85,23.43666667
659.94,11.23,659.94,11.23,659.94,8.85,10.43666667
659.954,14.23,659.954,14.23,659.954,12.85,13.77
659.967,9.23,659.967,9.23,659.967,7.85,8.77
659.981,32.23,659.981,32.23,659.981,19.85,28.10333333
659.995,27.23,659.995,27.23,659.995,13.85,22.77
660.009,3.23,660.009,3.23,660.009,5.85,4.103333333
660.022,26.23,660.022,26.23,660.022,20.85,24.43666667
660.036,28.23,660.036,28.23,660.036,19.85,25.43666667
660.05,13.23,660.05,13.23,660.05,2.85,9.77
660.063,1.23,660.063,1.23,660.063,16.85,6.436666667
660.077,24.23,660.077,24.23,660.077,25.85,24.77
660.091,32.23,660.091,32.23,660.091,27.85,30.77
660.104,3.23,660.104,3.23,660.104,8.85,5.103333333
660.118,14.23,660.118,14.23,660.118,16.85,15.10333333
660.132,21.23,660.132,21.23,660.132,8.85,17.10333333
660.145,16.23,660.145,16.23,660.145,2.85,11.77
660.159,8.23,660.159,8.23,660.159,12.85,9.77
660.173,1.23,660.173,1.23,660.173,-7.15,-1.563333333
660.186,5.23,660.186,5.23,660.186,9.85,6.77
660.2,10.23,660.2,10.23,660.2,13.85,11.43666667
660.214,-17.77,660.214,-17.77,660.214,0.85,-11.56333333
660.227,-8.77,660.227,-8.77,660.227,0.85,-5.563333333
660.241,9.23,660.241,9.23,660.241,2.85,7.103333333
660.254,7.23,660.254,7.23,660.254,5.85,6.77
660.268,12.23,660.268,12.23,660.268,7.85,10.77
660.282,26.23,660.282,26.23,660.282,20.85,24.43666667
660.295,23.23,660.295,23.23,660.295,22.85,23.10333333
660.309,16.23,660.309,16.23,660.309,11.85,14.77
660.323,4.23,660.323,4.23,660.323,-1.15,2.436666667
660.336,-16.77,660.336,-16.77,660.336,-21.15,-18.23
660.35,-11.77,660.35,-11.77,660.35,-19.15,-14.23
660.364,6.23,660.364,6.23,660.364,-0.15,4.103333333
660.377,14.23,660.377,14.23,660.377,8.85,12.43666667
660.391,25.23,660.391,25.23,660.391,38.85,29.77
660.404,30.23,660.404,30.23,660.404,31.85,30.77
660.418,21.23,660.418,21.23,660.418,19.85,20.77
660.432,12.23,660.432,12.23,660.432,1.85,8.77
660.445,11.23,660.445,11.23,660.445,-2.15,6.77
660.459,7.23,660.459,7.23,660.459,13.85,9.436666667
660.472,9.23,660.472,9.23,660.472,2.85,7.103333333
660.486,20.23,660.486,20.23,660.486,8.85,16.43666667
660.5,18.23,660.5,18.23,660.5,6.85,14.43666667
660.513,0.23,660.513,0.23,660.513,15.85,5.436666667
660.527,2.23,660.527,2.23,660.527,6.85,3.77
660.54,-0.77,660.54,-0.77,660.54,7.85,2.103333333
660.554,22.23,660.554,22.23,660.554,10.85,18.43666667
660.568,8.23,660.568,8.23,660.568,-7.15,3.103333333
660.581,6.23,660.581,6.23,660.581,4.85,5.77
660.595,17.23,660.595,17.23,660.595,4.85,13.10333333
660.608,6.23,660.608,6.23,660.608,2.85,5.103333333
660.622,20.23,660.622,20.23,660.622,2.85,14.43666667
660.635,23.23,660.635,23.23,660.635,10.85,19.10333333
660.649,16.23,660.649,16.23,660.649,6.85,13.10333333
660.663,20.23,660.663,20.23,660.663,-2.15,12.77
660.676,20.23,660.676,20.23,660.676,7.85,16.10333333
660.69,11.23,660.69,11.23,660.69,16.85,13.10333333
660.703,12.23,660.703,12.23,660.703,21.85,15.43666667
660.717,-1.77,660.717,-1.77,660.717,-2.15,-1.896666667
660.73,2.23,660.73,2.23,660.73,-0.15,1.436666667
660.744,6.23,660.744,6.23,660.744,19.85,10.77
660.757,-2.77,660.757,-2.77,660.757,15.85,3.436666667
660.771,18.23,660.771,18.23,660.771,15.85,17.43666667
660.785,14.23,660.785,14.23,660.785,5.85,11.43666667
660.798,16.23,660.798,16.23,660.798,19.85,17.43666667
660.812,16.23,660.812,16.23,660.812,13.85,15.43666667
660.825,11.23,660.825,11.23,660.825,15.85,12.77
660.839,-1.77,660.839,-1.77,660.839,10.85,2.436666667
660.852,14.23,660.852,14.23,660.852,15.85,14.77
660.866,15.23,660.866,15.23,660.866,10.85,13.77
660.879,7.23,660.879,7.23,660.879,8.85,7.77
660.893,-1.77,660.893,-1.77,660.893,5.85,0.77
660.906,18.23,660.906,18.23,660.906,11.85,16.10333333
660.92,2.23,660.92,2.23,660.92,21.85,8.77
660.933,7.23,660.933,7.23,660.933,19.85,11.43666667
660.947,17.23,660.947,17.23,660.947,15.85,16.77
660.96,12.23,660.96,12.23,660.96,-0.15,8.103333333
660.974,17.23,660.974,17.23,660.974,0.85,11.77
660.987,19.23,660.987,19.23,660.987,22.85,20.43666667
661.001,-11.77,661.001,-11.77,661.001,-3.15,-8.896666667
661.015,-11.77,661.015,-11.77,661.015,-11.15,-11.56333333
661.028,7.23,661.028,7.23,661.028,7.85,7.436666667
661.042,15.23,661.042,15.23,661.042,6.85,12.43666667
661.055,28.23,661.055,28.23,661.055,26.85,27.77
661.069,12.23,661.069,12.23,661.069,6.85,10.43666667
661.082,-2.77,661.082,-2.77,661.082,-3.15,-2.896666667
661.095,17.23,661.095,17.23,661.095,20.85,18.43666667
661.109,30.23,661.109,30.23,661.109,36.85,32.43666667
661.122,16.23,661.122,16.23,661.122,14.85,15.77
661.136,25.23,661.136,25.23,661.136,9.85,20.10333333
661.149,-0.77,661.149,-0.77,661.149,6.85,1.77
661.163,3.23,661.163,3.23,661.163,8.85,5.103333333
661.176,14.23,661.176,14.23,661.176,22.85,17.10333333
661.19,17.23,661.19,17.23,661.19,19.85,18.10333333
661.203,33.23,661.203,33.23,661.203,41.85,36.10333333
661.217,36.23,661.217,36.23,661.217,31.85,34.77
661.23,15.23,661.23,15.23,661.23,12.85,14.43666667
661.244,3.23,661.244,3.23,661.244,9.85,5.436666667
661.257,7.23,661.257,7.23,661.257,10.85,8.436666667
661.271,-5.77,661.271,-5.77,661.271,16.85,1.77
661.284,20.23,661.284,20.23,661.284,26.85,22.43666667
661.298,-0.77,661.298,-0.77,661.298,1.85,0.1033333333
661.311,7.23,661.311,7.23,661.311,2.85,5.77
661.324,4.23,661.324,4.23,661.324,0.85,3.103333333
661.338,-16.77,661.338,-16.77,661.338,3.85,-9.896666667
661.351,-0.77,661.351,-0.77,661.351,-3.15,-1.563333333
661.365,3.23,661.365,3.23,661.365,4.85,3.77
661.378,-5.77,661.378,-5.77,661.378,2.85,-2.896666667
661.392,7.23,661.392,7.23,661.392,4.85,6.436666667
661.405,54.23,661.405,54.23,661.405,49.85,52.77
661.419,154.23,661.419,154.23,661.419,145.85,151.4366667
661.432,31.23,661.432,31.23,661.432,16.85,26.43666667
661.445,20.23,661.445,20.23,661.445,-0.15,13.43666667
661.459,12.23,661.459,12.23,661.459,-4.15,6.77
661.472,21.23,661.472,21.23,661.472,3.85,15.43666667
661.486,16.23,661.486,16.23,661.486,18.85,17.10333333
661.499,12.23,661.499,12.23,661.499,11.85,12.10333333
661.512,-5.77,661.512,-5.77,661.512,3.85,-2.563333333
661.526,22.23,661.526,22.23,661.526,33.85,26.10333333
661.539,13.23,661.539,13.23,661.539,21.85,16.10333333
661.553,16.23,661.553,16.23,661.553,23.85,18.77
661.566,28.23,661.566,28.23,661.566,6.85,21.10333333
661.579,19.23,661.579,19.23,661.579,4.85,14.43666667
661.593,4.23,661.593,4.23,661.593,-10.15,-0.5633333333
661.606,8.23,661.606,8.23,661.606,-1.15,5.103333333
661.62,23.23,661.62,23.23,661.62,6.85,17.77
661.633,6.23,661.633,6.23,661.633,0.85,4.436666667
661.646,6.23,661.646,6.23,661.646,10.85,7.77
661.66,11.23,661.66,11.23,661.66,6.85,9.77
661.673,13.23,661.673,13.23,661.673,1.85,9.436666667
661.687,21.23,661.687,21.23,661.687,-3.15,13.10333333
661.7,31.23,661.7,31.23,661.7,23.85,28.77
661.713,12.23,661.713,12.23,661.713,13.85,12.77
661.727,25.23,661.727,25.23,661.727,29.85,26.77
661.74,52.23,661.74,52.23,661.74,47.85,50.77
661.753,3.23,661.753,3.23,661.753,5.85,4.103333333
661.767,22.23,661.767,22.23,661.767,-0.15,14.77
661.78,27.23,661.78,27.23,661.78,14.85,23.10333333
661.794,17.23,661.794,17.23,661.794,32.85,22.43666667
661.807,0.23,661.807,0.23,661.807,-3.15,-0.8966666667
661.82,26.23,661.82,26.23,661.82,-0.15,17.43666667
661.834,17.23,661.834,17.23,661.834,2.85,12.43666667
661.847,6.23,661.847,6.23,661.847,8.85,7.103333333
661.86,30.23,661.86,30.23,661.86,9.85,23.43666667
661.874,32.23,661.874,32.23,661.874,3.85,22.77
661.887,22.23,661.887,22.23,661.887,5.85,16.77
661.9,19.23,661.9,19.23,661.9,5.85,14.77
661.914,12.23,661.914,12.23,661.914,-1.15,7.77
661.927,9.23,661.927,9.23,661.927,-4.15,4.77
661.94,14.23,661.94,14.23,661.94,1.85,10.10333333
661.954,-0.77,661.954,-0.77,661.954,5.85,1.436666667
661.967,16.23,661.967,16.23,661.967,21.85,18.10333333
661.98,21.23,661.98,21.23,661.98,26.85,23.10333333
661.994,3.23,661.994,3.23,661.994,3.85,3.436666667
662.007,5.23,662.007,5.23,662.007,-8.15,0.77
662.02,17.23,662.02,17.23,662.02,5.85,13.43666667
662.034,18.23,662.034,18.23,662.034,4.85,13.77
662.047,14.23,662.047,14.23,662.047,9.85,12.77
662.06,1.23,662.06,1.23,662.06,-2.15,0.1033333333
662.074,-4.77,662.074,-4.77,662.074,11.85,0.77
662.087,-7.77,662.087,-7.77,662.087,3.85,-3.896666667
662.1,3.23,662.1,3.23,662.1,4.85,3.77
662.114,20.23,662.114,20.23,662.114,7.85,16.10333333
662.127,16.23,662.127,16.23,662.127,17.85,16.77
662.14,-4.77,662.14,-4.77,662.14,-13.15,-7.563333333
662.153,4.23,662.153,4.23,662.153,-19.15,-3.563333333
662.167,24.23,662.167,24.23,662.167,7.85,18.77
662.18,3.23,662.18,3.23,662.18,5.85,4.103333333
662.193,17.23,662.193,17.23,662.193,-8.15,8.77
662.207,-0.77,662.207,-0.77,662.207,-6.15,-2.563333333
662.22,-2.77,662.22,-2.77,662.22,-9.15,-4.896666667
662.233,4.23,662.233,4.23,662.233,-11.15,-0.8966666667
662.246,0.23,662.246,0.23,662.246,-10.15,-3.23
662.26,12.23,662.26,12.23,662.26,11.85,12.10333333
662.273,1.23,662.273,1.23,662.273,6.85,3.103333333
662.286,-10.77,662.286,-10.77,662.286,3.85,-5.896666667
662.3,-4.77,662.3,-4.77,662.3,17.85,2.77
662.313,3.23,662.313,3.23,662.313,-0.15,2.103333333
662.326,-1.77,662.326,-1.77,662.326,9.85,2.103333333
662.339,13.23,662.339,13.23,662.339,19.85,15.43666667
662.353,6.23,662.353,6.23,662.353,18.85,10.43666667
662.366,-2.77,662.366,-2.77,662.366,18.85,4.436666667
662.379,-16.77,662.379,-16.77,662.379,-9.15,-14.23
662.392,9.23,662.392,9.23,662.392,-0.15,6.103333333
662.406,23.23,662.406,23.23,662.406,4.85,17.10333333
662.419,34.23,662.419,34.23,662.419,15.85,28.10333333
662.432,17.23,662.432,17.23,662.432,16.85,17.10333333
662.445,12.23,662.445,12.23,662.445,1.85,8.77
662.459,-2.77,662.459,-2.77,662.459,-12.15,-5.896666667
662.472,-8.77,662.472,-8.77,662.472,-3.15,-6.896666667
662.485,5.23,662.485,5.23,662.485,10.85,7.103333333
662.498,1.23,662.498,1.23,662.498,19.85,7.436666667
662.512,-2.77,662.512,-2.77,662.512,10.85,1.77
662.525,15.23,662.525,15.23,662.525,10.85,13.77
662.538,4.23,662.538,4.23,662.538,-9.15,-0.23
662.551,15.23,662.551,15.23,662.551,10.85,13.77
662.564,21.23,662.564,21.23,662.564,11.85,18.10333333
662.578,23.23,662.578,23.23,662.578,4.85,17.10333333
662.591,31.23,662.591,31.23,662.591,9.85,24.10333333
662.604,22.23,662.604,22.23,662.604,20.85,21.77
662.617,4.23,662.617,4.23,662.617,12.85,7.103333333
662.63,23.23,662.63,23.23,662.63,7.85,18.10333333
662.644,-0.77,662.644,-0.77,662.644,4.85,1.103333333
662.657,-4.77,662.657,-4.77,662.657,-5.15,-4.896666667
662.67,11.23,662.67,11.23,662.67,15.85,12.77
662.683,22.23,662.683,22.23,662.683,12.85,19.10333333
662.696,9.23,662.696,9.23,662.696,3.85,7.436666667
662.71,11.23,662.71,11.23,662.71,13.85,12.10333333
662.723,16.23,662.723,16.23,662.723,18.85,17.10333333
662.736,17.23,662.736,17.23,662.736,13.85,16.10333333
662.749,15.23,662.749,15.23,662.749,20.85,17.10333333
662.762,10.23,662.762,10.23,662.762,15.85,12.10333333
662.776,23.23,662.776,23.23,662.776,-3.15,14.43666667
662.789,39.23,662.789,39.23,662.789,13.85,30.77
662.802,27.23,662.802,27.23,662.802,16.85,23.77
662.815,24.23,662.815,24.23,662.815,25.85,24.77
662.828,25.23,662.828,25.23,662.828,17.85,22.77
662.841,13.23,662.841,13.23,662.841,-5.15,7.103333333
662.855,16.23,662.855,16.23,662.855,4.85,12.43666667
662.868,12.23,662.868,12.23,662.868,1.85,8.77
662.881,4.23,662.881,4.23,662.881,7.85,5.436666667
662.894,-4.77,662.894,-4.77,662.894,-1.15,-3.563333333
662.907,5.23,662.907,5.23,662.907,17.85,9.436666667
662.92,21.23,662.92,21.23,662.92,39.85,27.43666667
662.934,9.23,662.934,9.23,662.934,10.85,9.77
662.947,1.23,662.947,1.23,662.947,3.85,2.103333333
662.96,13.23,662.96,13.23,662.96,5.85,10.77
662.973,10.23,662.973,10.23,662.973,-5.15,5.103333333
662.986,-5.77,662.986,-5.77,662.986,-2.15,-4.563333333
662.999,-8.77,662.999,-8.77,662.999,-3.15,-6.896666667
663.012,-2.77,663.012,-2.77,663.012,6.85,0.4366666667
663.026,10.23,663.026,10.23,663.026,17.85,12.77
663.039,18.23,663.039,18.23,663.039,9.85,15.43666667
663.052,13.23,663.052,13.23,663.052,-6.15,6.77
663.065,8.23,663.065,8.23,663.065,8.85,8.436666667
663.078,19.23,663.078,19.23,663.078,15.85,18.10333333
663.091,16.23,663.091,16.23,663.091,13.85,15.43666667
663.104,13.23,663.104,13.23,663.104,9.85,12.10333333
663.117,7.23,663.117,7.23,663.117,3.85,6.103333333
663.131,11.23,663.131,11.23,663.131,-0.15,7.436666667
663.144,20.23,663.144,20.23,663.144,4.85,15.10333333
663.157,8.23,663.157,8.23,663.157,-6.15,3.436666667
663.17,1.23,663.17,1.23,663.17,11.85,4.77
663.183,15.23,663.183,15.23,663.183,28.85,19.77
663.196,21.23,663.196,21.23,663.196,21.85,21.43666667
663.209,5.23,663.209,5.23,663.209,19.85,10.10333333
663.222,9.23,663.222,9.23,663.222,16.85,11.77
663.235,17.23,663.235,17.23,663.235,-3.15,10.43666667
663.248,3.23,663.248,3.23,663.248,-5.15,0.4366666667
663.262,0.23,663.262,0.23,663.262,-4.15,-1.23
663.275,-1.77,663.275,-1.77,663.275,6.85,1.103333333
663.288,11.23,663.288,11.23,663.288,8.85,10.43666667
663.301,11.23,663.301,11.23,663.301,16.85,13.10333333
663.314,16.23,663.314,16.23,663.314,14.85,15.77
663.327,8.23,663.327,8.23,663.327,31.85,16.10333333
663.34,16.23,663.34,16.23,663.34,31.85,21.43666667
663.353,23.23,663.353,23.23,663.353,21.85,22.77
663.366,-1.77,663.366,-1.77,663.366,3.85,0.1033333333
663.379,0.23,663.379,0.23,663.379,26.85,9.103333333
663.392,16.23,663.392,16.23,663.392,26.85,19.77
663.405,-4.77,663.405,-4.77,663.405,-4.15,-4.563333333
663.418,-14.77,663.418,-14.77,663.418,-2.15,-10.56333333
663.431,7.23,663.431,7.23,663.431,11.85,8.77
663.445,12.23,663.445,12.23,663.445,9.85,11.43666667
663.458,20.23,663.458,20.23,663.458,9.85,16.77
663.471,22.23,663.471,22.23,663.471,18.85,21.10333333
663.484,23.23,663.484,23.23,663.484,20.85,22.43666667
663.497,12.23,663.497,12.23,663.497,13.85,12.77
663.51,3.23,663.51,3.23,663.51,4.85,3.77
663.523,8.23,663.523,8.23,663.523,-3.15,4.436666667
663.536,13.23,663.536,13.23,663.536,2.85,9.77
663.549,-0.77,663.549,-0.77,663.549,-14.15,-5.23
663.562,3.23,663.562,3.23,663.562,-5.15,0.4366666667
663.575,-8.77,663.575,-8.77,663.575,0.85,-5.563333333
663.588,-2.77,663.588,-2.77,663.588,8.85,1.103333333
663.601,4.23,663.601,4.23,663.601,1.85,3.436666667
663.614,10.23,663.614,10.23,663.614,0.85,7.103333333
663.627,17.23,663.627,17.23,663.627,13.85,16.10333333
663.64,15.23,663.64,15.23,663.64,-5.15,8.436666667
663.653,9.23,663.653,9.23,663.653,-10.15,2.77
663.666,3.23,663.666,3.23,663.666,-12.15,-1.896666667
663.679,-3.77,663.679,-3.77,663.679,-0.15,-2.563333333
663.692,28.23,663.692,28.23,663.692,29.85,28.77
663.705,29.23,663.705,29.23,663.705,36.85,31.77
663.718,16.23,663.718,16.23,663.718,5.85,12.77
663.731,11.23,663.731,11.23,663.731,-3.15,6.436666667
663.744,8.23,663.744,8.23,663.744,8.85,8.436666667
663.757,24.23,663.757,24.23,663.757,11.85,20.10333333
663.77,13.23,663.77,13.23,663.77,8.85,11.77
663.783,3.23,663.783,3.23,663.783,6.85,4.436666667
663.796,15.23,663.796,15.23,663.796,22.85,17.77
663.809,4.23,663.809,4.23,663.809,13.85,7.436666667
663.822,1.23,663.822,1.23,663.822,5.85,2.77
663.835,-5.77,663.835,-5.77,663.835,-10.15,-7.23
663.848,-7.77,663.848,-7.77,663.848,2.85,-4.23
663.861,7.23,663.861,7.23,663.861,-7.15,2.436666667
663.874,22.23,663.874,22.23,663.874,2.85,15.77
663.887,25.23,663.887,25.23,663.887,-0.15,16.77
663.9,12.23,663.9,12.23,663.9,-0.15,8.103333333
663.913,-7.77,663.913,-7.77,663.913,12.85,-0.8966666667
663.926,-1.77,663.926,-1.77,663.926,-0.15,-1.23
663.939,0.23,663.939,0.23,663.939,-15.15,-4.896666667
663.952,12.23,663.952,12.23,663.952,7.85,10.77
663.965,44.23,663.965,44.23,663.965,26.85,38.43666667
663.978,23.23,663.978,23.23,663.978,7.85,18.10333333
663.991,3.23,663.991,3.23,663.991,-9.15,-0.8966666667
664.004,11.23,664.004,11.23,664.004,-10.15,4.103333333
664.017,22.23,664.017,22.23,664.017,14.85,19.77
664.03,25.23,664.03,25.23,664.03,24.85,25.10333333
664.042,28.23,664.042,28.23,664.042,17.85,24.77
664.055,-0.77,664.055,-0.77,664.055,17.85,5.436666667
664.068,7.23,664.068,7.23,664.068,25.85,13.43666667
664.081,26.23,664.081,26.23,664.081,23.85,25.43666667
664.094,27.23,664.094,27.23,664.094,18.85,24.43666667
664.107,23.23,664.107,23.23,664.107,4.85,17.10333333
664.12,22.23,664.12,22.23,664.12,15.85,20.10333333
664.133,13.23,664.133,13.23,664.133,4.85,10.43666667
664.146,15.23,664.146,15.23,664.146,11.85,14.10333333
664.159,8.23,664.159,8.23,664.159,12.85,9.77
664.172,-0.77,664.172,-0.77,664.172,-7.15,-2.896666667
664.185,20.23,664.185,20.23,664.185,11.85,17.43666667
664.198,19.23,664.198,19.23,664.198,3.85,14.10333333
664.21,19.23,664.21,19.23,664.21,2.85,13.77
664.223,14.23,664.223,14.23,664.223,5.85,11.43666667
664.236,25.23,664.236,25.23,664.236,16.85,22.43666667
664.249,3.23,664.249,3.23,664.249,26.85,11.10333333
664.262,-1.77,664.262,-1.77,664.262,13.85,3.436666667
664.275,6.23,664.275,6.23,664.275,12.85,8.436666667
664.288,6.23,664.288,6.23,664.288,11.85,8.103333333
664.301,1.23,664.301,1.23,664.301,23.85,8.77
664.314,-5.77,664.314,-5.77,664.314,9.85,-0.5633333333
664.327,-7.77,664.327,-7.77,664.327,5.85,-3.23
664.339,-3.77,664.339,-3.77,664.339,9.85,0.77
664.352,0.23,664.352,0.23,664.352,14.85,5.103333333
664.365,-4.77,664.365,-4.77,664.365,5.85,-1.23
664.378,8.23,664.378,8.23,664.378,12.85,9.77
664.391,13.23,664.391,13.23,664.391,13.85,13.43666667
664.404,21.23,664.404,21.23,664.404,18.85,20.43666667
664.417,11.23,664.417,11.23,664.417,24.85,15.77
664.43,14.23,664.43,14.23,664.43,10.85,13.10333333
664.442,23.23,664.442,23.23,664.442,17.85,21.43666667
664.455,12.23,664.455,12.23,664.455,9.85,11.43666667
664.468,0.23,664.468,0.23,664.468,2.85,1.103333333
664.481,9.23,664.481,9.23,664.481,-1.15,5.77
664.494,16.23,664.494,16.23,664.494,16.85,16.43666667
664.507,-5.77,664.507,-5.77,664.507,-7.15,-6.23
664.52,-5.77,664.52,-5.77,664.52,-7.15,-6.23
664.532,9.23,664.532,9.23,664.532,9.85,9.436666667
664.545,11.23,664.545,11.23,664.545,12.85,11.77
664.558,10.23,664.558,10.23,664.558,12.85,11.10333333
664.571,3.23,664.571,3.23,664.571,6.85,4.436666667
664.584,11.23,664.584,11.23,664.584,-0.15,7.436666667
664.597,8.23,664.597,8.23,664.597,-0.15,5.436666667
664.609,12.23,664.609,12.23,664.609,11.85,12.10333333
664.622,5.23,664.622,5.23,664.622,15.85,8.77
664.635,4.23,664.635,4.23,664.635,22.85,10.43666667
664.648,8.23,664.648,8.23,664.648,7.85,8.103333333
664.661,3.23,664.661,3.23,664.661,4.85,3.77
664.674,2.23,664.674,2.23,664.674,10.85,5.103333333
664.686,-3.77,664.686,-3.77,664.686,-3.15,-3.563333333
664.699,7.23,664.699,7.23,664.699,-5.15,3.103333333
664.712,8.23,664.712,8.23,664.712,2.85,6.436666667
664.725,6.23,664.725,6.23,664.725,11.85,8.103333333
664.738,12.23,664.738,12.23,664.738,19.85,14.77
664.751,15.23,664.751,15.23,664.751,19.85,16.77
664.763,14.23,664.763,14.23,664.763,7.85,12.10333333
664.776,10.23,664.776,10.23,664.776,3.85,8.103333333
664.789,26.23,664.789,26.23,664.789,8.85,20.43666667
664.802,18.23,664.802,18.23,664.802,18.85,18.43666667
664.815,4.23,664.815,4.23,664.815,-0.15,2.77
664.827,-2.77,664.827,-2.77,664.827,-0.15,-1.896666667
664.84,7.23,664.84,7.23,664.84,4.85,6.436666667
664.853,5.23,664.853,5.23,664.853,1.85,4.103333333
664.866,9.23,664.866,9.23,664.866,5.85,8.103333333
664.878,10.23,664.878,10.23,664.878,5.85,8.77
664.891,-2.77,664.891,-2.77,664.891,4.85,-0.23
664.904,31.23,664.904,31.23,664.904,15.85,26.10333333
664.917,27.23,664.917,27.23,664.917,15.85,23.43666667
664.93,11.23,664.93,11.23,664.93,9.85,10.77
664.942,9.23,664.942,9.23,664.942,17.85,12.10333333
664.955,21.23,664.955,21.23,664.955,15.85,19.43666667
664.968,24.23,664.968,24.23,664.968,12.85,20.43666667
664.981,10.23,664.981,10.23,664.981,19.85,13.43666667
664.993,4.23,664.993,4.23,664.993,8.85,5.77
665.006,15.23,665.006,15.23,665.006,28.85,19.77
665.019,21.23,665.019,21.23,665.019,26.85,23.10333333
665.032,-0.77,665.032,-0.77,665.032,17.85,5.436666667
665.044,9.23,665.044,9.23,665.044,8.85,9.103333333
665.057,24.23,665.057,24.23,665.057,9.85,19.43666667
665.07,11.23,665.07,11.23,665.07,-0.15,7.436666667
665.083,-2.77,665.083,-2.77,665.083,-13.15,-6.23
665.095,-7.77,665.095,-7.77,665.095,-4.15,-6.563333333
665.108,9.23,665.108,9.23,665.108,-14.15,1.436666667
665.121,11.23,665.121,11.23,665.121,1.85,8.103333333
