HD spec 1 wave,HD spec 1 intensity,HD spec 2 wave,HD spec 2 intensity,HD spec 3 wave,HD spec 3 intensity,HD average intensity
644.821,6.23,644.821,6.23,644.821,-15.15,-0.8966666667
644.837,-1.77,644.837,-1.77,644.837,-3.15,-2.23
644.853,4.23,644.853,4.23,644.853,17.85,8.77
644.869,7.23,644.869,7.23,644.869,-0.15,4.77
644.886,2.23,644.886,2.23,644.886,-4.15,0.1033333333
644.902,14.23,644.902,14.23,644.902,15.85,14.77
644.918,24.23,644.918,24.23,644.918,7.85,18.77
644.934,7.23,644.934,7.23,644.934,-1.15,4.436666667
644.95,8.23,644.95,8.23,644.95,8.85,8.436666667
644.966,-6.77,644.966,-6.77,644.966,-4.15,-5.896666667
644.983,3.23,644.983,3.23,644.983,8.85,5.103333333
644.999,-3.77,644.999,-3.77,644.999,-3.15,-3.563333333
645.015,-7.77,645.015,-7.77,645.015,-12.15,-9.23
645.031,10.23,645.031,10.23,645.031,-5.15,5.103333333
645.047,3.23,645.047,3.23,645.047,1.85,2.77
645.063,5.23,645.063,5.23,645.063,5.85,5.436666667
645.079,28.23,645.079,28.23,645.079,22.85,26.43666667
645.096,66.23,645.096,66.23,645.096,60.85,64.43666667
645.112,-5.77,645.112,-5.77,645.112,4.85,-2.23
645.128,3.23,645.128,3.23,645.128,-5.15,0.4366666667
645.144,-2.77,645.144,-2.77,645.144,-7.15,-4.23
645.16,1.23,645.16,1.23,645.16,3.85,2.103333333
645.176,4.23,645.176,4.23,645.176,8.85,5.77
645.192,-1.77,645.192,-1.77,645.192,4.85,0.4366666667
645.209,-3.77,645.209,-3.77,645.209,30.85,7.77
645.225,-0.77,645.225,-0.77,645.225,15.85,4.77
645.241,20.23,645.241,20.23,645.241,17.85,19.43666667
645.257,32.23,645.257,32.23,645.257,27.85,30.77
645.273,22.23,645.273,22.23,645.273,7.85,17.43666667
645.289,18.23,645.289,18.23,645.289,-11.15,8.436666667
645.305,2.23,645.305,2.23,645.305,-15.15,-3.563333333
645.321,8.23,645.321,8.23,645.321,-5.15,3.77
645.337,4.23,645.337,4.23,645.337,0.85,3.103333333
645.354,0.23,645.354,0.23,645.354,4.85,1.77
645.37,6.23,645.37,6.23,645.37,-0.15,4.103333333
645.386,2.23,645.386,2.23,645.386,6.85,3.77
645.402,16.23,645.402,16.23,645.402,-0.15,10.77
645.418,-16.77,645.418,-16.77,645.418,-11.15,-14.89666667
645.434,-11.77,645.434,-11.77,645.434,-14.15,-12.56333333
645.45,-6.77,645.45,-6.77,645.45,-12.15,-8.563333333
645.466,-7.77,645.466,-7.77,645.466,17.85,0.77
645.482,-12.77,645.482,-12.77,645.482,-6.15,-10.56333333
645.498,-3.77,645.498,-3.77,645.498,-3.15,-3.563333333
645.514,0.23,645.514,0.23,645.514,0.85,0.4366666667
645.531,-15.77,645.531,-15.77,645.531,-7.15,-12.89666667
645.547,-3.77,645.547,-3.77,645.547,-7.15,-4.896666667
645.563,-3.77,645.563,-3.77,645.563,-1.15,-2.896666667
645.579,-0.77,645.579,-0.77,645.579,-18.15,-6.563333333
645.595,-0.77,645.595,-0.77,645.595,-9.15,-3.563333333
645.611,-5.77,645.611,-5.77,645.611,-2.15,-4.563333333
645.627,9.23,645.627,9.23,645.627,7.85,8.77
645.643,1.23,645.643,1.23,645.643,0.85,1.103333333
645.659,0.23,645.659,0.23,645.659,5.85,2.103333333
645.675,5.23,645.675,5.23,645.675,2.85,4.436666667
645.691,8.23,645.691,8.23,645.691,-8.15,2.77
645.707,-1.77,645.707,-1.77,645.707,-20.15,-7.896666667
645.723,-14.77,645.723,-14.77,645.723,-18.15,-15.89666667
645.739,0.23,645.739,0.23,645.739,2.85,1.103333333
645.755,8.23,645.755,8.23,645.755,3.85,6.77
645.771,-2.77,645.771,-2.77,645.771,-15.15,-6.896666667
645.787,-6.77,645.787,-6.77,645.787,-14.15,-9.23
645.803,3.23,645.803,3.23,645.803,6.85,4.436666667
645.819,28.23,645.819,28.23,645.819,3.85,20.10333333
645.835,9.23,645.835,9.23,645.835,5.85,8.103333333
645.852,28.23,645.852,28.23,645.852,27.85,28.10333333
645.868,2.23,645.868,2.23,645.868,13.85,6.103333333
645.884,-8.77,645.884,-8.77,645.884,-7.15,-8.23
645.9,0.23,645.9,0.23,645.9,1.85,0.77
645.916,17.23,645.916,17.23,645.916,-10.15,8.103333333
645.932,-0.77,645.932,-0.77,645.932,-19.15,-6.896666667
645.948,-5.77,645.948,-5.77,645.948,-5.15,-5.563333333
645.964,6.23,645.964,6.23,645.964,8.85,7.103333333
645.98,8.23,645.98,8.23,645.98,4.85,7.103333333
645.996,2.23,645.996,2.23,645.996,2.85,2.436666667
646.012,26.23,646.012,26.23,646.012,11.85,21.43666667
646.028,9.23,646.028,9.23,646.028,-0.15,6.103333333
646.044,7.23,646.044,7.23,646.044,-7.15,2.436666667
646.06,4.23,646.06,4.23,646.06,-14.15,-1.896666667
646.076,2.23,646.076,2.23,646.076,-7.15,-0.8966666667
646.092,16.23,646.092,16.23,646.092,6.85,13.10333333
646.108,-10.77,646.108,-10.77,646.108,1.85,-6.563333333
646.124,-6.77,646.124,-6.77,646.124,3.85,-3.23
646.14,11.23,646.14,11.23,646.14,23.85,15.43666667
646.156,9.23,646.156,9.23,646.156,10.85,9.77
646.172,22.23,646.172,22.23,646.172,13.85,19.43666667
646.188,20.23,646.188,20.23,646.188,11.85,17.43666667
646.203,7.23,646.203,7.23,646.203,4.85,6.436666667
646.219,3.23,646.219,3.23,646.219,-2.15,1.436666667
646.235,23.23,646.235,23.23,646.235,10.85,19.10333333
646.251,25.23,646.251,25.23,646.251,15.85,22.10333333
646.267,-2.77,646.267,-2.77,646.267,1.85,-1.23
646.283,2.23,646.283,2.23,646.283,3.85,2.77
646.299,8.23,646.299,8.23,646.299,4.85,7.103333333
646.315,25.23,646.315,25.23,646.315,19.85,23.43666667
646.331,20.23,646.331,20.23,646.331,24.85,21.77
646.347,22.23,646.347,22.23,646.347,-3.15,13.77
646.363,21.23,646.363,21.23,646.363,-15.15,9.103333333
646.379,9.23,646.379,9.23,646.379,-12.15,2.103333333
646.395,-18.77,646.395,-18.77,646.395,-8.15,-15.23
646.411,0.23,646.411,0.23,646.411,-6.15,-1.896666667
646.427,-3.77,646.427,-3.77,646.427,0.85,-2.23
646.443,-1.77,646.443,-1.77,646.443,-7.15,-3.563333333
646.459,-9.77,646.459,-9.77,646.459,8.85,-3.563333333
646.475,1.23,646.475,1.23,646.475,16.85,6.436666667
646.491,7.23,646.491,7.23,646.491,1.85,5.436666667
646.506,-3.77,646.506,-3.77,646.506,-2.15,-3.23
646.522,-5.77,646.522,-5.77,646.522,-20.15,-10.56333333
646.538,7.23,646.538,7.23,646.538,-7.15,2.436666667
646.554,9.23,646.554,9.23,646.554,-9.15,3.103333333
646.57,7.23,646.57,7.23,646.57,-3.15,3.77
646.586,5.23,646.586,5.23,646.586,-3.15,2.436666667
646.602,26.23,646.602,26.23,646.602,7.85,20.10333333
646.618,8.23,646.618,8.23,646.618,1.85,6.103333333
646.634,15.23,646.634,15.23,646.634,7.85,12.77
646.65,6.23,646.65,6.23,646.65,3.85,5.436666667
646.666,3.23,646.666,3.23,646.666,-0.15,2.103333333
646.682,-2.77,646.682,-2.77,646.682,-5.15,-3.563333333
646.697,17.23,646.697,17.23,646.697,-1.15,11.10333333
646.713,-0.77,646.713,-0.77,646.713,4.85,1.103333333
646.729,-3.77,646.729,-3.77,646.729,-11.15,-6.23
646.745,-0.77,646.745,-0.77,646.745,3.85,0.77
646.761,11.23,646.761,11.23,646.761,8.85,10.43666667
646.777,5.23,646.777,5.23,646.777,0.85,3.77
646.793,27.23,646.793,27.23,646.793,-4.15,16.77
646.809,11.23,646.809,11.23,646.809,3.85,8.77
646.824,-12.77,646.824,-12.77,646.824,-14.15,-13.23
646.84,0.23,646.84,0.23,646.84,-3.15,-0.8966666667
646.856,-7.77,646.856,-7.77,646.856,-7.15,-7.563333333
646.872,5.23,646.872,5.23,646.872,14.85,8.436666667
646.888,9.23,646.888,9.23,646.888,18.85,12.43666667
646.904,1.23,646.904,1.23,646.904,-5.15,-0.8966666667
646.92,11.23,646.92,11.23,646.92,4.85,9.103333333
646.936,1.23,646.936,1.23,646.936,3.85,2.103333333
646.951,-2.77,646.951,-2.77,646.951,-14.15,-6.563333333
646.967,4.23,646.967,4.23,646.967,-8.15,0.1033333333
646.983,16.23,646.983,16.23,646.983,9.85,14.10333333
646.999,13.23,646.999,13.23,646.999,0.85,9.103333333
647.015,11.23,647.015,11.23,647.015,3.85,8.77
647.031,22.23,647.031,22.23,647.031,25.85,23.43666667
647.047,3.23,647.047,3.23,647.047,13.85,6.77
647.062,-6.77,647.062,-6.77,647.062,2.85,-3.563333333
647.078,-13.77,647.078,-13.77,647.078,-9.15,-12.23
647.094,-7.77,647.094,-7.77,647.094,-4.15,-6.563333333
647.11,-1.77,647.11,-1.77,647.11,-1.15,-1.563333333
647.126,-9.77,647.126,-9.77,647.126,-0.15,-6.563333333
647.142,9.23,647.142,9.23,647.142,0.85,6.436666667
647.157,17.23,647.157,17.23,647.157,20.85,18.43666667
647.173,0.23,647.173,0.23,647.173,5.85,2.103333333
647.189,-4.77,647.189,-4.77,647.189,-10.15,-6.563333333
647.205,-9.77,647.205,-9.77,647.205,-22.15,-13.89666667
647.221,-15.77,647.221,-15.77,647.221,-23.15,-18.23
647.236,-8.77,647.236,-8.77,647.236,-0.15,-5.896666667
647.252,7.23,647.252,7.23,647.252,3.85,6.103333333
647.268,7.23,647.268,7.23,647.268,-14.15,0.1033333333
647.284,-5.77,647.284,-5.77,647.284,-2.15,-4.563333333
647.3,15.23,647.3,15.23,647.3,13.85,14.77
647.315,-1.77,647.315,-1.77,647.315,5.85,0.77
647.331,0.23,647.331,0.23,647.331,1.85,0.77
647.347,0.23,647.347,0.23,647.347,13.85,4.77
647.363,-6.77,647.363,-6.77,647.363,-0.15,-4.563333333
647.379,3.23,647.379,3.23,647.379,22.85,9.77
647.394,-6.77,647.394,-6.77,647.394,12.85,-0.23
647.41,15.23,647.41,15.23,647.41,7.85,12.77
647.426,12.23,647.426,12.23,647.426,8.85,11.10333333
647.442,20.23,647.442,20.23,647.442,-12.15,9.436666667
647.458,5.23,647.458,5.23,647.458,18.85,9.77
647.473,8.23,647.473,8.23,647.473,20.85,12.43666667
647.489,10.23,647.489,10.23,647.489,3.85,8.103333333
647.505,11.23,647.505,11.23,647.505,12.85,11.77
647.521,2.23,647.521,2.23,647.521,16.85,7.103333333
647.536,-4.77,647.536,-4.77,647.536,12.85,1.103333333
647.552,-4.77,647.552,-4.77,647.552,-6.15,-5.23
647.568,-8.77,647.568,-8.77,647.568,-10.15,-9.23
647.584,-1.77,647.584,-1.77,647.584,-6.15,-3.23
647.599,3.23,647.599,3.23,647.599,2.85,3.103333333
647.615,-0.77,647.615,-0.77,647.615,-0.15,-0.5633333333
647.631,-5.77,647.631,-5.77,647.631,-2.15,-4.563333333
647.647,-5.77,647.647,-5.77,647.647,-1.15,-4.23
647.662,-14.77,647.662,-14.77,647.662,-8.15,-12.56333333
647.678,-5.77,647.678,-5.77,647.678,-3.15,-4.896666667
647.694,4.23,647.694,4.23,647.694,-21.15,-4.23
647.71,3.23,647.71,3.23,647.71,-9.15,-0.8966666667
647.725,-10.77,647.725,-10.77,647.725,-14.15,-11.89666667
647.741,-15.77,647.741,-15.77,647.741,-17.15,-16.23
647.757,-1.77,647.757,-1.77,647.757,0.85,-0.8966666667
647.773,4.23,647.773,4.23,647.773,5.85,4.77
647.788,1.23,647.788,1.23,647.788,11.85,4.77
647.804,18.23,647.804,18.23,647.804,3.85,13.43666667
647.82,5.23,647.82,5.23,647.82,5.85,5.436666667
647.835,7.23,647.835,7.23,647.835,1.85,5.436666667
647.851,17.23,647.851,17.23,647.851,-4.15,10.10333333
647.867,4.23,647.867,4.23,647.867,0.85,3.103333333
647.883,11.23,647.883,11.23,647.883,0.85,7.77
647.898,6.23,647.898,6.23,647.898,2.85,5.103333333
647.914,4.23,647.914,4.23,647.914,1.85,3.436666667
647.93,7.23,647.93,7.23,647.93,5.85,6.77
647.945,-0.77,647.945,-0.77,647.945,0.85,-0.23
647.961,17.23,647.961,17.23,647.961,13.85,16.10333333
647.977,13.23,647.977,13.23,647.977,-0.15,8.77
647.993,-1.77,647.993,-1.77,647.993,-3.15,-2.23
648.008,6.23,648.008,6.23,648.008,0.85,4.436666667
648.024,6.23,648.024,6.23,648.024,17.85,10.10333333
648.04,-1.77,648.04,-1.77,648.04,12.85,3.103333333
648.055,-3.77,648.055,-3.77,648.055,11.85,1.436666667
648.071,0.23,648.071,0.23,648.071,4.85,1.77
648.087,8.23,648.087,8.23,648.087,6.85,7.77
648.102,-3.77,648.102,-3.77,648.102,-7.15,-4.896666667
648.118,3.23,648.118,3.23,648.118,-11.15,-1.563333333
648.134,-0.77,648.134,-0.77,648.134,-14.15,-5.23
648.149,-2.77,648.149,-2.77,648.149,-3.15,-2.896666667
648.165,12.23,648.165,12.23,648.165,0.85,8.436666667
648.181,15.23,648.181,15.23,648.181,5.85,12.10333333
648.196,-3.77,648.196,-3.77,648.196,-6.15,-4.563333333
648.212,2.23,648.212,2.23,648.212,9.85,4.77
648.228,12.23,648.228,12.23,648.228,-16.15,2.77
648.243,10.23,648.243,10.23,648.243,-6.15,4.77
648.259,6.23,648.259,6.23,648.259,11.85,8.103333333
648.275,-10.77,648.275,-10.77,648.275,10.85,-3.563333333
648.29,7.23,648.29,7.23,648.29,11.85,8.77
648.306,5.23,648.306,5.23,648.306,-1.15,3.103333333
648.322,-3.77,648.322,-3.77,648.322,-0.15,-2.563333333
648.337,-10.77,648.337,-10.77,648.337,-2.15,-7.896666667
648.353,5.23,648.353,5.23,648.353,5.85,5.436666667
648.368,35.23,648.368,35.23,648.368,30.85,33.77
648.384,68.23,648.384,68.23,648.384,72.85,69.77
648.4,9.23,648.4,9.23,648.4,15.85,11.43666667
648.415,0.23,648.415,0.23,648.415,4.85,1.77
648.431,14.23,648.431,14.23,648.431,13.85,14.10333333
648.447,15.23,648.447,15.23,648.447,9.85,13.43666667
648.462,24.23,648.462,24.23,648.462,27.85,25.43666667
648.478,19.23,648.478,19.23,648.478,7.85,15.43666667
648.493,4.23,648.493,4.23,648.493,-23.15,-4.896666667
648.509,6.23,648.509,6.23,648.509,-7.15,1.77
648.525,12.23,648.525,12.23,648.525,12.85,12.43666667
648.54,-9.77,648.54,-9.77,648.54,-3.15,-7.563333333
648.556,-4.77,648.556,-4.77,648.556,-7.15,-5.563333333
648.572,16.23,648.572,16.23,648.572,12.85,15.10333333
648.587,4.23,648.587,4.23,648.587,-2.15,2.103333333
648.603,-12.77,648.603,-12.77,648.603,4.85,-6.896666667
648.618,6.23,648.618,6.23,648.618,-5.15,2.436666667
648.634,14.23,648.634,14.23,648.634,0.85,9.77
648.65,25.23,648.65,25.23,648.65,-0.15,16.77
648.665,20.23,648.665,20.23,648.665,5.85,15.43666667
648.681,8.23,648.681,8.23,648.681,4.85,7.103333333
648.696,2.23,648.696,2.23,648.696,4.85,3.103333333
648.712,6.23,648.712,6.23,648.712,19.85,10.77
648.727,-0.77,648.727,-0.77,648.727,1.85,0.1033333333
648.743,14.23,648.743,14.23,648.743,-4.15,8.103333333
648.759,41.23,648.759,41.23,648.759,17.85,33.43666667
648.774,28.23,648.774,28.23,648.774,8.85,21.77
648.79,2.23,648.79,2.23,648.79,4.85,3.103333333
648.805,-14.77,648.805,-14.77,648.805,-3.15,-10.89666667
648.821,-2.77,648.821,-2.77,648.821,-5.15,-3.563333333
648.836,-4.77,648.836,-4.77,648.836,14.85,1.77
648.852,-7.77,648.852,-7.77,648.852,12.85,-0.8966666667
648.868,-4.77,648.868,-4.77,648.868,6.85,-0.8966666667
648.883,-7.77,648.883,-7.77,648.883,12.85,-0.8966666667
648.899,-11.77,648.899,-11.77,648.899,5.85,-5.896666667
648.914,-11.77,648.914,-11.77,648.914,2.85,-6.896666667
648.93,11.23,648.93,11.23,648.93,2.85,8.436666667
648.945,35.23,648.945,35.23,648.945,6.85,25.77
648.961,42.23,648.961,42.23,648.961,1.85,28.77
648.976,15.23,648.976,15.23,648.976,-0.15,10.10333333
648.992,1.23,648.992,1.23,648.992,1.85,1.436666667
649.007,-1.77,649.007,-1.77,649.007,4.85,0.4366666667
649.023,7.23,649.023,7.23,649.023,17.85,10.77
649.039,7.23,649.039,7.23,649.039,0.85,5.103333333
649.054,-6.77,649.054,-6.77,649.054,-3.15,-5.563333333
649.07,12.23,649.07,12.23,649.07,-0.15,8.103333333
649.085,-10.77,649.085,-10.77,649.085,-4.15,-8.563333333
649.101,-1.77,649.101,-1.77,649.101,11.85,2.77
649.116,0.23,649.116,0.23,649.116,3.85,1.436666667
649.132,3.23,649.132,3.23,649.132,1.85,2.77
649.147,1.23,649.147,1.23,649.147,-2.15,0.1033333333
649.163,-2.77,649.163,-2.77,649.163,-7.15,-4.23
649.178,-5.77,649.178,-5.77,649.178,-6.15,-5.896666667
649.194,-8.77,649.194,-8.77,649.194,6.85,-3.563333333
649.209,17.23,649.209,17.23,649.209,27.85,20.77
649.225,27.23,649.225,27.23,649.225,23.85,26.10333333
649.24,32.23,649.24,32.23,649.24,10.85,25.10333333
649.256,44.23,649.256,44.23,649.256,11.85,33.43666667
649.271,21.23,649.271,21.23,649.271,3.85,15.43666667
649.287,5.23,649.287,5.23,649.287,4.85,5.103333333
649.302,7.23,649.302,7.23,649.302,-1.15,4.436666667
649.318,-4.77,649.318,-4.77,649.318,-8.15,-5.896666667
649.333,-14.77,649.333,-14.77,649.333,-13.15,-14.23
649.349,-8.77,649.349,-8.77,649.349,-7.15,-8.23
649.364,8.23,649.364,8.23,649.364,8.85,8.436666667
649.38,17.23,649.38,17.23,649.38,14.85,16.43666667
649.395,7.23,649.395,7.23,649.395,12.85,9.103333333
649.41,14.23,649.41,14.23,649.41,24.85,17.77
649.426,14.23,649.426,14.23,649.426,12.85,13.77
649.441,-0.77,649.441,-0.77,649.441,-0.15,-0.5633333333
649.457,-6.77,649.457,-6.77,649.457,3.85,-3.23
649.472,-16.77,649.472,-16.77,649.472,-21.15,-18.23
649.488,7.23,649.488,7.23,649.488,1.85,5.436666667
649.503,23.23,649.503,23.23,649.503,18.85,21.77
649.519,12.23,649.519,12.23,649.519,22.85,15.77
649.534,11.23,649.534,11.23,649.534,11.85,11.43666667
649.55,9.23,649.55,9.23,649.55,7.85,8.77
649.565,24.23,649.565,24.23,649.565,24.85,24.43666667
649.581,17.23,649.581,17.23,649.581,20.85,18.43666667
649.596,2.23,649.596,2.23,649.596,0.85,1.77
649.611,3.23,649.611,3.23,649.611,10.85,5.77
649.627,19.23,649.627,19.23,649.627,19.85,19.43666667
649.642,15.23,649.642,15.23,649.642,10.85,13.77
649.658,0.23,649.658,0.23,649.658,-8.15,-2.563333333
649.673,8.23,649.673,8.23,649.673,6.85,7.77
649.689,16.23,649.689,16.23,649.689,12.85,15.10333333
649.704,14.23,649.704,14.23,649.704,13.85,14.10333333
649.719,26.23,649.719,26.23,649.719,5.85,19.43666667
649.735,5.23,649.735,5.23,649.735,19.85,10.10333333
649.75,37.23,649.75,37.23,649.75,31.85,35.43666667
649.766,18.23,649.766,18.23,649.766,0.85,12.43666667
649.781,24.23,649.781,24.23,649.781,20.85,23.10333333
649.796,5.23,649.796,5.23,649.796,-7.15,1.103333333
649.812,3.23,649.812,3.23,649.812,6.85,4.436666667
649.827,16.23,649.827,16.23,649.827,5.85,12.77
649.843,-0.77,649.843,-0.77,649.843,6.85,1.77
649.858,7.23,649.858,7.23,649.858,24.85,13.10333333
649.874,3.23,649.874,3.23,649.874,-8.15,-0.5633333333
649.889,0.23,649.889,0.23,649.889,-7.15,-2.23
649.904,8.23,649.904,8.23,649.904,-3.15,4.436666667
649.92,15.23,649.92,15.23,649.92,9.85,13.43666667
649.935,0.23,649.935,0.23,649.935,5.85,2.103333333
649.95,10.23,649.95,10.23,649.95,25.85,15.43666667
649.966,4.23,649.966,4.23,649.966,4.85,4.436666667
649.981,15.23,649.981,15.23,649.981,-2.15,9.436666667
649.997,13.23,649.997,13.23,649.997,-8.15,6.103333333
650.012,-5.77,650.012,-5.77,650.012,-17.15,-9.563333333
650.027,-8.77,650.027,-8.77,650.027,-5.15,-7.563333333
650.043,-7.77,650.043,-7.77,650.043,-13.15,-9.563333333
650.058,5.23,650.058,5.23,650.058,-11.15,-0.23
650.073,-8.77,650.073,-8.77,650.073,-2.15,-6.563333333
650.089,-2.77,650.089,-2.77,650.089,7.85,0.77
650.104,5.23,650.104,5.23,650.104,17.85,9.436666667
650.12,-1.77,650.12,-1.77,650.12,-12.15,-5.23
650.135,-7.77,650.135,-7.77,650.135,10.85,-1.563333333
650.15,2.23,650.15,2.23,650.15,14.85,6.436666667
650.166,18.23,650.166,18.23,650.166,5.85,14.10333333
650.181,5.23,650.181,5.23,650.181,1.85,4.103333333
650.196,14.23,650.196,14.23,650.196,3.85,10.77
650.212,7.23,650.212,7.23,650.212,4.85,6.436666667
650.227,15.23,650.227,15.23,650.227,0.85,10.43666667
650.242,29.23,650.242,29.23,650.242,20.85,26.43666667
650.258,8.23,650.258,8.23,650.258,13.85,10.10333333
650.273,-3.77,650.273,-3.77,650.273,6.85,-0.23
650.288,6.23,650.288,6.23,650.288,-9.15,1.103333333
650.304,10.23,650.304,10.23,650.304,-2.15,6.103333333
650.319,2.23,650.319,2.23,650.319,-9.15,-1.563333333
650.334,3.23,650.334,3.23,650.334,-7.15,-0.23
650.35,-0.77,650.35,-0.77,650.35,9.85,2.77
650.365,14.23,650.365,14.23,650.365,37.85,22.10333333
650.38,4.23,650.38,4.23,650.38,8.85,5.77
650.396,-5.77,650.396,-5.77,650.396,-9.15,-6.896666667
650.411,-0.77,650.411,-0.77,650.411,-5.15,-2.23
650.426,5.23,650.426,5.23,650.426,-3.15,2.436666667
650.441,-3.77,650.441,-3.77,650.441,-0.15,-2.563333333
650.457,-0.77,650.457,-0.77,650.457,0.85,-0.23
650.472,1.23,650.472,1.23,650.472,6.85,3.103333333
650.487,22.23,650.487,22.23,650.487,13.85,19.43666667
650.503,9.23,650.503,9.23,650.503,0.85,6.436666667
650.518,-1.77,650.518,-1.77,650.518,-2.15,-1.896666667
650.533,-6.77,650.533,-6.77,650.533,-7.15,-6.896666667
650.549,3.23,650.549,3.23,650.549,-3.15,1.103333333
650.564,-4.77,650.564,-4.77,650.564,3.85,-1.896666667
650.579,-4.77,650.579,-4.77,650.579,3.85,-1.896666667
650.594,6.23,650.594,6.23,650.594,13.85,8.77
650.61,11.23,650.61,11.23,650.61,4.85,9.103333333
650.625,11.23,650.625,11.23,650.625,1.85,8.103333333
650.64,4.23,650.64,4.23,650.64,2.85,3.77
650.656,-8.77,650.656,-8.77,650.656,-4.15,-7.23
650.671,-2.77,650.671,-2.77,650.671,0.85,-1.563333333
650.686,0.23,650.686,0.23,650.686,4.85,1.77
650.701,-2.77,650.701,-2.77,650.701,4.85,-0.23
650.717,-5.77,650.717,-5.77,650.717,13.85,0.77
650.732,31.23,650.732,31.23,650.732,14.85,25.77
650.747,16.23,650.747,16.23,650.747,-7.15,8.436666667
650.762,-0.77,650.762,-0.77,650.762,3.85,0.77
650.778,9.23,650.778,9.23,650.778,11.85,10.10333333
650.793,6.23,650.793,6.23,650.793,12.85,8.436666667
650.808,14.23,650.808,14.23,650.808,10.85,13.10333333
650.823,7.23,650.823,7.23,650.823,-3.15,3.77
650.839,-5.77,650.839,-5.77,650.839,-2.15,-4.563333333
650.854,3.23,650.854,3.23,650.854,5.85,4.103333333
650.869,17.23,650.869,17.23,650.869,8.85,14.43666667
650.884,27.23,650.884,27.23,650.884,16.85,23.77
650.9,14.23,650.9,14.23,650.9,-8.15,6.77
650.915,11.23,650.915,11.23,650.915,-1.15,7.103333333
650.93,-24.77,650.93,-24.77,650.93,5.85,-14.56333333
650.945,-8.77,650.945,-8.77,650.945,-5.15,-7.563333333
650.96,7.23,650.96,7.23,650.96,-0.15,4.77
650.976,-9.77,650.976,-9.77,650.976,4.85,-4.896666667
650.991,-2.77,650.991,-2.77,650.991,-1.15,-2.23
651.006,8.23,651.006,8.23,651.006,3.85,6.77
651.021,4.23,651.021,4.23,651.021,4.85,4.436666667
651.037,9.23,651.037,9.23,651.037,0.85,6.436666667
651.052,0.23,651.052,0.23,651.052,6.85,2.436666667
651.067,-10.77,651.067,-10.77,651.067,-31.15,-17.56333333
651.082,3.23,651.082,3.23,651.082,-23.15,-5.563333333
651.097,6.23,651.097,6.23,651.097,-8.15,1.436666667
651.113,2.23,651.113,2.23,651.113,-6.15,-0.5633333333
651.128,-6.77,651.128,-6.77,651.128,-18.15,-10.56333333
651.143,5.23,651.143,5.23,651.143,-13.15,-0.8966666667
651.158,0.23,651.158,0.23,651.158,-27.15,-8.896666667
651.173,-0.77,651.173,-0.77,651.173,-10.15,-3.896666667
651.189,19.23,651.189,19.23,651.189,14.85,17.77
651.204,10.23,651.204,10.23,651.204,-4.15,5.436666667
651.219,-11.77,651.219,-11.77,651.219,-15.15,-12.89666667
651.234,14.23,651.234,14.23,651.234,-2.15,8.77
651.249,22.23,651.249,22.23,651.249,18.85,21.10333333
651.264,12.23,651.264,12.23,651.264,15.85,13.43666667
651.28,17.23,651.28,17.23,651.28,12.85,15.77
651.295,1.23,651.295,1.23,651.295,1.85,1.436666667
651.31,-0.77,651.31,-0.77,651.31,4.85,1.103333333
651.325,-15.77,651.325,-15.77,651.325,-23.15,-18.23
651.34,-0.77,651.34,-0.77,651.34,-12.15,-4.563333333
651.355,-8.77,651.355,-8.77,651.355,-22.15,-13.23
651.371,-15.77,651.371,-15.77,651.371,-27.15,-19.56333333
651.386,-12.77,651.386,-12.77,651.386,-17.15,-14.23
651.401,5.23,651.401,5.23,651.401,7.85,6.103333333
651.416,11.23,651.416,11.23,651.416,8.85,10.43666667
651.431,6.23,651.431,6.23,651.431,6.85,6.436666667
651.446,-1.77,651.446,-1.77,651.446,-14.15,-5.896666667
651.461,0.23,651.461,0.23,651.461,-10.15,-3.23
651.477,23.23,651.477,23.23,651.477,-2.15,14.77
651.492,24.23,651.492,24.23,651.492,21.85,23.43666667
651.507,16.23,651.507,16.23,651.507,7.85,13.43666667
651.522,-10.77,651.522,-10.77,651.522,-0.15,-7.23
651.537,6.23,651.537,6.23,651.537,7.85,6.77
651.552,-2.77,651.552,-2.77,651.552,-3.15,-2.896666667
651.567,1.23,651.567,1.23,651.567,-4.15,-0.5633333333
651.583,5.23,651.583,5.23,651.583,-4.15,2.103333333
651.598,15.23,651.598,15.23,651.598,-0.15,10.10333333
651.613,-8.77,651.613,-8.77,651.613,-10.15,-9.23
651.628,-2.77,651.628,-2.77,651.628,11.85,2.103333333
651.643,14.23,651.643,14.23,651.643,6.85,11.77
651.658,9.23,651.658,9.23,651.658,-15.15,1.103333333
651.673,6.23,651.673,6.23,651.673,-15.15,-0.8966666667
651.688,11.23,651.688,11.23,651.688,-7.15,5.103333333
651.703,12.23,651.703,12.23,651.703,-7.15,5.77
651.719,7.23,651.719,7.23,651.719,20.85,11.77
651.734,18.23,651.734,18.23,651.734,39.85,25.43666667
651.749,0.23,651.749,0.23,651.749,6.85,2.436666667
651.764,4.23,651.764,4.23,651.764,15.85,8.103333333
651.779,1.23,651.779,1.23,651.779,5.85,2.77
651.794,-9.77,651.794,-9.77,651.794,8.85,-3.563333333
651.809,-10.77,651.809,-10.77,651.809,0.85,-6.896666667
651.824,16.23,651.824,16.23,651.824,8.85,13.77
651.839,14.23,651.839,14.23,651.839,2.85,10.43666667
651.854,5.23,651.854,5.23,651.854,13.85,8.103333333
651.869,14.23,651.869,14.23,651.869,24.85,17.77
