H spec 1 wave,H spec 1 intensity,H spec 2 wave,H spec 2 intensity,H spec 3 wave,H spec 3 intensity,H average intensity
645.337,15.38,645.337,9.15,645.337,2.08,8.87
645.354,16.38,645.354,6.15,645.354,6.08,9.536666667
645.37,-12.62,645.37,0.15,645.37,14.08,0.5366666667
645.386,7.38,645.386,14.15,645.386,11.08,10.87
645.402,-2.62,645.402,17.15,645.402,14.08,9.536666667
645.418,0.38,645.418,-7.85,645.418,-0.92,-2.796666667
645.434,3.38,645.434,-4.85,645.434,16.08,4.87
645.45,5.38,645.45,13.15,645.45,22.08,13.53666667
645.466,13.38,645.466,3.15,645.466,8.08,8.203333333
645.482,10.38,645.482,1.15,645.482,2.08,4.536666667
645.498,19.38,645.498,-1.85,645.498,5.08,7.536666667
645.514,-0.62,645.514,-9.85,645.514,5.08,-1.796666667
645.531,-11.62,645.531,14.15,645.531,2.08,1.536666667
645.547,-6.62,645.547,8.15,645.547,7.08,2.87
645.563,6.38,645.563,1.15,645.563,20.08,9.203333333
645.579,-8.62,645.579,2.15,645.579,9.08,0.87
645.595,-4.62,645.595,17.15,645.595,-0.92,3.87
645.611,0.38,645.611,13.15,645.611,3.08,5.536666667
645.627,-1.62,645.627,28.15,645.627,-1.92,8.203333333
645.643,-0.62,645.643,17.15,645.643,1.08,5.87
645.659,9.38,645.659,9.15,645.659,1.08,6.536666667
645.675,12.38,645.675,10.15,645.675,-12.92,3.203333333
645.691,7.38,645.691,6.15,645.691,-11.92,0.5366666667
645.707,0.38,645.707,-15.85,645.707,-7.92,-7.796666667
645.723,-7.62,645.723,-8.85,645.723,-12.92,-9.796666667
645.739,-4.62,645.739,5.15,645.739,-19.92,-6.463333333
645.755,-4.62,645.755,-0.85,645.755,-13.92,-6.463333333
645.771,-18.62,645.771,-14.85,645.771,-15.92,-16.46333333
645.787,-10.62,645.787,-20.85,645.787,-2.92,-11.46333333
645.803,13.38,645.803,10.15,645.803,17.08,13.53666667
645.819,16.38,645.819,18.15,645.819,17.08,17.20333333
645.835,-14.62,645.835,-14.85,645.835,4.08,-8.463333333
645.852,17.38,645.852,18.15,645.852,26.08,20.53666667
645.868,10.38,645.868,7.15,645.868,-0.92,5.536666667
645.884,0.38,645.884,4.15,645.884,3.08,2.536666667
645.9,-6.62,645.9,12.15,645.9,-1.92,1.203333333
645.916,-15.62,645.916,-2.85,645.916,11.08,-2.463333333
645.932,-2.62,645.932,-11.85,645.932,2.08,-4.13
645.948,-5.62,645.948,-6.85,645.948,7.08,-1.796666667
645.964,-11.62,645.964,9.15,645.964,5.08,0.87
645.98,1.38,645.98,13.15,645.98,4.08,6.203333333
645.996,16.38,645.996,26.15,645.996,19.08,20.53666667
646.012,22.38,646.012,19.15,646.012,15.08,18.87
646.028,-6.62,646.028,2.15,646.028,4.08,-0.13
646.044,5.38,646.044,9.15,646.044,7.08,7.203333333
646.06,-7.62,646.06,-4.85,646.06,-9.92,-7.463333333
646.076,-12.62,646.076,-3.85,646.076,-7.92,-8.13
646.092,8.38,646.092,23.15,646.092,14.08,15.20333333
646.108,-0.62,646.108,19.15,646.108,9.08,9.203333333
646.124,-6.62,646.124,18.15,646.124,14.08,8.536666667
646.14,-4.62,646.14,10.15,646.14,18.08,7.87
646.156,13.38,646.156,-5.85,646.156,14.08,7.203333333
646.172,14.38,646.172,13.15,646.172,26.08,17.87
646.188,-12.62,646.188,13.15,646.188,15.08,5.203333333
646.203,-9.62,646.203,1.15,646.203,5.08,-1.13
646.219,-8.62,646.219,-15.85,646.219,11.08,-4.463333333
646.235,19.38,646.235,13.15,646.235,18.08,16.87
646.251,15.38,646.251,27.15,646.251,33.08,25.20333333
646.267,-0.62,646.267,19.15,646.267,5.08,7.87
646.283,24.38,646.283,12.15,646.283,12.08,16.20333333
646.299,-0.62,646.299,5.15,646.299,3.08,2.536666667
646.315,13.38,646.315,21.15,646.315,30.08,21.53666667
646.331,14.38,646.331,34.15,646.331,24.08,24.20333333
646.347,10.38,646.347,14.15,646.347,18.08,14.20333333
646.363,16.38,646.363,8.15,646.363,5.08,9.87
646.379,-4.62,646.379,3.15,646.379,-5.92,-2.463333333
646.395,-19.62,646.395,-6.85,646.395,-12.92,-13.13
646.411,-7.62,646.411,1.15,646.411,-6.92,-4.463333333
646.427,2.38,646.427,18.15,646.427,0.08,6.87
646.443,8.38,646.443,-4.85,646.443,3.08,2.203333333
646.459,0.38,646.459,-12.85,646.459,-2.92,-5.13
646.475,29.38,646.475,8.15,646.475,-3.92,11.20333333
646.491,3.38,646.491,7.15,646.491,6.08,5.536666667
646.506,-12.62,646.506,-0.85,646.506,7.08,-2.13
646.522,-18.62,646.522,-4.85,646.522,-11.92,-11.79666667
646.538,-18.62,646.538,-7.85,646.538,4.08,-7.463333333
646.554,-1.62,646.554,-12.85,646.554,10.08,-1.463333333
646.57,2.38,646.57,8.15,646.57,7.08,5.87
646.586,-3.62,646.586,3.15,646.586,6.08,1.87
646.602,-4.62,646.602,22.15,646.602,16.08,11.20333333
646.618,7.38,646.618,12.15,646.618,14.08,11.20333333
646.634,10.38,646.634,1.15,646.634,10.08,7.203333333
646.65,0.38,646.65,2.15,646.65,18.08,6.87
646.666,-10.62,646.666,8.15,646.666,12.08,3.203333333
646.682,-9.62,646.682,-0.85,646.682,10.08,-0.13
646.697,-0.62,646.697,24.15,646.697,23.08,15.53666667
646.713,9.38,646.713,19.15,646.713,6.08,11.53666667
646.729,3.38,646.729,18.15,646.729,0.08,7.203333333
646.745,0.38,646.745,28.15,646.745,4.08,10.87
646.761,6.38,646.761,26.15,646.761,18.08,16.87
646.777,4.38,646.777,16.15,646.777,17.08,12.53666667
646.793,3.38,646.793,2.15,646.793,-3.92,0.5366666667
646.809,14.38,646.809,6.15,646.809,-4.92,5.203333333
646.824,2.38,646.824,0.15,646.824,-20.92,-6.13
646.84,2.38,646.84,-4.85,646.84,2.08,-0.13
646.856,5.38,646.856,-7.85,646.856,1.08,-0.4633333333
646.872,8.38,646.872,-3.85,646.872,-12.92,-2.796666667
646.888,32.38,646.888,7.15,646.888,6.08,15.20333333
646.904,-8.62,646.904,2.15,646.904,4.08,-0.7966666667
646.92,2.38,646.92,7.15,646.92,6.08,5.203333333
646.936,-1.62,646.936,13.15,646.936,10.08,7.203333333
646.951,0.38,646.951,-7.85,646.951,5.08,-0.7966666667
646.967,8.38,646.967,-9.85,646.967,10.08,2.87
646.983,13.38,646.983,6.15,646.983,15.08,11.53666667
646.999,1.38,646.999,15.15,646.999,10.08,8.87
647.015,-2.62,647.015,8.15,647.015,13.08,6.203333333
647.031,6.38,647.031,16.15,647.031,6.08,9.536666667
647.047,4.38,647.047,6.15,647.047,10.08,6.87
647.062,-12.62,647.062,0.15,647.062,-6.92,-6.463333333
647.078,-9.62,647.078,-11.85,647.078,-7.92,-9.796666667
647.094,-4.62,647.094,8.15,647.094,-3.92,-0.13
647.11,-9.62,647.11,6.15,647.11,12.08,2.87
647.126,-5.62,647.126,-11.85,647.126,6.08,-3.796666667
647.142,3.38,647.142,7.15,647.142,11.08,7.203333333
647.157,29.38,647.157,16.15,647.157,8.08,17.87
647.173,-0.62,647.173,-5.85,647.173,10.08,1.203333333
647.189,-7.62,647.189,-13.85,647.189,-4.92,-8.796666667
647.205,2.38,647.205,-13.85,647.205,-13.92,-8.463333333
647.221,-12.62,647.221,-4.85,647.221,1.08,-5.463333333
647.236,2.38,647.236,-4.85,647.236,0.08,-0.7966666667
647.252,-1.62,647.252,-3.85,647.252,-7.92,-4.463333333
647.268,-28.62,647.268,4.15,647.268,-1.92,-8.796666667
647.284,-14.62,647.284,13.15,647.284,-16.92,-6.13
647.3,-0.62,647.3,7.15,647.3,-0.92,1.87
647.315,3.38,647.315,0.15,647.315,7.08,3.536666667
647.331,7.38,647.331,14.15,647.331,-4.92,5.536666667
647.347,13.38,647.347,17.15,647.347,-3.92,8.87
647.363,9.38,647.363,2.15,647.363,7.08,6.203333333
647.379,4.38,647.379,22.15,647.379,5.08,10.53666667
647.394,12.38,647.394,14.15,647.394,3.08,9.87
647.41,3.38,647.41,16.15,647.41,-1.92,5.87
647.426,13.38,647.426,22.15,647.426,-0.92,11.53666667
647.442,21.38,647.442,16.15,647.442,4.08,13.87
647.458,21.38,647.458,-4.85,647.458,5.08,7.203333333
647.473,3.38,647.473,1.15,647.473,-7.92,-1.13
647.489,3.38,647.489,-2.85,647.489,-6.92,-2.13
647.505,18.38,647.505,18.15,647.505,15.08,17.20333333
647.521,13.38,647.521,3.15,647.521,2.08,6.203333333
647.536,10.38,647.536,17.15,647.536,-4.92,7.536666667
647.552,7.38,647.552,-0.85,647.552,-3.92,0.87
647.568,-5.62,647.568,2.15,647.568,-0.92,-1.463333333
647.584,-9.62,647.584,11.15,647.584,12.08,4.536666667
647.599,8.38,647.599,4.15,647.599,1.08,4.536666667
647.615,2.38,647.615,4.15,647.615,-3.92,0.87
647.631,6.38,647.631,5.15,647.631,20.08,10.53666667
647.647,8.38,647.647,0.15,647.647,-0.92,2.536666667
647.662,3.38,647.662,14.15,647.662,-12.92,1.536666667
647.678,-7.62,647.678,8.15,647.678,-7.92,-2.463333333
647.694,-9.62,647.694,-10.85,647.694,-4.92,-8.463333333
647.71,4.38,647.71,-3.85,647.71,7.08,2.536666667
647.725,-24.62,647.725,-0.85,647.725,-11.92,-12.46333333
647.741,-12.62,647.741,-1.85,647.741,-1.92,-5.463333333
647.757,2.38,647.757,-6.85,647.757,4.08,-0.13
647.773,5.38,647.773,-0.85,647.773,10.08,4.87
647.788,4.38,647.788,8.15,647.788,16.08,9.536666667
647.804,9.38,647.804,5.15,647.804,12.08,8.87
647.82,2.38,647.82,6.15,647.82,5.08,4.536666667
647.835,1.38,647.835,10.15,647.835,15.08,8.87
647.851,-0.62,647.851,6.15,647.851,23.08,9.536666667
647.867,-7.62,647.867,-1.85,647.867,-4.92,-4.796666667
647.883,6.38,647.883,-9.85,647.883,0.08,-1.13
647.898,15.38,647.898,14.15,647.898,4.08,11.20333333
647.914,21.38,647.914,20.15,647.914,6.08,15.87
647.93,34.38,647.93,15.15,647.93,11.08,20.20333333
647.945,-0.62,647.945,-5.85,647.945,6.08,-0.13
647.961,7.38,647.961,-5.85,647.961,19.08,6.87
647.977,15.38,647.977,26.15,647.977,10.08,17.20333333
647.993,5.38,647.993,5.15,647.993,5.08,5.203333333
648.008,11.38,648.008,0.15,648.008,12.08,7.87
648.024,18.38,648.024,8.15,648.024,19.08,15.20333333
648.04,-1.62,648.04,-5.85,648.04,-4.92,-4.13
648.055,2.38,648.055,2.15,648.055,1.08,1.87
648.071,19.38,648.071,10.15,648.071,5.08,11.53666667
648.087,25.38,648.087,13.15,648.087,14.08,17.53666667
648.102,10.38,648.102,6.15,648.102,-8.92,2.536666667
648.118,-3.62,648.118,-4.85,648.118,-8.92,-5.796666667
648.134,-18.62,648.134,-7.85,648.134,1.08,-8.463333333
648.149,-6.62,648.149,-2.85,648.149,9.08,-0.13
648.165,-1.62,648.165,-6.85,648.165,4.08,-1.463333333
648.181,-1.62,648.181,-1.85,648.181,2.08,-0.4633333333
648.196,-11.62,648.196,-0.85,648.196,5.08,-2.463333333
648.212,-9.62,648.212,4.15,648.212,1.08,-1.463333333
648.228,4.38,648.228,-0.85,648.228,-0.92,0.87
648.243,5.38,648.243,32.15,648.243,8.08,15.20333333
648.259,-7.62,648.259,16.15,648.259,4.08,4.203333333
648.275,-13.62,648.275,4.15,648.275,6.08,-1.13
648.29,-0.62,648.29,2.15,648.29,-0.92,0.2033333333
648.306,5.38,648.306,7.15,648.306,5.08,5.87
648.322,3.38,648.322,3.15,648.322,6.08,4.203333333
648.337,-18.62,648.337,0.15,648.337,3.08,-5.13
648.353,11.38,648.353,22.15,648.353,14.08,15.87
648.368,21.38,648.368,45.15,648.368,53.08,39.87
648.384,86.38,648.384,70.15,648.384,106.08,87.53666667
648.4,13.38,648.4,-1.85,648.4,22.08,11.20333333
648.415,-0.62,648.415,-8.85,648.415,6.08,-1.13
648.431,-7.62,648.431,-1.85,648.431,17.08,2.536666667
648.447,2.38,648.447,15.15,648.447,16.08,11.20333333
648.462,11.38,648.462,15.15,648.462,17.08,14.53666667
648.478,3.38,648.478,10.15,648.478,3.08,5.536666667
648.493,-22.62,648.493,-3.85,648.493,-11.92,-12.79666667
648.509,-8.62,648.509,6.15,648.509,1.08,-0.4633333333
648.525,3.38,648.525,13.15,648.525,3.08,6.536666667
648.54,-23.62,648.54,-5.85,648.54,-0.92,-10.13
648.556,-16.62,648.556,-5.85,648.556,13.08,-3.13
648.572,10.38,648.572,16.15,648.572,8.08,11.53666667
648.587,-4.62,648.587,21.15,648.587,-5.92,3.536666667
648.603,4.38,648.603,12.15,648.603,9.08,8.536666667
648.618,9.38,648.618,21.15,648.618,29.08,19.87
648.634,14.38,648.634,13.15,648.634,22.08,16.53666667
648.65,10.38,648.65,13.15,648.65,8.08,10.53666667
648.665,5.38,648.665,20.15,648.665,13.08,12.87
648.681,-7.62,648.681,9.15,648.681,-6.92,-1.796666667
648.696,8.38,648.696,18.15,648.696,1.08,9.203333333
648.712,7.38,648.712,27.15,648.712,26.08,20.20333333
648.727,-0.62,648.727,37.15,648.727,27.08,21.20333333
648.743,11.38,648.743,25.15,648.743,17.08,17.87
648.759,17.38,648.759,23.15,648.759,29.08,23.20333333
648.774,12.38,648.774,22.15,648.774,23.08,19.20333333
648.79,-1.62,648.79,-6.85,648.79,2.08,-2.13
648.805,-11.62,648.805,-16.85,648.805,-3.92,-10.79666667
648.821,5.38,648.821,8.15,648.821,10.08,7.87
648.836,-2.62,648.836,6.15,648.836,14.08,5.87
648.852,5.38,648.852,-2.85,648.852,10.08,4.203333333
648.868,6.38,648.868,3.15,648.868,8.08,5.87
648.883,4.38,648.883,15.15,648.883,14.08,11.20333333
648.899,1.38,648.899,15.15,648.899,5.08,7.203333333
648.914,-15.62,648.914,1.15,648.914,8.08,-2.13
648.93,-2.62,648.93,9.15,648.93,15.08,7.203333333
648.945,17.38,648.945,27.15,648.945,22.08,22.20333333
648.961,27.38,648.961,32.15,648.961,21.08,26.87
648.976,10.38,648.976,13.15,648.976,17.08,13.53666667
648.992,7.38,648.992,6.15,648.992,20.08,11.20333333
649.007,-0.62,649.007,6.15,649.007,1.08,2.203333333
649.023,1.38,649.023,0.15,649.023,11.08,4.203333333
649.039,12.38,649.039,-4.85,649.039,15.08,7.536666667
649.054,4.38,649.054,1.15,649.054,5.08,3.536666667
649.07,10.38,649.07,3.15,649.07,14.08,9.203333333
649.085,-4.62,649.085,-0.85,649.085,10.08,1.536666667
649.101,-5.62,649.101,18.15,649.101,27.08,13.20333333
649.116,-19.62,649.116,5.15,649.116,7.08,-2.463333333
649.132,-0.62,649.132,8.15,649.132,24.08,10.53666667
649.147,9.38,649.147,-10.85,649.147,6.08,1.536666667
649.163,-5.62,649.163,7.15,649.163,-0.92,0.2033333333
649.178,-2.62,649.178,-1.85,649.178,-3.92,-2.796666667
649.194,15.38,649.194,13.15,649.194,12.08,13.53666667
649.209,26.38,649.209,19.15,649.209,23.08,22.87
649.225,11.38,649.225,24.15,649.225,26.08,20.53666667
649.24,17.38,649.24,10.15,649.24,29.08,18.87
649.256,29.38,649.256,29.15,649.256,38.08,32.20333333
649.271,6.38,649.271,9.15,649.271,16.08,10.53666667
649.287,10.38,649.287,-1.85,649.287,25.08,11.20333333
649.302,7.38,649.302,-5.85,649.302,5.08,2.203333333
649.318,-7.62,649.318,5.15,649.318,16.08,4.536666667
649.333,-8.62,649.333,-16.85,649.333,-12.92,-12.79666667
649.349,6.38,649.349,14.15,649.349,7.08,9.203333333
649.364,13.38,649.364,11.15,649.364,9.08,11.20333333
649.38,14.38,649.38,20.15,649.38,7.08,13.87
649.395,8.38,649.395,9.15,649.395,5.08,7.536666667
649.41,12.38,649.41,15.15,649.41,33.08,20.20333333
649.426,8.38,649.426,7.15,649.426,31.08,15.53666667
649.441,10.38,649.441,12.15,649.441,12.08,11.53666667
649.457,-0.62,649.457,10.15,649.457,4.08,4.536666667
649.472,-12.62,649.472,-5.85,649.472,4.08,-4.796666667
649.488,10.38,649.488,4.15,649.488,6.08,6.87
649.503,17.38,649.503,12.15,649.503,20.08,16.53666667
649.519,10.38,649.519,8.15,649.519,14.08,10.87
649.534,3.38,649.534,9.15,649.534,9.08,7.203333333
649.55,6.38,649.55,0.15,649.55,12.08,6.203333333
649.565,15.38,649.565,11.15,649.565,12.08,12.87
649.581,7.38,649.581,2.15,649.581,20.08,9.87
649.596,-4.62,649.596,-5.85,649.596,15.08,1.536666667
649.611,1.38,649.611,-10.85,649.611,12.08,0.87
649.627,13.38,649.627,2.15,649.627,18.08,11.20333333
649.642,13.38,649.642,19.15,649.642,-12.92,6.536666667
649.658,15.38,649.658,11.15,649.658,-18.92,2.536666667
649.673,17.38,649.673,17.15,649.673,18.08,17.53666667
649.689,4.38,649.689,24.15,649.689,26.08,18.20333333
649.704,0.38,649.704,24.15,649.704,1.08,8.536666667
649.719,15.38,649.719,13.15,649.719,12.08,13.53666667
649.735,9.38,649.735,8.15,649.735,13.08,10.20333333
649.75,11.38,649.75,31.15,649.75,22.08,21.53666667
649.766,3.38,649.766,14.15,649.766,13.08,10.20333333
649.781,7.38,649.781,8.15,649.781,7.08,7.536666667
649.796,5.38,649.796,-9.85,649.796,-11.92,-5.463333333
649.812,12.38,649.812,-3.85,649.812,17.08,8.536666667
649.827,24.38,649.827,23.15,649.827,29.08,25.53666667
649.843,7.38,649.843,4.15,649.843,18.08,9.87
649.858,-6.62,649.858,9.15,649.858,19.08,7.203333333
649.874,-6.62,649.874,-5.85,649.874,8.08,-1.463333333
649.889,10.38,649.889,-6.85,649.889,7.08,3.536666667
649.904,5.38,649.904,10.15,649.904,25.08,13.53666667
649.92,-12.62,649.92,-12.85,649.92,9.08,-5.463333333
649.935,-0.62,649.935,-5.85,649.935,-0.92,-2.463333333
649.95,2.38,649.95,17.15,649.95,4.08,7.87
649.966,-10.62,649.966,-2.85,649.966,-0.92,-4.796666667
649.981,-0.62,649.981,1.15,649.981,0.08,0.2033333333
649.997,9.38,649.997,13.15,649.997,15.08,12.53666667
650.012,6.38,650.012,9.15,650.012,5.08,6.87
650.027,11.38,650.027,0.15,650.027,-3.92,2.536666667
650.043,9.38,650.043,2.15,650.043,0.08,3.87
650.058,5.38,650.058,2.15,650.058,8.08,5.203333333
650.073,-2.62,650.073,10.15,650.073,6.08,4.536666667
650.089,3.38,650.089,13.15,650.089,15.08,10.53666667
650.104,16.38,650.104,17.15,650.104,15.08,16.20333333
650.12,2.38,650.12,-0.85,650.12,0.08,0.5366666667
650.135,-1.62,650.135,-5.85,650.135,0.08,-2.463333333
650.15,-3.62,650.15,0.15,650.15,2.08,-0.4633333333
650.166,13.38,650.166,7.15,650.166,15.08,11.87
650.181,15.38,650.181,19.15,650.181,22.08,18.87
650.196,8.38,650.196,12.15,650.196,13.08,11.20333333
650.212,3.38,650.212,13.15,650.212,18.08,11.53666667
650.227,1.38,650.227,14.15,650.227,17.08,10.87
650.242,23.38,650.242,26.15,650.242,24.08,24.53666667
650.258,19.38,650.258,1.15,650.258,10.08,10.20333333
650.273,11.38,650.273,4.15,650.273,15.08,10.20333333
650.288,2.38,650.288,5.15,650.288,12.08,6.536666667
650.304,6.38,650.304,9.15,650.304,8.08,7.87
650.319,3.38,650.319,-1.85,650.319,2.08,1.203333333
650.334,-14.62,650.334,-11.85,650.334,-13.92,-13.46333333
650.35,4.38,650.35,-1.85,650.35,-7.92,-1.796666667
650.365,31.38,650.365,37.15,650.365,15.08,27.87
650.38,33.38,650.38,17.15,650.38,7.08,19.20333333
650.396,-5.62,650.396,-6.85,650.396,-10.92,-7.796666667
650.411,3.38,650.411,8.15,650.411,0.08,3.87
650.426,11.38,650.426,17.15,650.426,-0.92,9.203333333
650.441,9.38,650.441,19.15,650.441,6.08,11.53666667
650.457,13.38,650.457,3.15,650.457,15.08,10.53666667
650.472,14.38,650.472,5.15,650.472,27.08,15.53666667
650.487,17.38,650.487,3.15,650.487,19.08,13.20333333
650.503,0.38,650.503,9.15,650.503,5.08,4.87
650.518,-0.62,650.518,10.15,650.518,6.08,5.203333333
650.533,3.38,650.533,15.15,650.533,-7.92,3.536666667
650.549,13.38,650.549,14.15,650.549,14.08,13.87
650.564,7.38,650.564,21.15,650.564,19.08,15.87
650.579,2.38,650.579,5.15,650.579,6.08,4.536666667
650.594,13.38,650.594,-1.85,650.594,3.08,4.87
650.61,14.38,650.61,8.15,650.61,9.08,10.53666667
650.625,12.38,650.625,18.15,650.625,10.08,13.53666667
650.64,5.38,650.64,19.15,650.64,17.08,13.87
650.656,0.38,650.656,-2.85,650.656,5.08,0.87
650.671,2.38,650.671,-4.85,650.671,-6.92,-3.13
650.686,-2.62,650.686,-6.85,650.686,2.08,-2.463333333
650.701,21.38,650.701,11.15,650.701,9.08,13.87
650.717,3.38,650.717,5.15,650.717,5.08,4.536666667
650.732,22.38,650.732,20.15,650.732,14.08,18.87
650.747,20.38,650.747,15.15,650.747,3.08,12.87
650.762,-6.62,650.762,4.15,650.762,-5.92,-2.796666667
650.778,7.38,650.778,11.15,650.778,1.08,6.536666667
650.793,8.38,650.793,17.15,650.793,9.08,11.53666667
650.808,7.38,650.808,14.15,650.808,5.08,8.87
650.823,2.38,650.823,4.15,650.823,10.08,5.536666667
650.839,7.38,650.839,1.15,650.839,16.08,8.203333333
650.854,4.38,650.854,1.15,650.854,16.08,7.203333333
650.869,6.38,650.869,14.15,650.869,21.08,13.87
650.884,21.38,650.884,15.15,650.884,27.08,21.20333333
650.9,1.38,650.9,4.15,650.9,10.08,5.203333333
650.915,-10.62,650.915,10.15,650.915,-5.92,-2.13
650.93,-4.62,650.93,13.15,650.93,-5.92,0.87
650.945,4.38,650.945,12.15,650.945,5.08,7.203333333
650.96,1.38,650.96,16.15,650.96,8.08,8.536666667
650.976,16.38,650.976,6.15,650.976,14.08,12.20333333
650.991,26.38,650.991,-4.85,650.991,14.08,11.87
651.006,6.38,651.006,-11.85,651.006,-8.92,-4.796666667
651.021,-1.62,651.021,11.15,651.021,-3.92,1.87
651.037,-12.62,651.037,12.15,651.037,14.08,4.536666667
651.052,6.38,651.052,0.15,651.052,22.08,9.536666667
651.067,-17.62,651.067,-25.85,651.067,-16.92,-20.13
651.082,-12.62,651.082,-9.85,651.082,-0.92,-7.796666667
651.097,-12.62,651.097,0.15,651.097,11.08,-0.4633333333
651.113,-6.62,651.113,7.15,651.113,8.08,2.87
651.128,2.38,651.128,6.15,651.128,-15.92,-2.463333333
651.143,13.38,651.143,14.15,651.143,16.08,14.53666667
651.158,0.38,651.158,-6.85,651.158,4.08,-0.7966666667
651.173,18.38,651.173,-13.85,651.173,10.08,4.87
651.189,24.38,651.189,-1.85,651.189,14.08,12.20333333
651.204,3.38,651.204,-15.85,651.204,2.08,-3.463333333
651.219,-8.62,651.219,-17.85,651.219,4.08,-7.463333333
651.234,5.38,651.234,3.15,651.234,22.08,10.20333333
651.249,8.38,651.249,21.15,651.249,18.08,15.87
651.264,7.38,651.264,23.15,651.264,15.08,15.20333333
651.28,-2.62,651.28,16.15,651.28,14.08,9.203333333
651.295,2.38,651.295,-1.85,651.295,3.08,1.203333333
651.31,14.38,651.31,10.15,651.31,26.08,16.87
651.325,-3.62,651.325,-10.85,651.325,-4.92,-6.463333333
651.34,3.38,651.34,-2.85,651.34,-4.92,-1.463333333
651.355,3.38,651.355,-5.85,651.355,14.08,3.87
651.371,-1.62,651.371,-6.85,651.371,1.08,-2.463333333
651.386,-11.62,651.386,-12.85,651.386,-15.92,-13.46333333
651.401,6.38,651.401,3.15,651.401,1.08,3.536666667
651.416,4.38,651.416,6.15,651.416,10.08,6.87
651.431,0.38,651.431,5.15,651.431,13.08,6.203333333
651.446,-1.62,651.446,-18.85,651.446,0.08,-6.796666667
651.461,-13.62,651.461,-28.85,651.461,-9.92,-17.46333333
651.477,-9.62,651.477,2.15,651.477,11.08,1.203333333
651.492,23.38,651.492,13.15,651.492,26.08,20.87
651.507,10.38,651.507,5.15,651.507,19.08,11.53666667
651.522,11.38,651.522,14.15,651.522,5.08,10.20333333
651.537,2.38,651.537,10.15,651.537,9.08,7.203333333
651.552,-0.62,651.552,-11.85,651.552,3.08,-3.13
651.567,7.38,651.567,-10.85,651.567,9.08,1.87
651.583,17.38,651.583,5.15,651.583,21.08,14.53666667
651.598,15.38,651.598,15.15,651.598,18.08,16.20333333
651.613,-12.62,651.613,-6.85,651.613,-4.92,-8.13
651.628,-13.62,651.628,-5.85,651.628,-4.92,-8.13
651.643,-3.62,651.643,-9.85,651.643,-6.92,-6.796666667
651.658,-6.62,651.658,-5.85,651.658,6.08,-2.13
651.673,0.38,651.673,-5.85,651.673,-0.92,-2.13
651.688,1.38,651.688,-7.85,651.688,3.08,-1.13
651.703,23.38,651.703,9.15,651.703,17.08,16.53666667
651.719,32.38,651.719,19.15,651.719,21.08,24.20333333
651.734,12.38,651.734,32.15,651.734,24.08,22.87
651.749,0.38,651.749,4.15,651.749,1.08,1.87
651.764,5.38,651.764,25.15,651.764,1.08,10.53666667
651.779,7.38,651.779,22.15,651.779,6.08,11.87
651.794,15.38,651.794,9.15,651.794,-9.92,4.87
651.809,4.38,651.809,8.15,651.809,-3.92,2.87
651.824,10.38,651.824,14.15,651.824,7.08,10.53666667
651.839,-2.62,651.839,15.15,651.839,-6.92,1.87
651.854,12.38,651.854,13.15,651.854,0.08,8.536666667
651.869,12.38,651.869,13.15,651.869,16.08,13.87
651.884,11.38,651.884,17.15,651.884,17.08,15.20333333
651.9,4.38,651.9,11.15,651.9,6.08,7.203333333
651.915,-5.62,651.915,-6.85,651.915,-3.92,-5.463333333
651.93,-6.62,651.93,-1.85,651.93,1.08,-2.463333333
651.945,12.38,651.945,24.15,651.945,24.08,20.20333333
651.96,4.38,651.96,9.15,651.96,14.08,9.203333333
651.975,18.38,651.975,20.15,651.975,11.08,16.53666667
651.99,17.38,651.99,18.15,651.99,13.08,16.20333333
652.005,-1.62,652.005,7.15,652.005,3.08,2.87
652.02,8.38,652.02,13.15,652.02,2.08,7.87
652.035,19.38,652.035,25.15,652.035,29.08,24.53666667
652.05,19.38,652.05,42.15,652.05,35.08,32.20333333
652.065,68.38,652.065,61.15,652.065,66.08,65.20333333
652.08,2.38,652.08,4.15,652.08,8.08,4.87
652.095,7.38,652.095,9.15,652.095,6.08,7.536666667
652.11,31.38,652.11,32.15,652.11,38.08,33.87
652.125,7.38,652.125,6.15,652.125,8.08,7.203333333
652.14,-12.62,652.14,-8.85,652.14,7.08,-4.796666667
652.155,-13.62,652.155,5.15,652.155,-2.92,-3.796666667
652.17,6.38,652.17,17.15,652.17,0.08,7.87
652.185,2.38,652.185,7.15,652.185,-7.92,0.5366666667
652.2,12.38,652.2,16.15,652.2,9.08,12.53666667
652.215,20.38,652.215,8.15,652.215,8.08,12.20333333
652.23,-1.62,652.23,-6.85,652.23,0.08,-2.796666667
652.245,-6.62,652.245,9.15,652.245,6.08,2.87
652.261,10.38,652.261,19.15,652.261,21.08,16.87
652.276,6.38,652.276,-2.85,652.276,10.08,4.536666667
652.291,9.38,652.291,12.15,652.291,16.08,12.53666667
652.306,3.38,652.306,3.15,652.306,15.08,7.203333333
652.321,11.38,652.321,4.15,652.321,31.08,15.53666667
652.336,2.38,652.336,8.15,652.336,14.08,8.203333333
652.351,-0.62,652.351,4.15,652.351,-1.92,0.5366666667
652.366,13.38,652.366,8.15,652.366,-5.92,5.203333333
652.381,12.38,652.381,3.15,652.381,1.08,5.536666667
652.396,8.38,652.396,3.15,652.396,5.08,5.536666667
652.41,8.38,652.41,3.15,652.41,7.08,6.203333333
